relative_time_s,lord_x_g,lord_y_g,prototype_calibrated_to_lord_y_g,lord_z_g,prototype_calibrated_to_lord_z_g,lord_x_norm,lord_y_norm,prototype_y_norm,lord_z_norm,prototype_z_norm,our_y_raw,our_z_raw,sample_ts_utc,sample_ts_et,batch_id,sample_in_batch
9.520,0.901924887,0.418522470,0.307554839,0.054992536,0.098576150,-1.217028690,1.177667301,1.098227218,0.194937251,0.568268576,1004,361,2026-05-03T23:57:21.097Z,2026-05-03 19:57:21.097,102631,53
9.560,1.219551516,-0.319026645,-0.333694186,0.588209534,0.479439408,3.527483862,-1.551338041,-2.298760449,2.655568870,3.090018316,-3101,2915,2026-05-03T23:57:21.137Z,2026-05-03 19:57:21.137,102631,54
9.600,0.808080959,0.040864676,0.110642478,0.382427724,-0.192952636,-2.618811950,-0.219704230,0.055092902,1.705949428,-1.361984928,314,-971,2026-05-03T23:57:21.177Z,2026-05-03 19:57:21.177,102631,55
9.640,1.104705515,-0.730491927,-0.324583458,-0.619399613,-0.180833146,1.811984461,-3.073800650,-2.250496781,-2.917174049,-1.281740064,-2128,-514,2026-05-03T23:57:21.217Z,2026-05-03 19:57:21.217,102631,56
9.680,0.859428906,0.270024361,-0.039268435,0.130600960,-0.019192925,-1.851807683,0.628209476,-0.739053368,0.543846756,-0.211497199,-764,65,2026-05-03T23:57:21.257Z,2026-05-03 19:57:21.257,102631,57
9.720,1.204163322,-0.436727093,-0.183617634,0.050428698,-0.338012853,3.297624433,-1.986841446,-1.503736713,0.173876550,-2.322449235,-1123,-1456,2026-05-03T23:57:21.297Z,2026-05-03 19:57:21.297,102631,58
9.760,0.915715916,-0.031823310,-0.227687718,-0.607897155,-0.420030311,-1.011026716,-0.488657033,-1.737195987,-2.864093762,-2.865498478,-1254,-1841,2026-05-03T23:57:21.337Z,2026-05-03 19:57:21.337,102631,59
9.800,1.034351873,-0.228835940,-0.109387418,-0.483908337,-0.394136311,0.761084741,-1.217623430,-1.110505505,-2.291923694,-2.694050626,-631,-1814,2026-05-03T23:57:21.377Z,2026-05-03 19:57:21.377,102631,60
9.840,1.082026215,-0.214233172,-0.196850083,-0.202100469,-0.219688820,1.473214927,-1.163591730,-1.573835014,-0.991467495,-1.539009004,-1362,-831,2026-05-03T23:57:21.417Z,2026-05-03 19:57:21.417,102631,61
9.880,0.919818230,-0.021815018,-0.124726661,-0.359836491,-0.172528900,-0.949748863,-0.451625354,-1.191764452,-1.719370477,-1.226756475,-1026,-652,2026-05-03T23:57:21.457Z,2026-05-03 19:57:21.457,102631,62
9.920,1.099901433,-0.306783797,-0.076492725,-0.009741405,-0.033807692,1.740224020,-1.506038278,-0.936247359,-0.103789874,-0.308263645,-951,23,2026-05-03T23:57:21.497Z,2026-05-03 19:57:21.497,102631,63
9.960,0.969965827,-0.083856620,-0.130899321,0.074575839,0.066315722,-0.200674681,-0.681185476,-1.224463837,0.285308143,0.354667697,-1394,591,2026-05-03T23:57:21.537Z,2026-05-03 19:57:21.537,102631,64
10.000,1.061068535,-0.276074916,-0.022775854,0.136260241,0.075954008,1.160161909,-1.392412355,-0.651684666,0.569962591,0.418484164,-805,543,2026-05-03T23:57:21.577Z,2026-05-03 19:57:21.577,102631,65
10.040,1.009776096,-0.162279923,-0.128837045,0.219553399,0.140409888,0.393986796,-0.971359523,-1.213539025,0.954334767,0.845255698,-1486,973,2026-05-03T23:57:21.617Z,2026-05-03 19:57:21.617,102631,66
10.080,1.024488835,-0.211282939,-0.019461900,0.179333791,0.097765581,0.613756704,-1.152675572,-0.634129148,0.768733709,0.562901686,-817,653,2026-05-03T23:57:21.657Z,2026-05-03 19:57:21.657,102631,67
10.120,1.033160896,-0.200460899,-0.128486435,0.246480052,0.131785288,0.743294653,-1.112632947,-1.211681681,1.078592949,0.788150995,-1472,928,2026-05-03T23:57:21.697Z,2026-05-03 19:57:21.697,102631,68
10.160,1.000251145,-0.162411520,-0.058561532,0.115357001,-0.013107963,0.251708897,-0.971846447,-0.841257675,0.473500598,-0.171207803,-880,114,2026-05-03T23:57:21.737Z,2026-05-03 19:57:21.737,102631,69
10.200,1.032221055,-0.243521881,-0.149995897,-0.001180824,-0.003421796,0.729255878,-1.271962877,-1.325627083,-0.064285441,-0.107074316,-1403,247,2026-05-03T23:57:21.777Z,2026-05-03 19:57:21.777,102631,70
10.240,0.994286680,-0.130487282,-0.091473682,0.028973731,-0.120776530,0.162615360,-0.853723579,-1.015608298,0.074868511,-0.884096678,-913,-414,2026-05-03T23:57:21.817Z,2026-05-03 19:57:21.817,102631,71
10.280,1.022582936,-0.236842445,-0.183343538,-0.239412621,-0.198025474,0.585287548,-1.247248297,-1.502284700,-1.163651542,-1.395572913,-1317,-731,2026-05-03T23:57:21.857Z,2026-05-03 19:57:21.857,102631,72
10.320,0.973408904,-0.102071287,-0.104252617,-0.231076545,-0.246929477,-0.149244106,-0.748581560,-1.083304130,-1.125183125,-1.719373260,-808,-1056,2026-05-03T23:57:21.897Z,2026-05-03 19:57:21.897,102631,73
10.360,1.055332170,-0.130929229,0.079375348,-0.326748639,-0.162324344,1.074475588,-0.855358825,-0.110543301,-1.566680268,-1.159190657,97,-784,2026-05-03T23:57:21.937Z,2026-05-03 19:57:21.937,102631,74
10.400,0.891820657,0.837316453,0.435354752,-0.329589683,-0.237132564,-1.367959497,2.727246840,1.775241471,-1.579790806,-1.654506508,2185,-1494,2026-05-03T23:57:21.977Z,2026-05-03 19:57:21.977,102631,75
10.440,0.941468320,0.219684361,0.224097833,-0.414136951,-0.190682032,-0.626353041,0.441946451,0.656117506,-1.969950313,-1.346950935,943,-1062,2026-05-03T23:57:22.017Z,2026-05-03 19:57:22.017,102631,76
10.480,0.847971177,0.704543979,0.438562955,-0.129454233,0.032691147,-2.022956245,2.235975433,1.792236779,-0.656227569,0.132034613,1826,-99,2026-05-03T23:57:22.057Z,2026-05-03 19:57:22.057,102631,77
10.520,0.969952073,0.238855542,0.410687637,0.206542763,0.261564852,-0.200880136,0.512881735,1.644568546,0.894294704,1.647439924,1351,1112,2026-05-03T23:57:22.097Z,2026-05-03 19:57:22.097,102631,78
10.560,0.931350949,0.598668637,0.363740134,0.403008056,0.227492339,-0.777480150,1.844226101,1.395866274,1.800921298,1.421840980,1137,978,2026-05-03T23:57:22.137Z,2026-05-03 19:57:22.137,102631,79
10.600,0.942548120,0.278369173,0.429983104,0.146947141,0.181746686,-0.610223646,0.659086115,1.746785408,0.619279330,1.118952510,1570,681,2026-05-03T23:57:22.177Z,2026-05-03 19:57:22.177,102631,80
10.640,0.929508202,0.454983466,0.355099139,0.309151660,0.306856989,-0.805005975,1.312576625,1.350090994,1.367803046,1.947325598,978,1397,2026-05-03T23:57:22.217Z,2026-05-03 19:57:22.217,102631,81
10.680,0.931264079,0.443090091,0.456885404,0.401258185,0.278327512,-0.778777764,1.268569950,1.889299122,1.792846186,1.758427882,1585,1157,2026-05-03T23:57:22.257Z,2026-05-03 19:57:22.257,102631,82
10.720,0.943438573,0.324859539,0.339461586,0.338175088,0.301034754,-0.596922605,0.831105109,1.267251764,1.501737194,1.908775752,899,1381,2026-05-03T23:57:22.297Z,2026-05-03 19:57:22.297,102631,83
10.760,0.900834475,0.478436294,0.402750233,0.284947312,0.249947097,-1.233316600,1.399354429,1.602520509,1.256107460,1.570517120,1323,1059,2026-05-03T23:57:22.337Z,2026-05-03 19:57:22.337,102631,84
10.800,0.947581482,0.302924353,0.389396256,0.278105235,0.251086778,-0.535038361,0.749942730,1.531778420,1.224533391,1.578063109,1247,1077,2026-05-03T23:57:22.377Z,2026-05-03 19:57:22.377,102631,85
10.840,0.857173128,0.286939288,0.046507752,0.246318893,0.315830406,-1.885503122,0.690796395,-0.284657903,1.077849250,2.006739866,-754,1723,2026-05-03T23:57:22.417Z,2026-05-03 19:57:22.417,102631,86
10.880,1.048739719,-0.238969612,-0.117295355,0.318134784,0.358996099,0.976001595,-1.255119025,-1.152397443,1.409257383,2.292546057,-1727,2095,2026-05-03T23:57:22.457Z,2026-05-03 19:57:22.457,102631,87
10.920,0.990289323,-0.034251517,-0.060774466,0.643826847,0.136288625,0.102905285,-0.497641643,-0.852980592,2.912225579,0.817968230,-1101,890,2026-05-03T23:57:22.497Z,2026-05-03 19:57:22.497,102631,88
10.960,0.930080578,-0.205558150,-0.239799126,-0.491228347,-0.355941911,-0.796456168,-1.131493284,-1.801355623,-2.325703275,-2.441160071,-1411,-1498,2026-05-03T23:57:22.537Z,2026-05-03 19:57:22.537,102631,89
11.000,1.027340770,-0.211071283,-0.125626225,-0.429791152,-0.466076484,0.656357158,-1.151892423,-1.196529850,-2.042189614,-3.170376731,-621,-2172,2026-05-03T23:57:22.577Z,2026-05-03 19:57:22.577,102631,90
11.040,0.945904346,-0.113990735,-0.281939287,-0.773039274,-0.511162558,-0.560090400,-0.792684707,-2.024591216,-3.626173592,-3.468898031,-1429,-2264,2026-05-03T23:57:22.617Z,2026-05-03 19:57:22.617,102631,91
11.080,1.006007543,-0.145180054,-0.173021936,-0.693631532,-0.481890462,0.337694443,-0.908088302,-1.447606483,-3.259731409,-3.275083325,-863,-2211,2026-05-03T23:57:22.657Z,2026-05-03 19:57:22.657,102631,92
11.120,1.000755363,-0.124709111,-0.188793822,-0.402728590,-0.359377921,0.259240585,-0.832343768,-1.531157337,-1.917304253,-2.463910385,-1122,-1562,2026-05-03T23:57:22.697Z,2026-05-03 19:57:22.697,102631,93
11.160,0.992059591,-0.211693848,-0.126203725,-0.329877534,-0.124725170,0.129348459,-1.154195977,-1.199589131,-1.581119150,-0.910241184,-1101,-403,2026-05-03T23:57:22.737Z,2026-05-03 19:57:22.737,102631,94
11.200,1.016980362,-0.219782910,-0.072405670,0.154420272,0.210884057,0.501599715,-1.184126313,-0.914596371,0.653765517,1.311875182,-1270,1287,2026-05-03T23:57:22.777Z,2026-05-03 19:57:22.777,102631,95
11.240,1.065887599,-0.224115449,-0.060443311,0.473742028,0.274355780,1.232146146,-1.200157142,-0.851226315,2.127336718,1.732130478,-1292,1605,2026-05-03T23:57:22.817Z,2026-05-03 19:57:22.817,102631,96
11.280,1.003192453,-0.142167749,0.009044969,0.388416687,0.200031493,0.295644359,-0.896942473,-0.483115297,1.733586644,1.240018817,-801,1157,2026-05-03T23:57:22.857Z,2026-05-03 19:57:22.857,102631,97
11.320,1.107432442,-0.184552790,0.222459586,0.234574702,0.392723861,1.852717627,-1.053771354,0.647438972,1.023653436,2.515862358,119,1962,2026-05-03T23:57:22.897Z,2026-05-03 19:57:22.897,102631,98
11.360,0.885730615,0.738331599,0.455584927,0.820886631,0.335427073,-1.458928833,2.360993000,1.882409907,3.729301750,2.136492184,1498,1454,2026-05-03T23:57:22.937Z,2026-05-03 19:57:22.937,102631,99
11.400,0.940117347,0.249183500,0.351246774,0.199526632,0.052362254,-0.646533045,0.551096210,1.329683264,0.861917427,0.262279807,1312,82,2026-05-03T23:57:22.977Z,2026-05-03 19:57:22.977,102631,100
11.440,0.897906311,0.590101023,0.356010447,0.055884393,-0.009536394,-1.277055725,1.812525072,1.354918607,0.199052896,-0.147559933,1425,-243,2026-05-03T23:57:23.017Z,2026-05-03 19:57:23.017,102632,1
11.480,0.955072489,0.315152309,0.413956294,-0.067697862,0.056956112,-0.423142276,0.795187388,1.661884108,-0.371241009,0.292696393,1655,49,2026-05-03T23:57:23.057Z,2026-05-03 19:57:23.057,102632,2
11.520,0.931649032,0.528370371,0.330466071,0.135810629,0.036761924,-0.773027570,1.584115499,1.219598434,0.567887770,0.158987805,1218,20,2026-05-03T23:57:23.097Z,2026-05-03 19:57:23.097,102632,3
11.560,0.935185196,0.438892249,0.383354109,-0.189704916,-0.130990939,-0.720206501,1.253037516,1.499770420,-0.934265850,-0.951727732,1747,-897,2026-05-03T23:57:23.137Z,2026-05-03 19:57:23.137,102632,4
11.600,0.927104270,0.413736200,0.304067429,-0.208774006,0.015932970,-0.840914437,1.159957626,1.079752819,-1.022263805,0.021076338,1100,-64,2026-05-03T23:57:23.177Z,2026-05-03 19:57:23.177,102632,5
11.640,1.018069506,0.561783087,0.356915122,-0.053589321,-0.043156719,0.517868679,1.707745884,1.359711084,-0.306134454,-0.370164884,1477,-418,2026-05-03T23:57:23.217Z,2026-05-03 19:57:23.217,102632,6
11.680,1.223451433,-0.222349534,-0.230830478,0.081045786,-0.066002126,3.585738449,-1.193623079,-1.753844618,0.315164949,-0.521427566,-1766,-4,2026-05-03T23:57:23.257Z,2026-05-03 19:57:23.257,102632,7
11.720,1.112527080,-0.248023262,-0.035684948,0.309974006,0.009421468,1.928818216,-1.288618435,-0.720070010,1.371597919,-0.022037236,-784,210,2026-05-03T23:57:23.297Z,2026-05-03 19:57:23.297,102632,8
11.760,0.990409322,-0.254512752,-0.184740656,-0.105929549,-0.008145089,0.104697749,-1.312630197,-1.509685871,-0.547668424,-0.138347907,-1590,254,2026-05-03T23:57:23.337Z,2026-05-03 19:57:23.337,102632,9
11.800,1.020329666,-0.225744814,-0.078749718,-0.108864674,-0.027060544,0.551629575,-1.206185953,-0.948203675,-0.561213120,-0.263589823,-973,60,2026-05-03T23:57:23.377Z,2026-05-03 19:57:23.377,102632,10
11.840,1.075492506,-0.190137913,-0.148135943,0.214985866,-0.070460580,1.375618379,-1.074436867,-1.315774064,0.933257014,-0.550947629,-1299,-102,2026-05-03T23:57:23.417Z,2026-05-03 19:57:23.417,102632,11
11.880,1.003946018,-0.221177638,-0.152088842,-0.333190300,-0.162836139,0.306900651,-1.189286948,-1.336714365,-1.596406543,-1.162579327,-1192,-577,2026-05-03T23:57:23.457Z,2026-05-03 19:57:23.457,102632,12
11.920,0.992580721,-0.131532543,-0.117541081,-0.179260367,-0.143863812,0.137132789,-0.857591147,-1.153699167,-0.886067481,-1.036960854,-1026,-510,2026-05-03T23:57:23.497Z,2026-05-03 19:57:23.497,102632,13
11.960,1.069811187,-0.221409163,-0.144478790,-0.147810473,-0.178298408,1.290754303,-1.190143612,-1.296400461,-0.740935943,-1.264957203,-1128,-664,2026-05-03T23:57:23.537Z,2026-05-03 19:57:23.537,102632,14
12.000,0.955620527,-0.035814460,-0.099768629,-0.225248724,-0.183221039,-0.414956012,-0.503424689,-1.059550408,-1.098289536,-1.297550643,-872,-730,2026-05-03T23:57:23.577Z,2026-05-03 19:57:23.577,102632,15
12.040,1.037836826,-0.020661744,0.087279429,-0.165242863,-0.122917543,0.813140832,-0.447358125,-0.068671788,-0.821381036,-0.898272632,86,-587,2026-05-03T23:57:23.617Z,2026-05-03 19:57:23.617,102632,16
12.080,0.963792651,0.328575102,0.257833297,-0.094065413,-0.061830351,-0.292885825,0.844853062,0.834829603,-0.492919108,-0.493805653,951,-425,2026-05-03T23:57:23.657Z,2026-05-03 19:57:23.657,102632,17
12.120,0.919987574,0.383372420,0.330113657,-0.262562735,0.040367690,-0.947219307,1.047608608,1.217731534,-1.270482161,0.182862095,1211,39,2026-05-03T23:57:23.697Z,2026-05-03 19:57:23.697,102632,18
12.160,0.932567582,0.486727710,0.386516078,0.156860879,0.170865999,-0.759306824,1.430033496,1.516520806,0.665028167,1.046909939,1343,664,2026-05-03T23:57:23.737Z,2026-05-03 19:57:23.737,102632,19
12.200,0.937080467,0.447459257,0.369338230,0.304159725,0.177513790,-0.691896111,1.284736300,1.425521932,1.344766807,1.090925907,1238,714,2026-05-03T23:57:23.777Z,2026-05-03 19:57:23.777,102632,20
12.240,0.951612563,0.254155989,0.242990972,0.234780142,0.277027042,-0.474824532,0.569494915,0.756203057,1.024601478,1.749817283,395,1344,2026-05-03T23:57:23.817Z,2026-05-03 19:57:23.817,102632,21
12.280,0.986643167,0.126493160,0.147230600,0.352013621,0.260864300,0.048441222,0.097129706,0.248916822,1.565597747,1.642801470,-116,1347,2026-05-03T23:57:23.857Z,2026-05-03 19:57:23.857,102632,22
12.320,1.018402596,-0.060886085,0.033768029,0.337969667,0.238518360,0.522844171,-0.596192204,-0.352146010,1.500789238,1.494845828,-717,1334,2026-05-03T23:57:23.897Z,2026-05-03 19:57:23.897,102632,23
12.360,1.027498932,-0.098698979,0.018905558,0.338729264,0.179944168,0.658719687,-0.736103684,-0.430879277,1.504294542,1.107017783,-718,1044,2026-05-03T23:57:23.937Z,2026-05-03 19:57:23.937,102632,24
12.400,1.018436313,-0.012969313,0.073445355,0.229849714,0.108990054,0.523347817,-0.418895362,-0.141957172,1.001849078,0.637220513,-315,627,2026-05-03T23:57:23.977Z,2026-05-03 19:57:23.977,102632,25
12.440,0.977943616,0.127238631,0.110727075,-0.014329233,-0.058016905,-0.081507351,0.099888025,0.055541052,-0.124961282,-0.468556289,126,-272,2026-05-03T23:57:24.017Z,2026-05-03 19:57:24.017,102632,26
12.480,0.970913756,0.199041487,0.132341528,-0.273366486,-0.193019386,-0.186515105,0.365565758,0.170042636,-1.320338131,-1.362426891,435,-991,2026-05-03T23:57:24.057Z,2026-05-03 19:57:24.057,102632,27
12.520,0.958755555,0.258622589,0.119451800,-0.343377142,-0.265918198,-0.368126881,0.586021782,0.101759890,-1.643415668,-1.845100283,465,-1357,2026-05-03T23:57:24.097Z,2026-05-03 19:57:24.097,102632,28
12.560,0.978126061,0.141820923,0.032015329,-0.431534277,-0.279660572,-0.078782098,0.153843960,-0.361430855,-2.050233596,-1.936090490,-3,-1349,2026-05-03T23:57:24.137Z,2026-05-03 19:57:24.137,102632,29
12.600,0.985033488,0.063768780,-0.012883853,-0.273777986,-0.218216144,0.024396832,-0.134956759,-0.599282241,-1.322237075,-1.529258205,-339,-990,2026-05-03T23:57:24.177Z,2026-05-03 19:57:24.177,102632,30
12.640,1.017827668,-0.103264287,-0.082313554,-0.172432438,-0.101417228,0.514256258,-0.752995780,-0.967082936,-0.854558699,-0.755915993,-889,-322,2026-05-03T23:57:24.217Z,2026-05-03 19:57:24.217,102632,31
12.680,1.022876058,-0.133089906,-0.049074052,0.050199890,0.033331361,0.589666015,-0.863353548,-0.790998180,0.172820675,0.136273562,-892,346,2026-05-03T23:57:24.257Z,2026-05-03 19:57:24.257,102632,32
12.720,1.016134205,-0.056161880,0.030044408,0.182889526,0.121283313,0.488960337,-0.578712172,-0.371871725,0.785142329,0.718615929,-574,730,2026-05-03T23:57:24.297Z,2026-05-03 19:57:24.297,102632,33
12.760,1.006858001,0.033166649,0.102474293,0.235929710,0.157494675,0.350398067,-0.248187697,0.011822315,1.029906381,0.958376502,-221,852,2026-05-03T23:57:24.337Z,2026-05-03 19:57:24.337,102632,34
12.800,0.992969406,0.124179165,0.172072516,0.168160999,0.148044311,0.142938717,0.088567695,0.380515749,0.717174726,0.895804296,180,740,2026-05-03T23:57:24.377Z,2026-05-03 19:57:24.377,102632,35
12.840,0.963152175,0.290992491,0.280219242,0.135377005,0.121977974,-0.302452860,0.705793651,0.953418130,0.565886728,0.723215381,819,507,2026-05-03T23:57:24.417Z,2026-05-03 19:57:24.417,102632,36
12.880,0.947152846,0.362454584,0.302994903,0.115607949,0.104727653,-0.541441065,0.970210526,1.074071164,0.474658649,0.608998554,970,397,2026-05-03T23:57:24.457Z,2026-05-03 19:57:24.457,102632,37
12.920,0.961370044,0.280185360,0.206800561,0.071079763,0.046024653,-0.329073247,0.665806186,0.564485994,0.269174832,0.220317647,516,180,2026-05-03T23:57:24.497Z,2026-05-03 19:57:24.497,102632,38
12.960,0.987992263,0.112633381,0.088182973,-0.012260745,0.000966207,0.068593199,0.045847141,-0.063885308,-0.115415850,-0.078020724,-82,54,2026-05-03T23:57:24.537Z,2026-05-03 19:57:24.537,102632,39
13.000,1.001330256,0.032866850,0.041845266,-0.007220836,-0.003467643,0.267827999,-0.249296983,-0.309357210,-0.092158229,-0.107377876,-334,73,2026-05-03T23:57:24.577Z,2026-05-03 19:57:24.577,102632,40
13.040,1.009668036,-0.010232612,0.003195841,0.007182936,-0.026631424,0.392372649,-0.408769295,-0.514100789,-0.025689274,-0.260748558,-517,-12,2026-05-03T23:57:24.617Z,2026-05-03 19:57:24.617,102632,41
13.080,1.014569516,-0.038243911,-0.012423105,-0.048064123,-0.061017358,0.465587974,-0.512413900,-0.596841450,-0.280637374,-0.488422710,-556,-176,2026-05-03T23:57:24.657Z,2026-05-03 19:57:24.657,102632,42
13.120,1.008493257,0.015002880,0.027538664,-0.080079275,-0.082018727,0.374824519,-0.315395456,-0.385145786,-0.428377401,-0.627475756,-304,-321,2026-05-03T23:57:24.697Z,2026-05-03 19:57:24.697,102632,43
13.160,0.988859580,0.116451355,0.097089893,-0.105981213,-0.081633290,0.081548646,0.059974027,-0.016701303,-0.547906841,-0.624923726,83,-382,2026-05-03T23:57:24.737Z,2026-05-03 19:57:24.737,102632,44
13.200,0.972945249,0.176830700,0.131287043,-0.113185564,-0.054036363,-0.156169901,0.283383629,0.164456551,-0.581152690,-0.442200551,235,-270,2026-05-03T23:57:24.777Z,2026-05-03 19:57:24.777,102632,45
13.240,0.976010871,0.168642325,0.130238819,-0.051710276,-0.018124895,-0.110377515,0.253085823,0.158903634,-0.297463240,-0.204425618,179,-83,2026-05-03T23:57:24.817Z,2026-05-03 19:57:24.817,102632,46
13.280,0.990071223,0.104548663,0.092152957,0.028241794,0.020383214,0.099647432,0.015932876,-0.042854497,0.071490850,0.050542041,-87,151,2026-05-03T23:57:24.857Z,2026-05-03 19:57:24.857,102632,47
13.320,1.003970413,0.035744450,0.064236711,0.085807066,0.055071701,0.307265048,-0.238649577,-0.190739543,0.337136782,0.280219437,-291,356,2026-05-03T23:57:24.897Z,2026-05-03 19:57:24.897,102632,48
13.360,1.006343689,0.030459745,0.077103746,0.118494492,0.084923098,0.342715592,-0.258203514,-0.122577010,0.487979148,0.477869782,-261,499,2026-05-03T23:57:24.937Z,2026-05-03 19:57:24.937,102632,49
13.400,0.999236929,0.076462257,0.109602620,0.117352918,0.087130523,0.236559159,-0.087989628,0.049584304,0.482711138,0.492485454,-83,481,2026-05-03T23:57:24.977Z,2026-05-03 19:57:24.977,102632,50
13.440,0.987822917,0.133075156,0.141225773,0.083129041,0.062934133,0.066063606,0.121483750,0.217106522,0.324778525,0.332277718,127,327,2026-05-03T23:57:25.017Z,2026-05-03 19:57:25.017,102632,51
13.480,0.978202965,0.177033678,0.156422900,0.037216322,0.028338200,-0.077633349,0.284134667,0.297612618,0.112905519,0.103213134,260,134,2026-05-03T23:57:25.057Z,2026-05-03 19:57:25.057,102632,52
13.520,0.982142158,0.150911805,0.119852076,-0.018335818,-0.015887392,-0.018792101,0.187481131,0.103880333,-0.143450433,-0.189610795,118,-62,2026-05-03T23:57:25.097Z,2026-05-03 19:57:25.097,102632,53
13.560,0.992788200,0.089538707,0.070862903,-0.055057503,-0.046649471,0.140231984,-0.039605456,-0.155637595,-0.312909659,-0.393290890,-112,-177,2026-05-03T23:57:25.137Z,2026-05-03 19:57:25.137,102632,54
13.600,1.000096142,0.045575839,0.038613434,-0.071778868,-0.057885229,0.249393556,-0.202272459,-0.326477696,-0.390073590,-0.467684442,-276,-206,2026-05-03T23:57:25.177Z,2026-05-03 19:57:25.177,102632,55
13.640,1.002448196,0.036974692,0.036202829,-0.066915487,-0.056762516,0.284527103,-0.234097561,-0.339247765,-0.367630590,-0.460250799,-291,-198,2026-05-03T23:57:25.217Z,2026-05-03 19:57:25.217,102632,56
13.680,0.994075422,0.078216375,0.074050871,-0.054872976,-0.033931861,0.159459718,-0.081499216,-0.138749476,-0.312058125,-0.309085790,-112,-114,2026-05-03T23:57:25.257Z,2026-05-03 19:57:25.257,102632,57
13.720,0.985079710,0.131924363,0.116622525,-0.010818398,-0.003712699,0.025087271,0.117225699,0.086771934,-0.108759864,-0.109000421,83,4,2026-05-03T23:57:25.297Z,2026-05-03 19:57:25.297,102632,58
13.760,0.984620435,0.141500644,0.130088532,0.026343065,0.025664358,0.018226898,0.152658896,0.158107496,0.062728801,0.085509242,117,144,2026-05-03T23:57:25.337Z,2026-05-03 19:57:25.337,102632,59
13.800,0.988820195,0.117987607,0.119609604,0.066068152,0.052592296,0.080960346,0.065658313,0.102595849,0.246047795,0.263802950,21,293,2026-05-03T23:57:25.377Z,2026-05-03 19:57:25.377,102632,60
13.840,0.996389377,0.075859551,0.093344163,0.082291311,0.060932641,0.194024162,-0.090219700,-0.036544138,0.320912660,0.319025556,-137,360,2026-05-03T23:57:25.417Z,2026-05-03 19:57:25.417,102632,61
13.880,0.999232583,0.064647707,0.089453169,0.087080264,0.060445398,0.236494235,-0.131704641,-0.057156501,0.343012199,0.315799450,-158,361,2026-05-03T23:57:25.457Z,2026-05-03 19:57:25.457,102632,62
13.920,0.994281652,0.089543668,0.101466697,0.060109325,0.045366950,0.162540251,-0.039587100,0.006484619,0.218549653,0.215962905,-70,272,2026-05-03T23:57:25.497Z,2026-05-03 19:57:25.497,102632,63
13.960,0.987646101,0.123606251,0.117213998,0.021360976,0.015113643,0.063422437,0.086447855,0.089905235,0.039737998,0.015651463,60,101,2026-05-03T23:57:25.537Z,2026-05-03 19:57:25.537,102632,64
14.000,0.986489415,0.131171435,0.112207181,-0.017723205,-0.017030930,0.046144578,0.114439792,0.063381847,-0.140623412,-0.197182325,77,-61,2026-05-03T23:57:25.577Z,2026-05-03 19:57:25.577,102632,65
14.040,0.989506350,0.104715628,0.085757936,-0.054517466,-0.038061751,0.091209701,0.016550665,-0.076731833,-0.310417556,-0.336430380,-41,-146,2026-05-03T23:57:25.617Z,2026-05-03 19:57:25.617,102632,66
14.080,0.994190438,0.076806130,0.064595387,-0.063239198,-0.051605620,0.161177750,-0.086717263,-0.188839474,-0.350665654,-0.426106260,-140,-197,2026-05-03T23:57:25.657Z,2026-05-03 19:57:25.657,102632,67
14.120,0.996975491,0.061842109,0.053828602,-0.056023781,-0.042292823,0.202779174,-0.142085635,-0.245876029,-0.317368732,-0.364444903,-213,-139,2026-05-03T23:57:25.697Z,2026-05-03 19:57:25.697,102632,68
14.160,0.994334757,0.082587401,0.078301496,-0.027414905,-0.016975049,0.163333507,-0.065325984,-0.116231984,-0.185347614,-0.196812325,-112,-30,2026-05-03T23:57:25.737Z,2026-05-03 19:57:25.737,102632,69
14.200,0.991097879,0.110455315,0.106686555,0.008980177,0.007482530,0.114983002,0.037788079,0.034136579,-0.017395559,-0.034875221,12,71,2026-05-03T23:57:25.777Z,2026-05-03 19:57:25.777,102632,70
14.240,0.987866671,0.129802164,0.126627139,0.044120511,0.035482279,0.066717186,0.109373353,0.139770924,0.144766218,0.150515092,84,198,2026-05-03T23:57:25.817Z,2026-05-03 19:57:25.817,102632,71
14.280,0.989976852,0.118862180,0.121543613,0.067626743,0.051000220,0.098237778,0.068894318,0.112841175,0.253240211,0.253261587,34,283,2026-05-03T23:57:25.857Z,2026-05-03 19:57:25.857,102632,72
14.320,0.995653260,0.087207328,0.099483889,0.079660646,0.051775993,0.183028491,-0.048231791,-0.004019215,0.308772954,0.258398092,-90,307,2026-05-03T23:57:25.897Z,2026-05-03 19:57:25.897,102632,73
14.360,0.998613961,0.070684087,0.088905843,0.066952627,0.043943014,0.227253633,-0.109369433,-0.060055936,0.250129374,0.206534820,-138,276,2026-05-03T23:57:25.937Z,2026-05-03 19:57:25.937,102632,74
14.400,0.994619095,0.082619677,0.091686425,0.028782443,0.027829428,0.167580774,-0.065206558,-0.045325926,0.073985774,0.099844482,-100,190,2026-05-03T23:57:25.977Z,2026-05-03 19:57:25.977,102632,75
14.440,0.991954596,0.106828518,0.102728439,0.008699705,0.000999934,0.127780111,0.024368567,0.013168638,-0.018689854,-0.077797413,-1,41,2026-05-03T23:57:26.017Z,2026-05-03 19:57:26.017,102632,76
