relative_time_s,lord_x_g,lord_y_g,prototype_calibrated_to_lord_y_g,lord_z_g,prototype_calibrated_to_lord_z_g,lord_x_norm,lord_y_norm,prototype_y_norm,lord_z_norm,prototype_z_norm,our_y_raw,our_z_raw,sample_ts_utc,sample_ts_et,batch_id,sample_in_batch
4.440,1.011022124,0.030220775,0.424190292,0.168523273,0.312566549,0.412599200,-0.259087727,1.716098247,0.718846512,1.985129405,1355,1364,2026-05-03T23:57:16.017Z,2026-05-03 19:57:16.017,102630,26
4.480,0.943249221,0.494674623,0.381401122,0.422287523,0.078866338,-0.599751030,1.459437868,1.489424559,1.889890081,0.437767109,1443,192,2026-05-03T23:57:16.057Z,2026-05-03 19:57:16.057,102630,27
4.520,0.906677091,0.483692459,0.347235207,0.310530034,0.057837549,-1.146043163,1.418802765,1.308432172,1.374163816,0.298532515,1282,114,2026-05-03T23:57:16.097Z,2026-05-03 19:57:16.097,102630,28
4.560,0.903368990,0.452069875,0.427442712,0.158261403,0.062788304,-1.195457551,1.301796048,1.733327795,0.671491154,0.331312163,1722,67,2026-05-03T23:57:16.137Z,2026-05-03 19:57:16.137,102630,29
4.600,0.899812806,0.569117981,0.324714364,0.133981409,0.081116038,-1.248577666,1.734885724,1.189129023,0.559446484,0.452662698,1124,255,2026-05-03T23:57:16.177Z,2026-05-03 19:57:16.177,102630,30
4.640,0.925176570,0.367262568,0.397110821,0.017836610,-0.096158500,-0.869709242,0.988000549,1.572645976,0.023474138,-0.721097208,1775,-729,2026-05-03T23:57:16.217Z,2026-05-03 19:57:16.217,102630,31
4.680,0.905494204,0.604262447,0.296251358,-0.010013268,0.020550103,-1.163712415,1.864923756,1.038347540,-0.105044438,0.051647034,1050,-33,2026-05-03T23:57:16.257Z,2026-05-03 19:57:16.257,102630,32
4.720,0.934933989,0.332596045,0.313311764,-0.202793049,-0.031670927,-0.723958883,0.859730951,1.128724270,-0.994663534,-0.294115824,1218,-319,2026-05-03T23:57:16.297Z,2026-05-03 19:57:16.297,102630,33
4.760,0.819563687,0.523048438,-0.211601179,-0.099303990,-0.028668754,-2.447289981,1.564423815,-1.651978274,-0.517093519,-0.274238009,-1711,172,2026-05-03T23:57:16.337Z,2026-05-03 19:57:16.337,102630,34
4.800,1.047236872,-0.328428507,-0.034088921,-0.180772829,0.051585830,0.953552975,-1.586125867,-0.711615128,-0.893047028,0.257138990,-834,427,2026-05-03T23:57:16.377Z,2026-05-03 19:57:16.377,102630,35
4.840,1.050454373,-0.065833126,-0.192376248,0.661319523,-0.023570477,1.001614049,-0.614496748,-1.550135073,2.992948871,-0.240481590,-1611,181,2026-05-03T23:57:16.417Z,2026-05-03 19:57:16.417,102630,36
4.880,1.021289473,-0.315989513,-0.072625750,-0.193793297,-0.019813252,0.565966577,-1.540100349,-0.915762236,-0.953132464,-0.215604470,-949,92,2026-05-03T23:57:16.457Z,2026-05-03 19:57:16.457,102630,37
4.920,0.983751845,-0.111604110,-0.178276054,0.027749738,-0.157763457,0.005252433,-0.783853957,-1.475439933,0.069220159,-1.128992376,-1345,-527,2026-05-03T23:57:16.497Z,2026-05-03 19:57:16.497,102630,38
4.960,1.039133439,-0.231236208,-0.125319372,-0.191077140,-0.275126114,0.832508848,-1.226504660,-1.194904311,-0.940598238,-1.906067200,-886,-1183,2026-05-03T23:57:16.537Z,2026-05-03 19:57:16.537,102630,39
5.000,1.015249491,-0.073227622,-0.174308634,0.044691298,-0.165562710,0.475745018,-0.641857119,-1.454422708,0.147400224,-1.180632337,-1312,-571,2026-05-03T23:57:16.577Z,2026-05-03 19:57:16.577,102630,40
5.040,1.030971298,-0.254425251,-0.076357631,-0.415505494,-0.139945042,0.710587774,-1.312306435,-0.935531706,-1.976265716,-1.011014118,-802,-527,2026-05-03T23:57:16.617Z,2026-05-03 19:57:16.617,102630,41
5.080,0.978772862,-0.079938089,-0.126878363,-0.231145430,-0.093766906,-0.069120580,-0.666686517,-1.203162993,-1.125501008,-0.705262122,-1148,-242,2026-05-03T23:57:16.657Z,2026-05-03 19:57:16.657,102630,42
5.120,1.076146140,-0.217778023,0.131073047,-0.167322418,-0.107154260,1.385381966,-1.176708032,0.163322918,-0.830977539,-0.793901694,308,-545,2026-05-03T23:57:16.697Z,2026-05-03 19:57:16.697,102630,43
5.160,0.955973597,0.232183547,0.224691304,0.051447257,-0.065887392,-0.409682079,0.488194688,0.659261395,0.178576887,-0.520667896,772,-416,2026-05-03T23:57:16.737Z,2026-05-03 19:57:16.737,102630,44
5.200,0.969839609,0.326141930,0.333968763,-0.097064504,0.041427719,-0.202560060,0.835850081,1.238153787,-0.506758983,0.189880696,1231,41,2026-05-03T23:57:16.777Z,2026-05-03 19:57:16.777,102630,45
5.240,0.929015176,0.431983773,0.395093753,-0.026798600,0.196493129,-0.812370493,1.227475464,1.561960652,-0.182503556,1.216590802,1355,789,2026-05-03T23:57:16.817Z,2026-05-03 19:57:16.817,102630,46
5.280,0.908743525,0.439500537,0.354417657,0.026807446,0.138038415,-1.115176043,1.255288243,1.346480872,0.064871773,0.829553839,1210,523,2026-05-03T23:57:16.857Z,2026-05-03 19:57:16.857,102630,47
5.320,0.945441277,0.432662202,0.230345715,0.311844435,0.241616839,-0.567007434,1.229985722,0.689215383,1.380229368,1.515361301,374,1172,2026-05-03T23:57:16.897Z,2026-05-03 19:57:16.897,102630,48
5.360,0.980444987,0.175192656,0.154618873,0.295695721,0.250960836,-0.044143400,0.277322702,0.288055867,1.305708046,1.577229231,-61,1289,2026-05-03T23:57:16.937Z,2026-05-03 19:57:16.937,102630,49
5.400,0.993937969,0.089512637,0.043193321,0.362281030,0.232445388,0.157406528,-0.039701921,-0.302215952,1.612978666,1.454635816,-656,1294,2026-05-03T23:57:16.977Z,2026-05-03 19:57:16.977,102630,50
5.440,1.011784487,-0.071409566,0.027957264,0.240742653,0.178824400,0.423986906,-0.635130134,-0.382928274,1.052116624,1.099603641,-666,1030,2026-05-03T23:57:17.017Z,2026-05-03 19:57:17.017,102630,51
5.480,1.020939550,-0.068258853,0.086252006,0.244320521,0.091347989,0.560739653,-0.623472181,-0.074114518,1.068627378,0.520409894,-219,524,2026-05-03T23:57:17.057Z,2026-05-03 19:57:17.057,102630,52
5.520,1.010987148,0.061072429,0.091244479,0.221750439,-0.056983592,0.412076750,-0.144933527,-0.047667118,0.964473429,-0.461714576,16,-249,2026-05-03T23:57:17.097Z,2026-05-03 19:57:17.097,102630,53
5.560,0.985372150,0.117527034,0.117963346,-0.094500886,-0.169475434,0.029455553,0.063954146,0.093874870,-0.494928680,-1.206539038,322,-856,2026-05-03T23:57:17.137Z,2026-05-03 19:57:17.137,102630,54
5.600,0.966818333,0.204551506,0.105603665,-0.284181917,-0.253862774,-0.247690036,0.385953378,0.028400018,-1.370248002,-1.765279610,371,-1282,2026-05-03T23:57:17.177Z,2026-05-03 19:57:17.177,102630,55
5.640,0.962159843,0.209219850,0.022900109,-0.370109429,-0.274498489,-0.317275702,0.403226716,-0.409718322,-1.766776911,-1.901911609,-61,-1314,2026-05-03T23:57:17.217Z,2026-05-03 19:57:17.217,102630,56
5.680,0.987682326,0.102230940,-0.003569070,-0.384705709,-0.210411001,0.063963549,0.007357071,-0.549937598,-1.834134230,-1.477579242,-298,-958,2026-05-03T23:57:17.257Z,2026-05-03 19:57:17.257,102630,57
5.720,0.990399275,0.036598544,-0.070566994,-0.211600888,-0.096082236,0.104547673,-0.235489345,-0.904856069,-1.035308992,-0.720592253,-831,-305,2026-05-03T23:57:17.297Z,2026-05-03 19:57:17.297,102630,58
5.760,1.020049109,-0.108503681,-0.027973974,-0.130151114,0.033738952,0.547438791,-0.772382062,-0.679221474,-0.659443463,0.138972280,-775,329,2026-05-03T23:57:17.337Z,2026-05-03 19:57:17.337,102630,59
5.800,1.018048835,-0.090340531,0.038398784,0.083216383,0.108074394,0.517559910,-0.705176592,-0.327614795,0.325181580,0.631157802,-509,654,2026-05-03T23:57:17.377Z,2026-05-03 19:57:17.377,102630,60
5.840,1.015926795,-0.021169482,0.104050475,0.189329340,0.144451863,0.485862176,-0.449236806,0.020172069,0.814860079,0.872018192,-194,783,2026-05-03T23:57:17.417Z,2026-05-03 19:57:17.417,102630,61
5.880,1.004092917,0.062778754,0.168613971,0.219314744,0.145702473,0.309094941,-0.138619954,0.362194263,0.953233450,0.880298657,164,731,2026-05-03T23:57:17.457Z,2026-05-03 19:57:17.457,102630,62
5.920,0.985932035,0.154517505,0.254253808,0.143887770,0.121491852,0.037818780,0.200822581,0.815867421,0.605161277,0.719996695,675,528,2026-05-03T23:57:17.497Z,2026-05-03 19:57:17.497,102630,63
5.960,0.963964539,0.291101127,0.289025434,0.137700753,0.100548189,-0.290318269,0.706195613,1.000068534,0.576610106,0.581325729,898,388,2026-05-03T23:57:17.537Z,2026-05-03 19:57:17.537,102630,64
6.000,0.954370797,0.331194490,0.202945454,0.093435816,0.044964624,-0.433623724,0.854545060,0.544063741,0.372341109,0.213299046,496,178,2026-05-03T23:57:17.577Z,2026-05-03 19:57:17.577,102630,65
6.040,0.976358960,0.216043289,0.091050806,0.054085304,0.006679129,-0.105177978,0.428474123,-0.048693094,0.190750656,-0.040194655,-74,81,2026-05-03T23:57:17.617Z,2026-05-03 19:57:17.617,102630,66
6.080,0.998192146,0.083605983,0.044025833,0.013609215,-0.001928295,0.220952820,-0.061557129,-0.297805756,0.003966017,-0.097185630,-324,79,2026-05-03T23:57:17.657Z,2026-05-03 19:57:17.657,102630,67
6.120,1.003636088,0.023194360,0.010018182,0.006714865,-0.024473573,0.302271108,-0.285086162,-0.477959747,-0.027849277,-0.246461122,-482,-7,2026-05-03T23:57:17.697Z,2026-05-03 19:57:17.697,102630,68
6.160,1.006359334,-0.020198075,0.004028743,-0.042235083,-0.059106178,0.342949287,-0.445642503,-0.509688532,-0.253738155,-0.475768518,-467,-181,2026-05-03T23:57:17.737Z,2026-05-03 19:57:17.737,102630,69
6.200,1.005360723,-0.003211787,0.034215653,-0.056325167,-0.082588567,0.328032640,-0.382791542,-0.349774742,-0.318759538,-0.631248751,-266,-330,2026-05-03T23:57:17.777Z,2026-05-03 19:57:17.777,102630,70
6.240,0.994645319,0.056901274,0.096887482,-0.107341145,-0.082440757,0.167972487,-0.160367217,-0.017773565,-0.554182505,-0.630270082,83,-386,2026-05-03T23:57:17.817Z,2026-05-03 19:57:17.817,102630,71
6.280,0.985870821,0.146497339,0.128652856,-0.079338110,-0.052373679,0.036904403,0.171147166,0.150502066,-0.424957155,-0.431191684,218,-259,2026-05-03T23:57:17.857Z,2026-05-03 19:57:17.857,102630,72
6.320,0.981056130,0.164847937,0.125678883,-0.085869567,-0.011973391,-0.035014518,0.239046211,0.134747579,-0.455097811,-0.163695639,145,-47,2026-05-03T23:57:17.897Z,2026-05-03 19:57:17.897,102630,73
6.360,0.983554401,0.138101637,0.086479762,-0.025182192,0.022093648,0.002303135,0.140082232,-0.072907990,-0.175044333,0.061867065,-121,165,2026-05-03T23:57:17.937Z,2026-05-03 19:57:17.937,102630,74
6.400,0.996531200,0.067359575,0.062821641,0.037903972,0.054438264,0.196142632,-0.121670460,-0.198235817,0.116078812,0.276025361,-298,354,2026-05-03T23:57:17.977Z,2026-05-03 19:57:17.977,102630,75
6.440,1.002965655,0.035424786,0.083346482,0.105635167,0.081189018,0.292256589,-0.239832367,-0.089506399,0.428637341,0.453145908,-221,474,2026-05-03T23:57:18.017Z,2026-05-03 19:57:18.017,102630,76
6.480,0.999292505,0.058689530,0.115216952,0.125399296,0.082321479,0.237389310,-0.153750491,0.079325975,0.519842685,0.460644093,-45,451,2026-05-03T23:57:18.057Z,2026-05-03 19:57:18.057,102630,77
6.520,0.992753813,0.103612011,0.142510207,0.100301868,0.061614531,0.139718330,0.012467172,0.223910754,0.404025813,0.323540448,136,319,2026-05-03T23:57:18.097Z,2026-05-03 19:57:18.097,102630,78
6.560,0.985130963,0.150942844,0.155063084,0.059170113,0.020765706,0.025852854,0.187595978,0.290409052,0.214215479,0.053074570,263,96,2026-05-03T23:57:18.137Z,2026-05-03 19:57:18.137,102630,79
6.600,0.981046748,0.168984962,0.111002781,0.023480517,-0.013960157,-0.035154657,0.254353614,0.057001591,0.049519025,-0.176850297,66,-44,2026-05-03T23:57:18.177Z,2026-05-03 19:57:18.177,102630,80
6.640,0.988543401,0.114538955,0.064432472,-0.032409913,-0.042948206,0.076825760,0.052897955,-0.189702512,-0.208398031,-0.368784287,-153,-152,2026-05-03T23:57:18.217Z,2026-05-03 19:57:18.217,102630,81
6.680,0.995291457,0.066874186,0.040787545,-0.054801016,-0.054223790,0.177624105,-0.123466448,-0.314960442,-0.311726053,-0.443441533,-269,-189,2026-05-03T23:57:18.257Z,2026-05-03 19:57:18.257,102630,82
6.720,0.999195697,0.041886355,0.051739177,-0.074536853,-0.051344015,0.235943259,-0.215923918,-0.256944665,-0.402800838,-0.424374131,-212,-184,2026-05-03T23:57:18.297Z,2026-05-03 19:57:18.297,102630,83
6.760,0.996610570,0.059466659,0.091209352,-0.069645797,-0.034213380,0.197328205,-0.150875035,-0.047853199,-0.380230126,-0.310949767,-16,-131,2026-05-03T23:57:18.337Z,2026-05-03 19:57:18.337,102630,84
6.800,0.988704622,0.114086457,0.119575044,-0.032444971,-0.003389529,0.079233981,0.051223666,0.102412767,-0.208559814,-0.106860671,99,3,2026-05-03T23:57:18.377Z,2026-05-03 19:57:18.377,102630,85
6.840,0.985719569,0.136522568,0.127433174,-0.003940656,0.028674480,0.034645082,0.134239517,0.144040856,-0.077021210,0.105439689,98,162,2026-05-03T23:57:18.417Z,2026-05-03 19:57:18.417,102630,86
6.880,0.988615246,0.127548989,0.106774566,0.047016274,0.051506464,0.077898938,0.101036380,0.034602813,0.158129269,0.256613500,-49,299,2026-05-03T23:57:18.457Z,2026-05-03 19:57:18.457,102630,87
6.920,0.994477832,0.087762243,0.081892959,0.071234146,0.053912107,0.165470674,-0.046178552,-0.097206369,0.269887261,0.272541601,-191,334,2026-05-03T23:57:18.497Z,2026-05-03 19:57:18.497,102630,88
6.960,1.002509477,0.053167716,0.086151083,0.080383352,0.051568236,0.285442478,-0.174181754,-0.074649150,0.312108020,0.257022501,-164,318,2026-05-03T23:57:18.537Z,2026-05-03 19:57:18.537,102630,89
7.000,0.997627854,0.074345641,0.111881067,0.077167138,0.039659918,0.212523778,-0.095821319,0.061654273,0.297266189,0.178175838,-4,233,2026-05-03T23:57:18.577Z,2026-05-03 19:57:18.577,102630,90
7.040,0.988057897,0.116658665,0.116020706,0.045378949,0.008921401,0.069573603,0.060741092,0.083583820,0.150573520,-0.025348250,62,70,2026-05-03T23:57:18.617Z,2026-05-03 19:57:18.617,102630,91
7.080,0.987265527,0.126414952,0.055918028,0.016186983,-0.033241631,0.057737666,0.096840328,-0.234807393,0.015861623,-0.304515675,-214,-94,2026-05-03T23:57:18.657Z,2026-05-03 19:57:18.657,102630,92
7.120,1.004942751,0.032938850,0.044262610,-0.043331752,-0.046088466,0.321789235,-0.249030577,-0.296551443,-0.258798942,-0.389576398,-261,-150,2026-05-03T23:57:18.697Z,2026-05-03 19:57:18.697,102630,93
7.160,0.994514735,0.068633269,0.082393379,-0.088032778,-0.060075191,0.166021899,-0.116957664,-0.094555417,-0.465080361,-0.482184490,-29,-257,2026-05-03T23:57:18.737Z,2026-05-03 19:57:18.737,102630,94
7.200,0.991513443,0.089009862,0.036000418,-0.064757812,-0.057569983,0.121190437,-0.041562238,-0.340320026,-0.357673586,-0.465597155,-291,-202,2026-05-03T23:57:18.777Z,2026-05-03 19:57:18.777,102630,95
7.240,1.005133944,0.027708147,0.032620864,-0.064999534,-0.040982057,0.324645154,-0.268384702,-0.358223065,-0.358789059,-0.355766135,-333,-113,2026-05-03T23:57:18.817Z,2026-05-03 19:57:18.817,102630,96
7.280,1.001494074,0.030606232,0.050579684,-0.037559295,-0.023751857,0.270275004,-0.257661497,-0.263087026,-0.232160839,-0.241682537,-257,-40,2026-05-03T23:57:18.857Z,2026-05-03 19:57:18.857,102630,97
7.320,1.001406584,0.054116779,0.065861975,-0.008268308,-0.002164097,0.268968130,-0.170670128,-0.182129782,-0.096991988,-0.098746911,-202,58,2026-05-03T23:57:18.897Z,2026-05-03 19:57:18.897,102630,98
7.360,1.000274258,0.062198391,0.092870698,0.000345787,0.008927500,0.252054134,-0.140767355,-0.039052297,-0.057240601,-0.025307868,-67,91,2026-05-03T23:57:18.937Z,2026-05-03 19:57:18.937,102630,99
7.400,0.991854012,0.099043602,0.095712707,0.021373893,0.023128785,0.126277649,-0.004436398,-0.023996879,0.039797609,0.068720858,-71,162,2026-05-03T23:57:18.977Z,2026-05-03 19:57:18.977,102630,100
7.440,0.997103581,0.083827575,0.084540058,0.051810152,0.048005241,0.204692510,-0.060737217,-0.083183486,0.180251535,0.233431406,-168,301,2026-05-03T23:57:19.017Z,2026-05-03 19:57:19.017,102631,1
7.480,0.999171894,0.070527048,0.084739621,0.073201149,0.060972467,0.235587693,-0.109950493,-0.082126309,0.278964375,0.319289250,-185,368,2026-05-03T23:57:19.057Z,2026-05-03 19:57:19.057,102631,2
7.520,0.999259419,0.063388288,0.098780864,0.085015468,0.064006360,0.236895101,-0.136364619,-0.007743460,0.333483805,0.339377085,-111,371,2026-05-03T23:57:19.097Z,2026-05-03 19:57:19.097,102631,3
7.560,0.995300820,0.090655978,0.106280407,0.093775335,0.062422207,0.177763959,-0.035471442,0.031985029,0.373907882,0.328888184,-67,356,2026-05-03T23:57:19.137Z,2026-05-03 19:57:19.137,102631,4
7.600,0.995118976,0.088535021,0.104020850,0.076865751,0.041953094,0.175047681,-0.043319195,0.020015128,0.295875377,0.193359280,-51,252,2026-05-03T23:57:19.177Z,2026-05-03 19:57:19.177,102631,5
7.640,0.986876223,0.109721017,0.118973224,0.037181260,0.009244571,0.051922478,0.035071102,0.099224653,0.112743722,-0.023208500,78,69,2026-05-03T23:57:19.217Z,2026-05-03 19:57:19.217,102631,6
7.680,0.982150910,0.113845001,0.099725317,0.029911102,0.000474898,-0.018661363,0.050330258,-0.002740260,0.079194187,-0.081273752,-17,41,2026-05-03T23:57:19.257Z,2026-05-03 19:57:19.257,102631,7
7.720,0.984521072,0.126907177,0.108307927,-0.000343094,-0.020414917,0.016742669,0.098661611,0.042725728,-0.060419576,-0.219588179,60,-75,2026-05-03T23:57:19.297Z,2026-05-03 19:57:19.297,102631,8
7.760,0.983931830,0.121944001,0.115511354,-0.058351828,-0.042510953,0.007940932,0.080297363,0.080885552,-0.328111950,-0.365889178,131,-196,2026-05-03T23:57:19.337Z,2026-05-03 19:57:19.337,102631,9
7.800,0.980250025,0.153274849,0.129990458,-0.051407661,-0.026275153,-0.047055624,0.196224629,0.157587949,-0.296066764,-0.258389639,189,-125,2026-05-03T23:57:19.377Z,2026-05-03 19:57:19.377,102631,10
7.840,0.979383335,0.166431371,0.147712784,-0.031526052,-0.004260802,-0.060001705,0.244905074,0.251471173,-0.204319286,-0.112629488,257,-27,2026-05-03T23:57:19.417Z,2026-05-03 19:57:19.417,102631,11
7.880,0.975116670,0.186109660,0.171456069,-0.021574789,0.019578275,-0.123734540,0.317716708,0.377250149,-0.158397283,0.045212425,356,75,2026-05-03T23:57:19.457Z,2026-05-03 19:57:19.457,102631,12
7.920,0.971613011,0.207715876,0.186312367,0.016044287,0.040898539,-0.176070054,0.397661861,0.455950715,0.015203123,0.186376919,409,172,2026-05-03T23:57:19.497Z,2026-05-03 19:57:19.497,102631,13
7.960,0.973435159,0.210137883,0.189172701,0.053318307,0.065912144,-0.148851930,0.406623530,0.471103203,0.187211201,0.351995553,390,299,2026-05-03T23:57:19.537Z,2026-05-03 19:57:19.537,102631,14
8.000,0.971117496,0.221561998,0.207220859,0.065250106,0.070611666,-0.183471753,0.448893897,0.566712502,0.242272768,0.383111756,484,307,2026-05-03T23:57:19.577Z,2026-05-03 19:57:19.577,102631,15
8.040,0.971339331,0.225242178,0.194769470,0.077596457,0.072488207,-0.180158129,0.462510929,0.500751833,0.299247362,0.395536597,412,328,2026-05-03T23:57:19.617Z,2026-05-03 19:57:19.617,102631,16
8.080,0.975061071,0.206601709,0.173602270,0.082901462,0.066085262,-0.124565047,0.393539334,0.388619550,0.323728318,0.353141793,303,314,2026-05-03T23:57:19.657Z,2026-05-03 19:57:19.657,102631,17
8.120,0.980497513,0.180027970,0.157058520,0.070374890,0.049488500,-0.043358799,0.295213847,0.300979785,0.265922060,0.243252270,234,243,2026-05-03T23:57:19.697Z,2026-05-03 19:57:19.697,102631,18
8.160,0.982626443,0.164021781,0.142845341,0.045647737,0.030017852,-0.011558142,0.235989351,0.225686113,0.151813895,0.114334347,182,155,2026-05-03T23:57:19.737Z,2026-05-03 19:57:19.737,102631,19
8.200,0.983290040,0.159382609,0.156179190,0.022899273,0.013047017,-0.001645726,0.218823949,0.296321575,0.046836765,0.001968037,280,55,2026-05-03T23:57:19.777Z,2026-05-03 19:57:19.777,102631,20
8.240,0.976843216,0.193347733,0.152970050,0.005993384,0.001676846,-0.097944446,0.344498300,0.279321302,-0.031178687,-0.073315483,278,-1,2026-05-03T23:57:19.817Z,2026-05-03 19:57:19.817,102631,21
8.280,0.980076313,0.174926996,0.141655940,-0.010664013,-0.005512741,-0.049650424,0.276339733,0.219385312,-0.108047427,-0.120918755,225,-28,2026-05-03T23:57:19.857Z,2026-05-03 19:57:19.857,102631,22
8.320,0.981189864,0.168489637,0.135295479,-0.018736846,-0.007975881,-0.033016885,0.252520865,0.185691058,-0.145301054,-0.137227556,193,-35,2026-05-03T23:57:19.897Z,2026-05-03 19:57:19.897,102631,23
8.360,0.983338203,0.157830213,0.130822032,-0.020646645,-0.002195296,-0.000926298,0.213079930,0.161993179,-0.154114186,-0.098953483,160,-1,2026-05-03T23:57:19.937Z,2026-05-03 19:57:19.937,102631,24
8.400,0.984299242,0.156248030,0.134969648,-0.006645745,0.009338949,0.013429117,0.207225696,0.183964983,-0.089504362,-0.022583608,167,55,2026-05-03T23:57:19.977Z,2026-05-03 19:57:19.977,102631,25
8.440,0.983629360,0.157616695,0.140489991,0.010268755,0.024201507,0.003422824,0.212289893,0.213208752,-0.011449173,0.075823503,177,127,2026-05-03T23:57:20.017Z,2026-05-03 19:57:20.017,102631,26
8.480,0.985322156,0.152029080,0.138778520,0.036210061,0.042432205,0.028708773,0.191615159,0.204142314,0.108261937,0.196531543,142,223,2026-05-03T23:57:20.057Z,2026-05-03 19:57:20.057,102631,27
8.520,0.986975577,0.144776115,0.142346531,0.052439371,0.048074520,0.053406565,0.164778467,0.223043687,0.183155184,0.233890108,154,249,2026-05-03T23:57:20.097Z,2026-05-03 19:57:20.097,102631,28
8.560,0.986000168,0.149239007,0.135914296,0.062728920,0.046756951,0.038836508,0.181291610,0.188969214,0.230638275,0.225166299,120,248,2026-05-03T23:57:20.137Z,2026-05-03 19:57:20.137,102631,29
8.600,0.987845421,0.137794393,0.142041111,0.050082411,0.041844485,0.066399762,0.138945398,0.221425738,0.172278543,0.192640162,161,217,2026-05-03T23:57:20.177Z,2026-05-03 19:57:20.177,102631,30
8.640,0.985052822,0.160164080,0.147284705,0.050652587,0.029828887,0.024685621,0.221715472,0.249203439,0.174909727,0.113083183,207,150,2026-05-03T23:57:20.217Z,2026-05-03 19:57:20.217,102631,31
8.680,0.984444211,0.155197797,0.134488400,0.023636745,0.016010511,0.015594561,0.203339730,0.181415598,0.050239970,0.021589748,155,90,2026-05-03T23:57:20.257Z,2026-05-03 19:57:20.257,102631,32
8.720,0.984034274,0.157323106,0.137551428,0.004467389,0.002455564,0.009471173,0.211203584,0.197641846,-0.038220682,-0.068159477,191,17,2026-05-03T23:57:20.297Z,2026-05-03 19:57:20.297,102631,33
8.760,0.984303606,0.153863270,0.126085509,-0.009572261,-0.005339623,0.013494289,0.198401844,0.136901659,-0.103009327,-0.119772516,138,-13,2026-05-03T23:57:20.337Z,2026-05-03 19:57:20.337,102631,34
8.800,0.985586488,0.148014343,0.136545830,-0.015069165,-0.003703863,0.032657207,0.176760231,0.192314737,-0.128375839,-0.108941918,194,-14,2026-05-03T23:57:20.377Z,2026-05-03 19:57:20.377,102631,35
8.840,0.982905757,0.162567453,0.141343020,-0.008717926,0.007557908,-0.007385912,0.230608193,0.217727635,-0.099066835,-0.034376136,205,40,2026-05-03T23:57:20.417Z,2026-05-03 19:57:20.417,102631,36
8.880,0.982293365,0.163424030,0.148976808,0.003128376,0.017964461,-0.016533456,0.233777612,0.258167280,-0.044399815,0.034527135,233,87,2026-05-03T23:57:20.457Z,2026-05-03 19:57:20.457,102631,37
8.920,0.982653961,0.168124658,0.143176584,0.023810196,0.027759524,-0.011147091,0.251170406,0.227440859,0.051040392,0.099381637,187,143,2026-05-03T23:57:20.497Z,2026-05-03 19:57:20.497,102631,38
8.960,0.984166760,0.155265452,0.150998067,0.031028689,0.038198893,0.011450181,0.203590060,0.268874810,0.084351505,0.168502178,216,190,2026-05-03T23:57:20.537Z,2026-05-03 19:57:20.537,102631,39
9.000,0.982443333,0.171967462,0.156075898,0.050503738,0.047000468,-0.014293331,0.265389162,0.295774388,0.174222839,0.226778661,232,231,2026-05-03T23:57:20.577Z,2026-05-03 19:57:20.577,102631,40
9.040,0.984171767,0.161821366,0.152834479,0.052946807,0.046240751,0.011524969,0.227847595,0.278603119,0.185496844,0.221748462,215,230,2026-05-03T23:57:20.617Z,2026-05-03 19:57:20.617,102631,41
9.080,0.979786389,0.181685253,0.170756652,0.045157524,0.041846309,-0.053981134,0.301345961,0.373545019,0.149551715,0.192652243,321,191,2026-05-03T23:57:20.657Z,2026-05-03 19:57:20.657,102631,42
9.120,0.979317715,0.188372136,0.164668572,0.045279922,0.034026231,-0.060981896,0.326088093,0.341293689,0.150116544,0.140874395,298,156,2026-05-03T23:57:20.697Z,2026-05-03 19:57:20.697,102631,43
9.160,0.972915227,0.208306172,0.223369373,0.013972723,0.031935626,-0.156618346,0.399846017,0.652258527,0.005643495,0.127032200,628,92,2026-05-03T23:57:20.737Z,2026-05-03 19:57:20.737,102631,44
9.200,0.953249133,0.320527631,0.308063996,0.022653244,0.049059041,-0.450378457,0.815076616,1.100924456,0.045701417,0.240408761,1076,104,2026-05-03T23:57:20.777Z,2026-05-03 19:57:20.777,102631,45
9.240,0.926515679,0.442761735,0.388328559,0.004533818,0.052089571,-0.849706451,1.267355000,1.526122344,-0.037914135,0.260474333,1519,47,2026-05-03T23:57:20.817Z,2026-05-03 19:57:20.817,102631,46
9.280,0.930294919,0.476090654,0.336680897,0.052189651,0.075873392,-0.793254478,1.390675329,1.252521192,0.182002805,0.417950389,1198,217,2026-05-03T23:57:20.857Z,2026-05-03 19:57:20.857,102631,47
9.320,0.924042408,0.436745217,0.379285113,-0.001426852,0.056106082,-0.886650661,1.245093284,1.478215097,-0.065420783,0.287068224,1463,76,2026-05-03T23:57:20.897Z,2026-05-03 19:57:20.897,102631,48
9.360,0.919958837,0.444553727,0.352363358,0.060531883,0.106217011,-0.947648556,1.273985550,1.335598317,0.220499625,0.618859802,1243,360,2026-05-03T23:57:20.937Z,2026-05-03 19:57:20.937,102631,49
9.400,0.911241806,0.470689237,0.379007037,0.079489037,0.085782537,-1.077858247,1.370689547,1.476742002,0.307981034,0.483560249,1420,230,2026-05-03T23:57:20.977Z,2026-05-03 19:57:20.977,102631,50
9.440,0.910933728,0.421490085,0.369660735,0.065814126,0.110785274,-1.082460118,1.188647774,1.427230392,0.244875543,0.649106920,1333,368,2026-05-03T23:57:21.017Z,2026-05-03 19:57:21.017,102631,51
9.480,0.894555736,0.485983491,0.381632681,0.107927540,0.120599129,-1.327104567,1.427279812,1.490651232,0.439215933,0.714085848,1386,408,2026-05-03T23:57:21.057Z,2026-05-03 19:57:21.057,102631,52
