relative_time_s,lord_ch1_x_g,our_calibrated_to_lord_ch1_x_g,lord_ch3_z_g,our_calibrated_to_lord_ch3_z_g,lord_ch1_x_norm,our_calibrated_ch1_x_norm,lord_ch3_z_norm,our_calibrated_ch3_z_norm,our_x_raw,our_z_raw,sample_ts_utc,sample_ts_et,batch_id,sample_in_batch
11.000,1.027340770,0.993635912,-0.429791152,-0.461498649,0.656357158,2.204760822,-2.042189614,-3.205151868,3565,-2172,2026-05-03T23:57:22.577Z,2026-05-03 19:57:22.577,102631,90
11.040,0.945904346,0.992099464,-0.773039274,-0.475644953,-0.560090400,1.873811207,-3.626173592,-3.300757987,3606,-2264,2026-05-03T23:57:22.617Z,2026-05-03 19:57:22.617,102631,91
11.080,1.006007543,0.993468602,-0.693631532,-0.468742009,0.337694443,2.168722505,-3.259731409,-3.254105258,3570,-2211,2026-05-03T23:57:22.657Z,2026-05-03 19:57:22.657,102631,92
11.120,1.000755363,0.990419656,-0.402728590,-0.333181953,0.259240585,1.511981869,-1.917304253,-2.337938672,3636,-1562,2026-05-03T23:57:22.697Z,2026-05-03 19:57:22.697,102631,93
11.160,0.992059591,0.988292531,-0.329877534,-0.099640305,0.129348459,1.053800940,-1.581119150,-0.759575097,3669,-403,2026-05-03T23:57:22.737Z,2026-05-03 19:57:22.737,102631,94
11.200,1.016980362,0.983318961,0.154420272,0.245720304,0.501599715,-0.017502164,0.653765517,1.574503692,3765,1287,2026-05-03T23:57:22.777Z,2026-05-03 19:57:22.777,102631,95
11.240,1.065887599,0.981838277,0.473742028,0.312108512,1.232146146,-0.336440383,2.127336718,2.023180530,3797,1605,2026-05-03T23:57:22.817Z,2026-05-03 19:57:22.817,102631,96
11.280,1.003192453,0.983569222,0.388416687,0.219494893,0.295644359,0.036403948,1.733586644,1.397262353,3761,1157,2026-05-03T23:57:22.857Z,2026-05-03 19:57:22.857,102631,97
11.320,1.107432442,0.973096887,0.234574702,0.404870737,1.852717627,-2.219328758,1.023653436,2.650103048,4014,1962,2026-05-03T23:57:22.897Z,2026-05-03 19:57:22.897,102631,98
11.360,0.885730615,0.971665388,0.820886631,0.308595357,-1.458928833,-2.527672470,3.729301750,1.999437288,4060,1454,2026-05-03T23:57:22.937Z,2026-05-03 19:57:22.937,102631,99
11.400,0.940117347,0.984267366,0.199526632,0.006162725,-0.646533045,0.186783542,0.861917427,-0.044517842,3763,82,2026-05-03T23:57:22.977Z,2026-05-03 19:57:22.977,102631,100
11.440,0.897906311,0.984345692,0.055884393,-0.057991177,-1.277055725,0.203654935,0.199052896,-0.478094391,3767,-243,2026-05-03T23:57:23.017Z,2026-05-03 19:57:23.017,102632,1
11.480,0.955072489,0.979834389,-0.067697862,0.011086137,-0.423142276,-0.768076228,-0.371241009,-0.011243545,3877,49,2026-05-03T23:57:23.057Z,2026-05-03 19:57:23.057,102632,2
11.520,0.931649032,0.986618735,0.135810629,-0.012093271,-0.773027570,0.693266475,0.567887770,-0.167898828,3704,20,2026-05-03T23:57:23.097Z,2026-05-03 19:57:23.097,102632,3
11.560,0.935185196,0.980947605,-0.189704916,-0.177930945,-0.720206501,-0.528290327,-0.934265850,-1.288693114,3866,-897,2026-05-03T23:57:23.137Z,2026-05-03 19:57:23.137,102632,4
11.600,0.927104270,0.987109440,-0.208774006,-0.029886247,-0.840914437,0.798964003,-1.022263805,-0.288150551,3693,-64,2026-05-03T23:57:23.177Z,2026-05-03 19:57:23.177,102632,5
11.640,1.018069506,0.977513195,-0.053589321,-0.074830045,0.517868679,-1.268059516,-0.306134454,-0.591897887,3945,-418,2026-05-03T23:57:23.217Z,2026-05-03 19:57:23.217,102632,6
11.680,1.223451433,0.985463222,0.081045786,-0.013839901,3.585738449,0.444370035,0.315164949,-0.179703222,3734,-4,2026-05-03T23:57:23.257Z,2026-05-03 19:57:23.257,102632,7
11.720,1.112527080,0.978662559,0.309974006,0.045785077,1.928818216,-1.020487359,1.371597919,0.223265130,3904,210,2026-05-03T23:57:23.297Z,2026-05-03 19:57:23.297,102632,8
11.760,0.990409322,0.989186384,-0.105929549,0.027339382,0.104697749,1.246336053,-0.547668424,0.098602084,3634,254,2026-05-03T23:57:23.337Z,2026-05-03 19:57:23.337,102632,9
11.800,1.020329666,0.987645408,-0.108864674,-0.006866404,0.551629575,0.914411060,-0.561213120,-0.132573667,3677,60,2026-05-03T23:57:23.377Z,2026-05-03 19:57:23.377,102632,10
11.840,1.075492506,0.986628650,0.214985866,-0.036125469,1.375618379,0.695402196,0.933257014,-0.330317598,3706,-102,2026-05-03T23:57:23.417Z,2026-05-03 19:57:23.417,102632,11
11.880,1.003946018,0.986385259,-0.333190300,-0.128967185,0.306900651,0.642975921,-1.596406543,-0.957777339,3721,-577,2026-05-03T23:57:23.457Z,2026-05-03 19:57:23.457,102632,12
11.920,0.992580721,0.989151700,-0.179260367,-0.122908095,0.137132789,1.238865160,-0.886067481,-0.916827700,3649,-510,2026-05-03T23:57:23.497Z,2026-05-03 19:57:23.497,102632,13
11.960,1.069811187,0.986487182,-0.147810473,-0.146349192,1.290754303,0.664930194,-0.740935943,-1.075251575,3720,-664,2026-05-03T23:57:23.537Z,2026-05-03 19:57:23.537,102632,14
12.000,0.955620527,0.986886699,-0.225248724,-0.160365347,-0.414956012,0.750985749,-1.098289536,-1.169978102,3711,-730,2026-05-03T23:57:23.577Z,2026-05-03 19:57:23.577,102632,15
12.040,1.037836826,0.982287525,-0.165242863,-0.120381337,0.813140832,-0.239672686,-0.821381036,-0.899750905,3826,-587,2026-05-03T23:57:23.617Z,2026-05-03 19:57:23.617,102632,16
12.080,0.963792651,0.978808379,-0.094065413,-0.079543189,-0.292885825,-0.989077897,-0.492919108,-0.623751114,3912,-425,2026-05-03T23:57:23.657Z,2026-05-03 19:57:23.657,102632,17
12.120,0.919987574,0.981327213,-0.262562735,0.005273647,-0.947219307,-0.446522984,-1.270482161,-0.050526572,3839,39,2026-05-03T23:57:23.697Z,2026-05-03 19:57:23.697,102632,18
12.160,0.932567582,0.980289435,0.156860879,0.130931371,-0.759306824,-0.670059711,0.665028167,0.798716275,3854,664,2026-05-03T23:57:23.737Z,2026-05-03 19:57:23.737,102632,19
12.200,0.937080467,0.977829448,0.304159725,0.147105799,-0.691896111,-1.199938960,1.344766807,0.908029236,3916,714,2026-05-03T23:57:23.777Z,2026-05-03 19:57:23.777,102632,20
12.240,0.951612563,0.980189307,0.234780142,0.264996875,-0.474824532,-0.691627161,1.024601478,1.704782109,3844,1344,2026-05-03T23:57:23.817Z,2026-05-03 19:57:23.817,102632,21
12.280,0.986643167,0.978584253,0.352013621,0.269720977,0.048441222,-1.037354497,1.565597747,1.736709395,3885,1347,2026-05-03T23:57:23.857Z,2026-05-03 19:57:23.857,102632,22
12.320,1.018402596,0.981056614,0.337969667,0.260795387,0.522844171,-0.504809789,1.500789238,1.676386854,3822,1334,2026-05-03T23:57:23.897Z,2026-05-03 19:57:23.897,102632,23
12.360,1.027498932,0.981696087,0.338729264,0.202083425,0.658719687,-0.367067940,1.504294542,1.279589010,3811,1044,2026-05-03T23:57:23.937Z,2026-05-03 19:57:23.937,102632,24
12.400,1.018436313,0.979847017,0.229849714,0.124790096,0.523347817,-0.765356081,1.001849078,0.757211199,3866,627,2026-05-03T23:57:23.977Z,2026-05-03 19:57:23.977,102632,25
12.440,0.977943616,0.983623834,-0.014329233,-0.061838550,-0.081507351,0.048167182,-0.124961282,-0.504096412,3786,-272,2026-05-03T23:57:24.017Z,2026-05-03 19:57:24.017,102632,26
12.480,0.970913756,0.984807686,-0.273366486,-0.206369420,-0.186515105,0.303168059,-1.320338131,-1.480891180,3769,-991,2026-05-03T23:57:24.057Z,2026-05-03 19:57:24.057,102632,27
12.520,0.958755555,0.985892992,-0.343377142,-0.281184584,-0.368126881,0.536942004,-1.643415668,-1.986520605,3748,-1357,2026-05-03T23:57:24.097Z,2026-05-03 19:57:24.097,102632,28
12.560,0.978126061,0.985769930,-0.431534277,-0.279293434,-0.078782098,0.510434588,-2.050233596,-1.973739493,3751,-1349,2026-05-03T23:57:24.137Z,2026-05-03 19:57:24.137,102632,29
12.600,0.985033488,0.986331662,-0.273777986,-0.210097603,0.024396832,0.631431190,-1.322237075,-1.506087667,3730,-990,2026-05-03T23:57:24.177Z,2026-05-03 19:57:24.177,102632,30
12.640,1.017827668,0.985888347,-0.172432438,-0.077509541,0.514256258,0.535941471,-0.854558699,-0.610006944,3729,-322,2026-05-03T23:57:24.217Z,2026-05-03 19:57:24.217,102632,31
12.680,1.022876058,0.983333912,0.050199890,0.060515656,0.589666015,-0.014281813,0.172820675,0.322820008,3782,346,2026-05-03T23:57:24.257Z,2026-05-03 19:57:24.257,102632,32
12.720,1.016134205,0.981570995,0.182889526,0.140617956,0.488960337,-0.394012611,0.785142329,0.864181916,3820,730,2026-05-03T23:57:24.297Z,2026-05-03 19:57:24.297,102632,33
12.760,1.006858001,0.980036382,0.235929710,0.168576974,0.350398067,-0.724567018,1.029906381,1.053139630,3857,852,2026-05-03T23:57:24.337Z,2026-05-03 19:57:24.337,102632,34
12.800,0.992969406,0.980820972,0.168160999,0.144517380,0.142938717,-0.555567008,0.717174726,0.890535714,3839,740,2026-05-03T23:57:24.377Z,2026-05-03 19:57:24.377,102632,35
12.840,0.963152175,0.979112687,0.135377005,0.103068235,-0.302452860,-0.923530317,0.565886728,0.610406572,3887,507,2026-05-03T23:57:24.417Z,2026-05-03 19:57:24.417,102632,36
12.880,0.947152846,0.979778548,0.115607949,0.079707976,-0.541441065,-0.780104393,0.474658649,0.452529027,3872,397,2026-05-03T23:57:24.457Z,2026-05-03 19:57:24.457,102632,37
12.920,0.961370044,0.980990819,0.071079763,0.033885428,-0.329073247,-0.518982184,0.269174832,0.142842765,3845,180,2026-05-03T23:57:24.497Z,2026-05-03 19:57:24.497,102632,38
12.960,0.987992263,0.982254656,-0.012260745,0.005836680,0.068593199,-0.246752501,-0.115415850,-0.046721377,3815,54,2026-05-03T23:57:24.537Z,2026-05-03 19:57:24.537,102632,39
13.000,1.001330256,0.982631883,-0.007220836,0.008603885,0.267827999,-0.165498126,-0.092158229,-0.028019553,3805,73,2026-05-03T23:57:24.577Z,2026-05-03 19:57:24.577,102632,40
13.040,1.009668036,0.983748828,0.007182936,-0.010998730,0.392372649,0.075090829,-0.025689274,-0.160501504,3778,-12,2026-05-03T23:57:24.617Z,2026-05-03 19:57:24.617,102632,41
13.080,1.014569516,0.983828169,-0.048064123,-0.043474322,0.465587974,0.092180850,-0.280637374,-0.379983950,3779,-176,2026-05-03T23:57:24.657Z,2026-05-03 19:57:24.657,102632,42
13.120,1.008493257,0.983541936,-0.080079275,-0.071269644,0.374824519,0.030526399,-0.428377401,-0.567835343,3789,-321,2026-05-03T23:57:24.697Z,2026-05-03 19:57:24.697,102632,43
13.160,0.988859580,0.982921376,-0.105981213,-0.081674741,0.081548646,-0.103141612,-0.547906841,-0.638156956,3806,-382,2026-05-03T23:57:24.737Z,2026-05-03 19:57:24.737,102632,44
13.200,0.972945249,0.982371355,-0.113185564,-0.058219273,-0.156169901,-0.221615671,-0.581152690,-0.479635955,3818,-270,2026-05-03T23:57:24.777Z,2026-05-03 19:57:24.777,102632,45
13.240,0.976010871,0.982040835,-0.051710276,-0.020570930,-0.110377515,-0.292809408,-0.297463240,-0.225194086,3823,-83,2026-05-03T23:57:24.817Z,2026-05-03 19:57:24.817,102632,46
13.280,0.990071223,0.982653744,0.028241794,0.023896106,0.099647432,-0.160789428,0.071490850,0.075331114,3803,151,2026-05-03T23:57:24.857Z,2026-05-03 19:57:24.857,102632,47
13.320,1.003970413,0.982114751,0.085807066,0.065623333,0.307265048,-0.276888114,0.337136782,0.357339635,3813,356,2026-05-03T23:57:24.897Z,2026-05-03 19:57:24.897,102632,48
13.360,1.006343689,0.981855101,0.118494492,0.094431011,0.342715592,-0.332816440,0.487979148,0.552032915,3817,499,2026-05-03T23:57:24.937Z,2026-05-03 19:57:24.937,102632,49
13.400,0.999236929,0.981281678,0.117352918,0.092365881,0.236559159,-0.456331331,0.482711138,0.538075977,3832,481,2026-05-03T23:57:24.977Z,2026-05-03 19:57:24.977,102632,50
13.440,0.987822917,0.980884659,0.083129041,0.063084899,0.066063606,-0.541848763,0.324778525,0.340183929,3845,327,2026-05-03T23:57:25.017Z,2026-05-03 19:57:25.017,102632,51
13.480,0.978202965,0.981414987,0.037216322,0.023741302,-0.077633349,-0.427616737,0.112905519,0.074284890,3835,134,2026-05-03T23:57:25.057Z,2026-05-03 19:57:25.057,102632,52
13.520,0.982142158,0.982338428,-0.018335818,-0.017205079,-0.018792101,-0.228708126,-0.143450433,-0.202446377,3815,-62,2026-05-03T23:57:25.097Z,2026-05-03 19:57:25.097,102632,53
13.560,0.992788200,0.982656047,-0.055057503,-0.040652328,0.140231984,-0.160293354,-0.312909659,-0.360911835,3809,-177,2026-05-03T23:57:25.137Z,2026-05-03 19:57:25.137,102632,54
13.600,1.000096142,0.983224317,-0.071778868,-0.047822395,0.249393556,-0.037888373,-0.390073590,-0.409369885,3795,-206,2026-05-03T23:57:25.177Z,2026-05-03 19:57:25.177,102632,55
13.640,1.002448196,0.983453109,-0.066915487,-0.046837434,0.284527103,0.011393139,-0.367630590,-0.402713144,3789,-198,2026-05-03T23:57:25.217Z,2026-05-03 19:57:25.217,102632,56
13.680,0.994075422,0.982493266,-0.054872976,-0.027836206,0.159459718,-0.195356292,-0.312058125,-0.274295593,3812,-114,2026-05-03T23:57:25.257Z,2026-05-03 19:57:25.257,102632,57
13.720,0.985079710,0.981743438,-0.010818398,-0.002685485,0.025087271,-0.356868641,-0.108759864,-0.104317421,3829,4,2026-05-03T23:57:25.297Z,2026-05-03 19:57:25.297,102632,58
13.760,0.984620435,0.981446860,0.026343065,0.025626973,0.018226898,-0.420751294,0.062728801,0.087028973,3834,144,2026-05-03T23:57:25.337Z,2026-05-03 19:57:25.337,102632,59
13.800,0.988820195,0.981886584,0.066068152,0.053814088,0.080960346,-0.326035095,0.246047795,0.277528251,3820,293,2026-05-03T23:57:25.377Z,2026-05-03 19:57:25.377,102632,60
13.840,0.996389377,0.981486345,0.082291311,0.068028879,0.194024162,-0.412246205,0.320912660,0.373597235,3829,360,2026-05-03T23:57:25.417Z,2026-05-03 19:57:25.417,102632,61
13.880,0.999232583,0.981876571,0.087080264,0.067220638,0.236494235,-0.328191840,0.343012199,0.368134834,3819,361,2026-05-03T23:57:25.457Z,2026-05-03 19:57:25.457,102632,62
13.920,0.994281652,0.982058128,0.060109325,0.049239984,0.162540251,-0.289084473,0.218549653,0.246614713,3816,272,2026-05-03T23:57:25.497Z,2026-05-03 19:57:25.497,102632,63
13.960,0.987646101,0.981243344,0.021360976,0.017689758,0.063422437,-0.464588383,0.039737998,0.033386241,3840,101,2026-05-03T23:57:25.537Z,2026-05-03 19:57:25.537,102632,64
14.000,0.986489415,0.982259516,-0.017723205,-0.016805067,0.046144578,-0.245705665,-0.140623412,-0.199742948,3817,-61,2026-05-03T23:57:25.577Z,2026-05-03 19:57:25.577,102632,65
14.040,0.989506350,0.982946418,-0.054517466,-0.035300118,0.091209701,-0.097747622,-0.310417556,-0.324739557,3801,-146,2026-05-03T23:57:25.617Z,2026-05-03 19:57:25.617,102632,66
14.080,0.994190438,0.983022343,-0.063239198,-0.045531234,0.161177750,-0.081393328,-0.350665654,-0.393885344,3800,-197,2026-05-03T23:57:25.657Z,2026-05-03 19:57:25.657,102632,67
14.120,0.996975491,0.982784984,-0.056023781,-0.033506916,0.202779174,-0.132520475,-0.317368732,-0.312620415,3805,-139,2026-05-03T23:57:25.697Z,2026-05-03 19:57:25.697,102632,68
14.160,0.994334757,0.982510793,-0.027414905,-0.011352170,0.163333507,-0.191580925,-0.185347614,-0.162890185,3810,-30,2026-05-03T23:57:25.737Z,2026-05-03 19:57:25.737,102632,69
14.200,0.991097879,0.982320569,0.008980177,0.009012115,0.114983002,-0.232554951,-0.017395559,-0.025260581,3813,71,2026-05-03T23:57:25.777Z,2026-05-03 19:57:25.777,102632,70
14.240,0.987866671,0.981486052,0.044120511,0.036151934,0.066717186,-0.412309278,0.144766218,0.158160674,3832,198,2026-05-03T23:57:25.817Z,2026-05-03 19:57:25.817,102632,71
14.280,0.989976852,0.981815616,0.067626743,0.052029105,0.098237778,-0.341321530,0.253240211,0.265464653,3822,283,2026-05-03T23:57:25.857Z,2026-05-03 19:57:25.857,102632,72
14.320,0.995653260,0.981876473,0.079660646,0.056594990,0.183028491,-0.328212865,0.308772954,0.296322647,3820,307,2026-05-03T23:57:25.897Z,2026-05-03 19:57:25.897,102632,73
14.360,0.998613961,0.981937955,0.066952627,0.050336591,0.227253633,-0.314969669,0.250129374,0.254025998,3819,276,2026-05-03T23:57:25.937Z,2026-05-03 19:57:25.937,102632,74
14.400,0.994619095,0.981765493,0.028782443,0.033858033,0.167580774,-0.352117895,0.073985774,0.142657619,3825,190,2026-05-03T23:57:25.977Z,2026-05-03 19:57:25.977,102632,75
14.440,0.991954596,0.981834002,0.008699705,0.004361979,0.127780111,-0.337361198,-0.018689854,-0.056687973,3826,41,2026-05-03T23:57:26.017Z,2026-05-03 19:57:26.017,102632,76
14.480,0.991147258,0.982374634,-0.017243448,-0.016511223,0.115720593,-0.220909354,-0.138409482,-0.197757035,3814,-58,2026-05-03T23:57:26.057Z,2026-05-03 19:57:26.057,102632,77
14.520,0.994322252,0.982676365,-0.049188478,-0.035588483,0.163146714,-0.155916791,-0.285825921,-0.326688441,3808,-151,2026-05-03T23:57:26.097Z,2026-05-03 19:57:26.097,102632,78
14.560,0.999056275,0.982923933,-0.058180842,-0.039768055,0.233860652,-0.102590850,-0.327322901,-0.354935580,3802,-169,2026-05-03T23:57:26.137Z,2026-05-03 19:57:26.137,102632,79
14.600,0.995440769,0.983150558,-0.045133920,-0.038187186,0.179854436,-0.053776003,-0.267115391,-0.344251468,3796,-158,2026-05-03T23:57:26.177Z,2026-05-03 19:57:26.177,102632,80
14.640,1.002621303,0.982982722,-0.044737810,-0.023980614,0.287112858,-0.089927826,-0.265287465,-0.248238028,3799,-88,2026-05-03T23:57:26.217Z,2026-05-03 19:57:26.217,102632,81
14.680,1.005399523,0.982396397,-0.029507383,-0.011844650,0.328612214,-0.216221681,-0.195003755,-0.166218555,3813,-34,2026-05-03T23:57:26.257Z,2026-05-03 19:57:26.257,102632,82
14.720,0.999678695,0.982199576,-0.002566582,-0.000318291,0.243157986,-0.258616726,-0.070680284,-0.088319026,3817,22,2026-05-03T23:57:26.297Z,2026-05-03 19:57:26.297,102632,83
14.760,0.998297088,0.981821003,0.008643732,0.007937424,0.222520384,-0.340161187,-0.018948149,-0.032523749,3826,59,2026-05-03T23:57:26.337Z,2026-05-03 19:57:26.337,102632,84
14.800,0.995718873,0.981667610,0.028068959,0.018171280,0.184008574,-0.373201911,0.070693267,0.036640553,3829,109,2026-05-03T23:57:26.377Z,2026-05-03 19:57:26.377,102632,85
14.840,0.995210233,0.981385475,0.046986749,0.042511021,0.176410824,-0.433973466,0.157993021,0.201137810,3834,229,2026-05-03T23:57:26.417Z,2026-05-03 19:57:26.417,102632,86
14.880,0.998262103,0.981838823,0.080005082,0.056298406,0.221997791,-0.336322747,0.310362423,0.294318219,3821,305,2026-05-03T23:57:26.457Z,2026-05-03 19:57:26.457,102632,87
14.920,0.997333565,0.981165545,0.070796829,0.060393727,0.208127860,-0.481346270,0.267869179,0.321995960,3838,317,2026-05-03T23:57:26.497Z,2026-05-03 19:57:26.497,102632,88
14.960,0.997775962,0.982158081,0.055123548,0.053705182,0.214736125,-0.267554816,0.195541831,0.276792221,3813,296,2026-05-03T23:57:26.537Z,2026-05-03 19:57:26.537,102632,89
15.000,0.995565772,0.982180370,0.049611881,0.036921822,0.181721653,-0.262753637,0.170107195,0.163363871,3814,211,2026-05-03T23:57:26.577Z,2026-05-03 19:57:26.577,102632,90
15.040,0.992678185,0.982270017,0.024184159,0.022916624,0.138588634,-0.243443798,0.052766117,0.068711402,3813,141,2026-05-03T23:57:26.617Z,2026-05-03 19:57:26.617,102632,91
15.080,0.987407990,0.982574637,-0.007378298,0.003044821,0.059865680,-0.177829016,-0.092884866,-0.065589831,3807,44,2026-05-03T23:57:26.657Z,2026-05-03 19:57:26.657,102632,92
15.120,0.984868512,0.982941558,-0.020431984,-0.012658370,0.021932519,-0.098794458,-0.153123594,-0.171717985,3799,-31,2026-05-03T23:57:26.697Z,2026-05-03 19:57:26.697,102632,93
15.160,0.984730403,0.983817532,-0.028734236,-0.019243488,0.019869535,0.089889574,-0.191435918,-0.216222723,3777,-53,2026-05-03T23:57:26.737Z,2026-05-03 19:57:26.737,102632,94
15.200,0.979887629,0.982566498,-0.029163557,-0.016021482,-0.052468877,-0.179582169,-0.193417102,-0.194447179,3809,-53,2026-05-03T23:57:26.777Z,2026-05-03 19:57:26.777,102632,95
15.240,0.979516447,0.982346470,-0.013984791,-0.008764425,-0.058013367,-0.226975997,-0.123371790,-0.145401216,3814,-19,2026-05-03T23:57:26.817Z,2026-05-03 19:57:26.817,102632,96
15.280,0.983068247,0.983142282,0.005233155,0.006699038,-0.004958744,-0.055558565,-0.034686910,-0.040893238,3792,70,2026-05-03T23:57:26.857Z,2026-05-03 19:57:26.857,102632,97
15.320,0.981490438,0.982287349,0.025076630,0.018149364,-0.028527089,-0.239710479,0.056884595,0.036492437,3813,117,2026-05-03T23:57:26.897Z,2026-05-03 19:57:26.897,102632,98
15.360,0.981217339,0.982583596,0.046746257,0.032538136,-0.032606475,-0.175899283,0.156883223,0.133737246,3804,194,2026-05-03T23:57:26.937Z,2026-05-03 19:57:26.937,102632,99
15.400,0.980262554,0.982174691,0.063887721,0.049136557,-0.046868475,-0.263977052,0.235985783,0.245915713,3813,273,2026-05-03T23:57:26.977Z,2026-05-03 19:57:26.977,102632,100
15.440,0.976577613,0.981734537,0.073653228,0.053025023,-0.101911863,-0.358785733,0.281050578,0.272195452,3824,287,2026-05-03T23:57:27.017Z,2026-05-03 19:57:27.017,102633,1
15.480,0.978957160,0.982687256,0.065515819,0.046635802,-0.066367656,-0.153570827,0.243498949,0.229014657,3800,267,2026-05-03T23:57:27.057Z,2026-05-03 19:57:27.057,102633,2
15.520,0.978609746,0.982179648,0.044160492,0.037120458,-0.071557114,-0.262909192,0.144950716,0.164706328,3814,212,2026-05-03T23:57:27.097Z,2026-05-03 19:57:27.097,102633,3
15.560,0.980735595,0.982309112,0.031507215,0.022815937,-0.039802469,-0.235022806,0.086559756,0.068030916,3812,141,2026-05-03T23:57:27.137Z,2026-05-03 19:57:27.137,102633,4
15.600,0.982896388,0.982936698,0.002958616,0.009983378,-0.007525873,-0.099841294,-0.045183204,-0.018696413,3797,84,2026-05-03T23:57:27.177Z,2026-05-03 19:57:27.177,102633,5
15.640,0.982436502,0.982725141,-0.010970938,-0.006394492,-0.014395363,-0.145410512,-0.109463789,-0.129384306,3804,-2,2026-05-03T23:57:27.217Z,2026-05-03 19:57:27.217,102633,6
15.680,0.984589176,0.983289800,-0.020688470,-0.012571380,0.017759969,-0.023783305,-0.154307195,-0.171130072,3790,-26,2026-05-03T23:57:27.257Z,2026-05-03 19:57:27.257,102633,7
15.720,0.981936588,0.982623022,-0.011980886,-0.010263782,-0.021862769,-0.167406834,-0.114124385,-0.155534444,3807,-23,2026-05-03T23:57:27.297Z,2026-05-03 19:57:27.297,102633,8
15.760,0.980351918,0.982505113,0.002673222,0.000862566,-0.045533609,-0.192804340,-0.046500208,-0.080338343,3809,32,2026-05-03T23:57:27.337Z,2026-05-03 19:57:27.337,102633,9
15.800,0.979256487,0.982450228,0.019393359,0.015958891,-0.061896486,-0.204626517,0.030658054,0.021688382,3809,108,2026-05-03T23:57:27.377Z,2026-05-03 19:57:27.377,102633,10
15.840,0.979863863,0.981397654,0.038662357,0.028508563,-0.052823873,-0.431350056,0.119578523,0.106503856,3835,158,2026-05-03T23:57:27.417Z,2026-05-03 19:57:27.417,102633,11
15.880,0.980033860,0.982295488,0.043993193,0.037215666,-0.050284558,-0.237957326,0.144178686,0.165349784,3811,214,2026-05-03T23:57:27.457Z,2026-05-03 19:57:27.457,102633,12
15.920,0.980327518,0.982209355,0.053636303,0.039602036,-0.045898078,-0.256510415,0.188678658,0.181477782,3813,225,2026-05-03T23:57:27.497Z,2026-05-03 19:57:27.497,102633,13
15.960,0.980330667,0.982684270,0.047351489,0.036804697,-0.045851032,-0.154214071,0.159676185,0.162572298,3801,217,2026-05-03T23:57:27.537Z,2026-05-03 19:57:27.537,102633,14
16.000,0.977538049,0.981785714,0.039878353,0.028296229,-0.087565458,-0.347762356,0.125189973,0.105068826,3825,162,2026-05-03T23:57:27.577Z,2026-05-03 19:57:27.577,102633,15
16.040,0.978453529,0.982394523,0.031001625,0.020628203,-0.073890582,-0.216625273,0.084226617,0.053245376,3810,131,2026-05-03T23:57:27.617Z,2026-05-03 19:57:27.617,102633,16
16.080,0.977073808,0.982804248,0.015164733,0.014456794,-0.094500014,-0.128370924,0.011144255,0.011536639,3800,105,2026-05-03T23:57:27.657Z,2026-05-03 19:57:27.657,102633,17
16.120,0.978895943,0.982277864,0.010752202,0.010105982,-0.067282068,-0.241753718,-0.009218213,-0.017867811,3814,76,2026-05-03T23:57:27.697Z,2026-05-03 19:57:27.697,102633,18
16.160,0.979267726,0.982596399,0.007494777,0.007711393,-0.061728604,-0.173141343,-0.024250221,-0.034051352,3806,68,2026-05-03T23:57:27.737Z,2026-05-03 19:57:27.737,102633,19
16.200,0.978384793,0.982867174,0.005548072,0.007801123,-0.074917320,-0.114816619,-0.033233665,-0.033444924,3799,72,2026-05-03T23:57:27.777Z,2026-05-03 19:57:27.777,102633,20
16.240,0.973075199,0.982659423,0.013547092,0.011681371,-0.154228787,-0.159566013,0.003679342,-0.007220728,3804,89,2026-05-03T23:57:27.817Z,2026-05-03 19:57:27.817,102633,21
16.280,0.972282233,0.982201938,0.027764498,0.020337098,-0.166073627,-0.258108013,0.069288273,0.051277977,3815,127,2026-05-03T23:57:27.857Z,2026-05-03 19:57:27.857,102633,22
16.320,0.976010275,0.982575554,0.032418140,0.024097482,-0.110386418,-0.177631412,0.090763394,0.076692085,3805,151,2026-05-03T23:57:27.897Z,2026-05-03 19:57:27.897,102633,23
16.360,0.978518493,0.982112194,0.035070945,0.023716647,-0.072920185,-0.277438876,0.103005267,0.074118259,3817,143,2026-05-03T23:57:27.937Z,2026-05-03 19:57:27.937,102633,24
16.400,0.981924713,0.983028082,0.034336549,0.027457854,-0.022040160,-0.080157273,0.099616258,0.099402765,3793,174,2026-05-03T23:57:27.977Z,2026-05-03 19:57:27.977,102633,25
16.440,0.979618897,0.982435882,0.037551534,0.030557256,-0.056483019,-0.207716592,0.114452419,0.120349706,3808,182,2026-05-03T23:57:28.017Z,2026-05-03 19:57:28.017,102633,26
16.480,0.976075251,0.982912964,0.038483985,0.027164010,-0.109415843,-0.104953584,0.118755395,0.097416851,3796,171,2026-05-03T23:57:28.057Z,2026-05-03 19:57:28.057,102633,27
16.520,0.976423318,0.982304779,0.029969533,0.024007752,-0.104216627,-0.235956136,0.079463829,0.076085658,3812,147,2026-05-03T23:57:28.097Z,2026-05-03 19:57:28.097,102633,28
16.560,0.976298311,0.982510363,0.020754514,0.020723412,-0.106083914,-0.191673407,0.036939365,0.053888832,3807,133,2026-05-03T23:57:28.137Z,2026-05-03 19:57:28.137,102633,29
16.600,0.976041508,0.982456005,0.019574805,0.014369804,-0.109919881,-0.203382077,0.031495374,0.010948726,3809,100,2026-05-03T23:57:28.177Z,2026-05-03 19:57:28.177,102633,30
