relative_time_s,lord_ch1_x_g,our_calibrated_to_lord_ch1_x_g,lord_ch3_z_g,our_calibrated_to_lord_ch3_z_g,lord_ch1_x_norm,our_calibrated_ch1_x_norm,lord_ch3_z_norm,our_calibrated_ch3_z_norm,our_x_raw,our_z_raw,sample_ts_utc,sample_ts_et,batch_id,sample_in_batch
5.320,0.945441277,0.981486365,0.311844435,0.227810877,-0.567007434,-0.412241950,1.380229368,1.453464950,3814,1172,2026-05-03T23:57:16.897Z,2026-05-03 19:57:16.897,102630,48
5.360,0.980444987,0.978352475,0.295695721,0.258904911,-0.044143400,-1.087279253,1.305708046,1.663610295,3892,1289,2026-05-03T23:57:16.937Z,2026-05-03 19:57:16.937,102630,49
5.400,0.993937969,0.981671924,0.362281030,0.251339638,0.157406528,-0.372272711,1.612978666,1.612481292,3807,1294,2026-05-03T23:57:16.977Z,2026-05-03 19:57:16.977,102630,50
5.440,1.011784487,0.981588913,0.240742653,0.199604586,0.423986906,-0.390153146,1.052116624,1.262836071,3814,1030,2026-05-03T23:57:17.017Z,2026-05-03 19:57:17.017,102630,51
5.480,1.020939550,0.980390539,0.244320521,0.103122351,0.560739653,-0.648282017,1.068627378,0.610772310,3854,524,2026-05-03T23:57:17.057Z,2026-05-03 19:57:17.057,102630,52
5.520,1.010987148,0.983646319,0.221750439,-0.057370614,0.412076750,0.053010410,0.964473429,-0.473900389,3785,-249,2026-05-03T23:57:17.097Z,2026-05-03 19:57:17.097,102630,53
5.560,0.985372150,0.984632003,-0.094500886,-0.179352204,0.029455553,0.265326156,-0.494928680,-1.298298527,3771,-856,2026-05-03T23:57:17.137Z,2026-05-03 19:57:17.137,102630,54
5.600,0.966818333,0.985643355,-0.284181917,-0.265783456,-0.247690036,0.483170422,-1.370248002,-1.882433909,3753,-1282,2026-05-03T23:57:17.177Z,2026-05-03 19:57:17.177,102630,55
5.640,0.962159843,0.985979223,-0.370109429,-0.272945305,-0.317275702,0.555516116,-1.766776911,-1.930836416,3745,-1314,2026-05-03T23:57:17.217Z,2026-05-03 19:57:17.217,102630,56
5.680,0.987682326,0.985643940,-0.384705709,-0.202029566,0.063963549,0.483296568,-1.834134230,-1.451560788,3747,-958,2026-05-03T23:57:17.257Z,2026-05-03 19:57:17.257,102630,57
5.720,0.990399275,0.985250553,-0.211600888,-0.072521728,0.104547673,0.398561166,-1.035308992,-0.576297405,3745,-305,2026-05-03T23:57:17.297Z,2026-05-03 19:57:17.297,102630,58
5.760,1.020049109,0.983619852,-0.130151114,0.056434033,0.547438791,0.047309564,-0.659443463,0.295234841,3775,329,2026-05-03T23:57:17.337Z,2026-05-03 19:57:17.337,102630,59
5.800,1.018048835,0.980883079,0.083216383,0.127434697,0.517559910,-0.542189282,0.325181580,0.775084420,3839,654,2026-05-03T23:57:17.377Z,2026-05-03 19:57:17.377,102630,60
5.840,1.015926795,0.979890738,0.189329340,0.155374539,0.485862176,-0.755938686,0.814860079,0.963912532,3862,783,2026-05-03T23:57:17.417Z,2026-05-03 19:57:17.417,102630,61
5.880,1.004092917,0.979771911,0.219314744,0.145448225,0.309094941,-0.781533796,0.953233450,0.896826717,3866,731,2026-05-03T23:57:17.457Z,2026-05-03 19:57:17.457,102630,62
5.920,0.985932035,0.979918512,0.143887770,0.105125147,0.037818780,-0.749956140,0.605161277,0.624307966,3866,528,2026-05-03T23:57:17.497Z,2026-05-03 19:57:17.497,102630,63
5.960,0.963964539,0.980019616,0.137700753,0.077316127,-0.290318269,-0.728178446,0.576610106,0.436364000,3866,388,2026-05-03T23:57:17.537Z,2026-05-03 19:57:17.537,102630,64
6.000,0.954370797,0.980523125,0.093435816,0.034696409,-0.433623724,-0.619722978,0.372341109,0.148323680,3857,178,2026-05-03T23:57:17.577Z,2026-05-03 19:57:17.577,102630,65
6.040,0.976358960,0.982743390,0.054085304,0.009890909,-0.105177978,-0.141479589,0.190750656,-0.019321355,3802,81,2026-05-03T23:57:17.617Z,2026-05-03 19:57:17.617,102630,66
6.080,0.998192146,0.983253067,0.013609215,0.008184697,0.220952820,-0.031695584,0.003966017,-0.030852583,3789,79,2026-05-03T23:57:17.657Z,2026-05-03 19:57:17.657,102630,67
6.120,1.003636088,0.983706122,0.006714865,-0.009904863,0.302271108,0.065892062,-0.027849277,-0.153108734,3779,-7,2026-05-03T23:57:17.697Z,2026-05-03 19:57:17.697,102630,68
6.160,1.006359334,0.984144538,-0.042235083,-0.045273003,0.342949287,0.160326560,-0.253738155,-0.392140120,3771,-181,2026-05-03T23:57:17.737Z,2026-05-03 19:57:17.737,102630,69
6.200,1.005360723,0.984095763,-0.056325167,-0.074466994,0.328032640,0.149820281,-0.318759538,-0.589444255,3775,-330,2026-05-03T23:57:17.777Z,2026-05-03 19:57:17.777,102630,70
6.240,0.994645319,0.983002454,-0.107341145,-0.082670660,0.167972487,-0.085677409,-0.554182505,-0.644887755,3804,-386,2026-05-03T23:57:17.817Z,2026-05-03 19:57:17.817,102630,71
6.280,0.985870821,0.983223497,-0.079338110,-0.058249408,0.036904403,-0.038064952,-0.424957155,-0.479839615,3796,-259,2026-05-03T23:57:17.857Z,2026-05-03 19:57:17.857,102630,72
6.320,0.981056130,0.981975742,-0.085869567,-0.013319352,-0.035014518,-0.306830378,-0.455097811,-0.176185152,3824,-47,2026-05-03T23:57:17.897Z,2026-05-03 19:57:17.897,102630,73
6.360,0.983554401,0.982409064,-0.025182192,0.027281134,0.002303135,-0.213493149,-0.175044333,0.098208425,3809,165,2026-05-03T23:57:17.937Z,2026-05-03 19:57:17.937,102630,74
6.400,0.996531200,0.981725247,0.037903972,0.066232938,0.196142632,-0.360786924,0.116078812,0.361459579,3823,354,2026-05-03T23:57:17.977Z,2026-05-03 19:57:17.977,102630,75
6.440,1.002965655,0.981443112,0.105635167,0.090572679,0.292256589,-0.421558478,0.428637341,0.525956835,3828,474,2026-05-03T23:57:18.017Z,2026-05-03 19:57:18.017,102630,76
6.480,0.999292505,0.980795110,0.125399296,0.087715745,0.237389310,-0.561137577,0.519842685,0.506648584,3845,451,2026-05-03T23:57:18.057Z,2026-05-03 19:57:18.057,102630,77
6.520,0.992753813,0.981320480,0.100301868,0.060388248,0.139718330,-0.447973412,0.404025813,0.321958931,3834,319,2026-05-03T23:57:18.097Z,2026-05-03 19:57:18.097,102630,78
6.560,0.985130963,0.981794282,0.059170113,0.015286951,0.025852854,-0.345916721,0.214215479,0.017147156,3826,96,2026-05-03T23:57:18.137Z,2026-05-03 19:57:18.137,102630,79
6.600,0.981046748,0.982520903,0.023480517,-0.014133072,-0.035154657,-0.189403155,0.049519025,-0.181684581,3810,-44,2026-05-03T23:57:18.177Z,2026-05-03 19:57:18.177,102630,80
6.640,0.988543401,0.983849932,-0.032409913,-0.038807749,0.076825760,0.096868523,-0.208398031,-0.348445470,3778,-152,2026-05-03T23:57:18.217Z,2026-05-03 19:57:18.217,102630,81
6.680,0.995291457,0.983407514,-0.054801016,-0.044949024,0.177624105,0.001572152,-0.311726053,-0.389950546,3790,-189,2026-05-03T23:57:18.257Z,2026-05-03 19:57:18.257,102630,82
6.720,0.999195697,0.983482093,-0.074536853,-0.044157220,0.235943259,0.017636362,-0.402800838,-0.384599233,3788,-184,2026-05-03T23:57:18.297Z,2026-05-03 19:57:18.297,102630,83
6.760,0.996610570,0.982661922,-0.069645797,-0.031615766,0.197328205,-0.159027890,-0.380230126,-0.299839303,3808,-131,2026-05-03T23:57:18.337Z,2026-05-03 19:57:18.337,102630,84
6.800,0.988704622,0.982135108,-0.032444971,-0.003890997,0.079233981,-0.272503166,-0.208559814,-0.112464735,3819,3,2026-05-03T23:57:18.377Z,2026-05-03 19:57:18.377,102630,85
6.840,0.985719569,0.982215757,-0.003940656,0.027188665,0.034645082,-0.255131444,-0.077021210,0.097583483,3814,162,2026-05-03T23:57:18.417Z,2026-05-03 19:57:18.417,102630,86
6.880,0.988615246,0.981569492,0.047016274,0.055811404,0.077898938,-0.394336361,0.158129269,0.291026878,3828,299,2026-05-03T23:57:18.457Z,2026-05-03 19:57:18.457,102630,87
6.920,0.994477832,0.981935164,0.071234146,0.061756783,0.165470674,-0.315570865,0.269887261,0.331208012,3818,334,2026-05-03T23:57:18.497Z,2026-05-03 19:57:18.497,102630,88
6.960,1.002509477,0.982298572,0.080383352,0.057672420,0.285442478,-0.237293058,0.312108020,0.303604330,3809,318,2026-05-03T23:57:18.537Z,2026-05-03 19:57:18.537,102630,89
7.000,0.997627854,0.981812629,0.077167138,0.042198000,0.212523778,-0.341964774,0.297266189,0.199022294,3823,233,2026-05-03T23:57:18.577Z,2026-05-03 19:57:18.577,102630,90
7.040,0.988057897,0.981539395,0.045378949,0.010827232,0.069573603,-0.400819236,0.150573520,-0.012993323,3833,70,2026-05-03T23:57:18.617Z,2026-05-03 19:57:18.617,102630,91
7.080,0.987265527,0.982869770,0.016186983,-0.024870366,0.057737666,-0.114257472,0.015861623,-0.254251312,3802,-94,2026-05-03T23:57:18.657Z,2026-05-03 19:57:18.657,102630,92
7.120,1.004942751,0.983457539,-0.043331752,-0.037403601,0.321789235,0.012347493,-0.258798942,-0.338955699,3788,-150,2026-05-03T23:57:18.697Z,2026-05-03 19:57:18.697,102630,93
7.160,0.994514735,0.982596536,-0.088032778,-0.056241133,0.166021899,-0.173111934,-0.465080361,-0.466266929,3812,-257,2026-05-03T23:57:18.737Z,2026-05-03 19:57:18.737,102630,94
7.200,0.991513443,0.983846945,-0.064757812,-0.048638854,0.121190437,0.096225278,-0.357673586,-0.414887829,3779,-202,2026-05-03T23:57:18.777Z,2026-05-03 19:57:18.777,102630,95
7.240,1.005133944,0.983118060,-0.064999534,-0.029248573,0.324645154,-0.060775976,-0.358789059,-0.283840908,3796,-113,2026-05-03T23:57:18.817Z,2026-05-03 19:57:18.817,102630,96
7.280,1.001494074,0.982830773,-0.037559295,-0.014144030,0.270275004,-0.122657440,-0.232160839,-0.181758640,3802,-40,2026-05-03T23:57:18.857Z,2026-05-03 19:57:18.857,102630,97
7.320,1.001406584,0.982564526,-0.008268308,0.005825722,0.268968130,-0.180006785,-0.096991988,-0.046795435,3807,58,2026-05-03T23:57:18.897Z,2026-05-03 19:57:18.897,102630,98
7.360,1.000274258,0.981876083,0.000345787,0.014092396,0.252054134,-0.328296962,-0.057240601,0.009073900,3824,91,2026-05-03T23:57:18.937Z,2026-05-03 19:57:18.937,102630,99
7.400,0.991854012,0.982020283,0.021373893,0.027692103,0.126277649,-0.297236404,0.039797609,0.100985911,3819,162,2026-05-03T23:57:18.977Z,2026-05-03 19:57:18.977,102630,100
7.440,0.997103581,0.981919901,0.051810152,0.055302487,0.204692510,-0.318858543,0.180251535,0.287587420,3819,301,2026-05-03T23:57:19.017Z,2026-05-03 19:57:19.017,102631,1
7.480,0.999171894,0.981871516,0.073201149,0.068611089,0.235587693,-0.329280725,0.278964375,0.377532033,3819,368,2026-05-03T23:57:19.057Z,2026-05-03 19:57:19.057,102631,2
7.520,0.999259419,0.981673875,0.085015468,0.069710435,0.236895101,-0.371852350,0.333483805,0.384961832,3824,371,2026-05-03T23:57:19.097Z,2026-05-03 19:57:19.097,102631,3
7.560,0.995300820,0.981762897,0.093775335,0.066529522,0.177763959,-0.352677041,0.373907882,0.363464007,3822,356,2026-05-03T23:57:19.137Z,2026-05-03 19:57:19.137,102631,4
7.600,0.995118976,0.982698089,0.076865751,0.043656264,0.175047681,-0.151237503,0.295875377,0.208877803,3800,252,2026-05-03T23:57:19.177Z,2026-05-03 19:57:19.177,102631,5
7.640,0.986876223,0.982048350,0.037181260,0.009319657,0.051922478,-0.291190785,0.112743722,-0.023182094,3820,69,2026-05-03T23:57:19.217Z,2026-05-03 19:57:19.217,102631,6
7.680,0.982150910,0.982303139,0.029911102,0.003153727,-0.018661363,-0.236309295,0.079194187,-0.064853802,3814,41,2026-05-03T23:57:19.257Z,2026-05-03 19:57:19.257,102631,7
7.720,0.984521072,0.983090618,-0.000343094,-0.021700411,0.016742669,-0.066687064,-0.060419576,-0.232827546,3796,-75,2026-05-03T23:57:19.297Z,2026-05-03 19:57:19.297,102631,8
7.760,0.983931830,0.983138906,-0.058351828,-0.045634661,0.007940932,-0.056285907,-0.328111950,-0.394584345,3797,-196,2026-05-03T23:57:19.337Z,2026-05-03 19:57:19.337,102631,9
7.800,0.980250025,0.982931252,-0.051407661,-0.031128765,-0.047055624,-0.101014276,-0.296066764,-0.296547962,3801,-125,2026-05-03T23:57:19.377Z,2026-05-03 19:57:19.377,102631,10
7.840,0.979383335,0.983134143,-0.031526052,-0.012367265,-0.060001705,-0.057311718,-0.204319286,-0.169750586,3794,-27,2026-05-03T23:57:19.417Z,2026-05-03 19:57:19.417,102631,11
7.880,0.975116670,0.982591344,-0.021574789,0.009101844,-0.123734540,-0.174230227,-0.158397283,-0.024654153,3806,75,2026-05-03T23:57:19.457Z,2026-05-03 19:57:19.457,102631,12
7.920,0.971613011,0.981778492,0.016044287,0.030282588,-0.176070054,-0.349317905,0.015203123,0.118493395,3825,172,2026-05-03T23:57:19.497Z,2026-05-03 19:57:19.497,102631,13
7.960,0.973435159,0.982664147,0.053318307,0.052992150,-0.148851930,-0.158548586,0.187211201,0.271973277,3800,299,2026-05-03T23:57:19.537Z,2026-05-03 19:57:19.537,102631,14
8.000,0.971117496,0.981329146,0.065250106,0.058004617,-0.183471753,-0.446106752,0.242272768,0.305849448,3834,307,2026-05-03T23:57:19.577Z,2026-05-03 19:57:19.577,102631,15
8.040,0.971339331,0.981665834,0.077596457,0.061269781,-0.180158129,-0.373584479,0.299247362,0.327916671,3825,328,2026-05-03T23:57:19.617Z,2026-05-03 19:57:19.617,102631,16
8.080,0.975061071,0.981871418,0.082901462,0.057985441,-0.124565047,-0.329301749,0.323728318,0.305719846,3820,314,2026-05-03T23:57:19.657Z,2026-05-03 19:57:19.657,102631,17
8.120,0.980497513,0.982391830,0.070374890,0.042674043,-0.043358799,-0.217205444,0.265922060,0.202239577,3808,243,2026-05-03T23:57:19.697Z,2026-05-03 19:57:19.697,102631,18
8.160,0.982626443,0.982416286,0.045647737,0.025294776,-0.011558142,-0.211937600,0.151813895,0.084783856,3809,155,2026-05-03T23:57:19.737Z,2026-05-03 19:57:19.737,102631,19
8.200,0.983290040,0.982019365,0.022899273,0.006639442,-0.001645726,-0.297434008,0.046836765,-0.041296005,3821,55,2026-05-03T23:57:19.777Z,2026-05-03 19:57:19.777,102631,20
8.240,0.976843216,0.981942522,0.005993384,-0.004182102,-0.097944446,-0.313985906,-0.031178687,-0.114432134,3824,-1,2026-05-03T23:57:19.817Z,2026-05-03 19:57:19.817,102631,21
8.280,0.980076313,0.983173960,-0.010664013,-0.012666588,-0.049650424,-0.048735171,-0.108047427,-0.171773529,3793,-28,2026-05-03T23:57:19.857Z,2026-05-03 19:57:19.857,102631,22
8.320,0.981189864,0.982397119,-0.018736846,-0.012043286,-0.033016885,-0.216066126,-0.145301054,-0.167561012,3813,-35,2026-05-03T23:57:19.897Z,2026-05-03 19:57:19.897,102631,23
8.360,0.983338203,0.982216186,-0.020646645,-0.004886916,-0.000926298,-0.255038962,-0.154114186,-0.119195535,3817,-1,2026-05-03T23:57:19.937Z,2026-05-03 19:57:19.937,102631,24
8.400,0.984299242,0.982449408,-0.006645745,0.005531878,0.013429117,-0.204803096,-0.089504362,-0.048781348,3810,55,2026-05-03T23:57:19.977Z,2026-05-03 19:57:19.977,102631,25
8.440,0.983629360,0.982162843,0.010268755,0.020437785,0.003422824,-0.266529005,-0.011449173,0.051958463,3816,127,2026-05-03T23:57:20.017Z,2026-05-03 19:57:20.017,102631,26
8.480,0.985322156,0.982758127,0.036210061,0.037795137,0.028708773,-0.138305417,0.108261937,0.169266067,3799,223,2026-05-03T23:57:20.057Z,2026-05-03 19:57:20.057,102631,27
8.520,0.986975577,0.981683790,0.052439371,0.045678236,0.053406565,-0.369716629,0.183155184,0.222543062,3826,249,2026-05-03T23:57:20.097Z,2026-05-03 19:57:20.097,102631,28
8.560,0.986000168,0.981919081,0.062728920,0.044875474,0.038836508,-0.319035122,0.230638275,0.217117690,3820,248,2026-05-03T23:57:20.137Z,2026-05-03 19:57:20.137,102631,29
8.600,0.987845421,0.982645175,0.050082411,0.036905385,0.066399762,-0.162635063,0.172278543,0.163252783,3802,217,2026-05-03T23:57:20.177Z,2026-05-03 19:57:20.177,102631,30
8.640,0.985052822,0.981911664,0.050652587,0.025610536,0.024685621,-0.320632720,0.174909727,0.086917886,3822,150,2026-05-03T23:57:20.217Z,2026-05-03 19:57:20.217,102631,31
8.680,0.984444211,0.982502322,0.023636745,0.012282757,0.015594561,-0.193405536,0.050239970,-0.003156328,3808,90,2026-05-03T23:57:20.257Z,2026-05-03 19:57:20.257,102631,32
8.720,0.984034274,0.982828704,0.004467389,-0.002922474,0.009471173,-0.123103080,-0.038220682,-0.105919082,3801,17,2026-05-03T23:57:20.297Z,2026-05-03 19:57:20.297,102631,33
8.760,0.984303606,0.982342137,-0.009572261,-0.007572609,0.013494289,-0.227909327,-0.103009327,-0.137346475,3814,-13,2026-05-03T23:57:20.337Z,2026-05-03 19:57:20.337,102631,34
8.800,0.985586488,0.982538333,-0.015069165,-0.008274684,0.032657207,-0.185648812,-0.128375839,-0.142091360,3809,-14,2026-05-03T23:57:20.377Z,2026-05-03 19:57:20.377,102631,35
8.840,0.982905757,0.982616620,-0.008717926,0.002149589,-0.007385912,-0.168785804,-0.099066835,-0.071640145,3806,40,2026-05-03T23:57:20.417Z,2026-05-03 19:57:20.417,102631,36
8.880,0.982293365,0.982309014,0.003128376,0.012190288,-0.016533456,-0.235043831,-0.044399815,-0.003781270,3813,87,2026-05-03T23:57:20.457Z,2026-05-03 19:57:20.457,102631,37
8.920,0.982653961,0.982894090,0.023810196,0.021702893,-0.011147091,-0.109019037,0.051040392,0.060508544,3797,143,2026-05-03T23:57:20.497Z,2026-05-03 19:57:20.497,102631,38
8.960,0.984166760,0.981804588,0.031028689,0.033757346,0.011450181,-0.343696903,0.084351505,0.141977133,3824,190,2026-05-03T23:57:20.537Z,2026-05-03 19:57:20.537,102631,39
9.000,0.982443333,0.982205022,0.050503738,0.040793851,-0.014293331,-0.257443744,0.174222839,0.189532523,3813,231,2026-05-03T23:57:20.577Z,2026-05-03 19:57:20.577,102631,40
9.040,0.984171767,0.981971175,0.052946807,0.041199341,0.011524969,-0.307814141,0.185496844,0.192272981,3819,230,2026-05-03T23:57:20.617Z,2026-05-03 19:57:20.617,102631,41
9.080,0.979786389,0.981882055,0.045157524,0.033754606,-0.053981134,-0.327010474,0.149551715,0.141958619,3822,191,2026-05-03T23:57:20.657Z,2026-05-03 19:57:20.657,102631,42
9.120,0.979317715,0.981946426,0.045279922,0.026701664,-0.060981896,-0.313145058,0.150116544,0.094292142,3821,156,2026-05-03T23:57:20.697Z,2026-05-03 19:57:20.697,102631,43
9.160,0.972915227,0.982891826,0.013972723,0.011673152,-0.156618346,-0.109506726,0.005643495,-0.007276272,3798,92,2026-05-03T23:57:20.737Z,2026-05-03 19:57:20.737,102631,44
9.200,0.953249133,0.982844065,0.022653244,0.014157470,-0.450378457,-0.119794377,0.045701417,0.009513697,3799,104,2026-05-03T23:57:20.777Z,2026-05-03 19:57:20.777,102631,45
9.240,0.926515679,0.981086867,0.004533818,0.007466860,-0.849706451,-0.498293375,-0.037914135,-0.035704003,3845,47,2026-05-03T23:57:20.817Z,2026-05-03 19:57:20.817,102631,46
9.280,0.930294919,0.984208968,0.052189651,0.032877878,-0.793254478,0.174204615,0.182002805,0.136033354,3762,217,2026-05-03T23:57:20.857Z,2026-05-03 19:57:20.857,102631,47
9.320,0.924042408,0.981808726,-0.001426852,0.011314234,-0.886650661,-0.342805622,-0.065420783,-0.009701982,3826,76,2026-05-03T23:57:20.897Z,2026-05-03 19:57:20.897,102631,48
9.360,0.919958837,0.984301172,0.060531883,0.060779367,-0.947648556,0.194065216,0.220499625,0.324602261,3757,360,2026-05-03T23:57:20.937Z,2026-05-03 19:57:20.937,102631,49
9.400,0.911241806,0.983886821,0.079489037,0.036265645,-1.077858247,0.104814465,0.307981034,0.158929179,3770,230,2026-05-03T23:57:20.977Z,2026-05-03 19:57:20.977,102631,50
9.440,0.910933728,0.985546428,0.065814126,0.059146448,-1.082460118,0.462292519,0.244875543,0.313566373,3725,368,2026-05-03T23:57:21.017Z,2026-05-03 19:57:21.017,102631,51
9.480,0.894555736,0.984892024,0.107927540,0.068702885,-1.327104567,0.321334450,0.439215933,0.378152421,3741,408,2026-05-03T23:57:21.057Z,2026-05-03 19:57:21.057,102631,52
9.520,0.901924887,0.965730412,0.054992536,0.108804649,-1.217028690,-3.806061520,0.194937251,0.649175445,4232,361,2026-05-03T23:57:21.097Z,2026-05-03 19:57:21.097,102631,53
9.560,1.219551516,0.982807879,0.588209534,0.567387784,3.527483862,-0.127588770,2.655568870,3.748455266,3748,2915,2026-05-03T23:57:21.137Z,2026-05-03 19:57:21.137,102631,54
9.600,0.808080959,0.988038112,0.382427724,-0.210753780,-2.618811950,0.998999292,1.705949428,-1.510522358,3686,-971,2026-05-03T23:57:21.177Z,2026-05-03 19:57:21.177,102631,55
9.640,1.104705515,0.989506442,-0.619399613,-0.124608828,1.811984461,1.315276307,-2.917174049,-0.928321900,3640,-514,2026-05-03T23:57:21.217Z,2026-05-03 19:57:21.217,102631,56
9.680,0.859428906,0.992098606,0.130600960,-0.017351620,-1.851807683,1.873626369,0.543846756,-0.203436757,3563,65,2026-05-03T23:57:21.257Z,2026-05-03 19:57:21.257,102631,57
9.720,1.204163322,0.994213492,0.050428698,-0.322094633,3.297624433,2.329171248,0.173876550,-2.263006329,3537,-1456,2026-05-03T23:57:21.297Z,2026-05-03 19:57:21.297,102631,58
9.760,0.915715916,0.989643771,-0.607897155,-0.386084165,-1.011026716,1.344856903,-2.864093762,-2.695472003,3661,-1841,2026-05-03T23:57:21.337Z,2026-05-03 19:57:21.337,102631,59
9.800,1.034351873,0.994081081,-0.483908337,-0.392199392,0.761084741,2.300650003,-2.291923694,-2.736801042,3547,-1814,2026-05-03T23:57:21.377Z,2026-05-03 19:57:21.377,102631,60
9.840,1.082026215,0.988992568,-0.202100469,-0.185663328,1.473214927,1.204588381,-0.991467495,-1.340951507,3659,-831,2026-05-03T23:57:21.417Z,2026-05-03 19:57:21.417,102631,61
9.880,0.919818230,0.988589636,-0.359836491,-0.149402696,-0.949748863,1.117797100,-1.719370477,-1.095888322,3666,-652,2026-05-03T23:57:21.457Z,2026-05-03 19:57:21.457,102631,62
9.920,1.099901433,0.986733853,-0.009741405,-0.011799426,1.740224020,0.718062786,-0.103789874,-0.165912915,3701,23,2026-05-03T23:57:21.497Z,2026-05-03 19:57:21.497,102631,63
9.960,0.969965827,0.984212540,0.074575839,0.106462873,-0.200674681,0.174974005,0.285308143,0.633348834,3755,591,2026-05-03T23:57:21.537Z,2026-05-03 19:57:21.537,102631,64
10.000,1.061068535,0.984129919,0.136260241,0.097230415,1.160161909,0.157177667,0.569962591,0.570952360,3758,543,2026-05-03T23:57:21.577Z,2026-05-03 19:57:21.577,102631,65
10.040,1.009776096,0.985031325,0.219553399,0.179522515,0.393986796,0.351339787,0.954334767,1.127113768,3727,973,2026-05-03T23:57:21.617Z,2026-05-03 19:57:21.617,102631,66
10.080,1.024488835,0.984636903,0.179333791,0.117570044,0.613756704,0.266381501,0.768733709,0.708415332,3743,653,2026-05-03T23:57:21.657Z,2026-05-03 19:57:21.657,102631,67
10.120,1.033160896,0.983969168,0.246480052,0.173403156,0.743294653,0.122551985,1.078592949,1.085756808,3755,928,2026-05-03T23:57:21.697Z,2026-05-03 19:57:21.697,102631,68
10.160,1.000251145,0.986902704,0.115357001,0.005672311,0.251708897,0.754433237,0.473500598,-0.047832251,3695,114,2026-05-03T23:57:21.737Z,2026-05-03 19:57:21.737,102631,69
10.200,1.032221055,0.985907475,-0.001180824,0.034406696,0.729255878,0.540061613,-0.064285441,0.146365688,3718,247,2026-05-03T23:57:21.777Z,2026-05-03 19:57:21.777,102631,70
10.240,0.994286680,0.989629699,0.028973731,-0.105248681,0.162615360,1.341825771,0.074868511,-0.797478638,3635,-414,2026-05-03T23:57:21.817Z,2026-05-03 19:57:21.817,102631,71
10.280,1.022582936,0.990992377,-0.239412621,-0.171136189,0.585287548,1.635345459,-1.163651542,-1.242771562,3606,-731,2026-05-03T23:57:21.857Z,2026-05-03 19:57:21.857,102631,72
10.320,0.973408904,0.991735315,-0.231076545,-0.237001781,-0.149244106,1.795373716,-1.125183125,-1.687916368,3593,-1056,2026-05-03T23:57:21.897Z,2026-05-03 19:57:21.897,102631,73
10.360,1.055332170,0.978324837,-0.326748639,-0.148940395,1.074475588,-1.093232515,-1.566680268,-1.092763912,3931,-784,2026-05-03T23:57:21.937Z,2026-05-03 19:57:21.937,102631,74
10.400,0.891820657,0.973598873,-0.329589683,-0.276479702,-1.367959497,-2.111201419,-1.579790806,-1.954723221,4065,-1494,2026-05-03T23:57:21.977Z,2026-05-03 19:57:21.977,102631,75
10.440,0.941468320,0.992873397,-0.414136951,-0.241113539,-0.626353041,2.040515812,-1.969950313,-1.715705196,3564,-1062,2026-05-03T23:57:22.017Z,2026-05-03 19:57:22.017,102631,76
10.480,0.847971177,0.982286959,-0.129454233,-0.024353230,-2.022956245,-0.239794577,-0.656227569,-0.250756311,3817,-99,2026-05-03T23:57:22.057Z,2026-05-03 19:57:22.057,102631,77
10.520,0.969952073,0.979184006,0.206542763,0.221933987,-0.200880136,-0.908168170,0.894294704,1.413746681,3874,1112,2026-05-03T23:57:22.097Z,2026-05-03 19:57:22.097,102631,78
10.560,0.931350949,0.982173793,0.403008056,0.187865894,-0.777480150,-0.264170401,1.800921298,1.183501512,3800,978,2026-05-03T23:57:22.137Z,2026-05-03 19:57:22.137,102631,79
10.600,0.942548120,0.980668106,0.146947141,0.133301303,-0.610223646,-0.588494225,0.619279330,0.814733185,3844,681,2026-05-03T23:57:22.177Z,2026-05-03 19:57:22.177,102631,80
10.640,0.929508202,0.983004953,0.309151660,0.268174374,-0.805005975,-0.085139161,1.367803046,1.726256866,3771,1397,2026-05-03T23:57:22.217Z,2026-05-03 19:57:22.217,102631,81
10.680,0.931264079,0.977431336,0.401258185,0.235302858,-0.778777764,-1.285691790,1.792846186,1.504098614,3918,1157,2026-05-03T23:57:22.257Z,2026-05-03 19:57:22.257,102631,82
10.720,0.943438573,0.985635861,0.338175088,0.258250126,-0.596922605,0.481556180,1.501737194,1.659185011,3704,1381,2026-05-03T23:57:22.297Z,2026-05-03 19:57:22.297,102631,83
10.760,0.900834475,0.980942453,0.284947312,0.206976029,-1.233316600,-0.529400111,1.256107460,1.312655093,3830,1059,2026-05-03T23:57:22.337Z,2026-05-03 19:57:22.337,102631,84
10.800,0.947581482,0.973579629,0.278105235,0.229480757,-0.535038361,-2.115346589,1.224533391,1.464750636,4018,1077,2026-05-03T23:57:22.377Z,2026-05-03 19:57:22.377,102631,85
10.840,0.857173128,0.974168666,0.246318893,0.355080952,-1.885503122,-1.988468308,1.077849250,2.313604677,3991,1723,2026-05-03T23:57:22.417Z,2026-05-03 19:57:22.417,102631,86
10.880,1.048739719,0.981406223,0.318134784,0.409641455,0.976001595,-0.429504295,1.409257383,2.682345382,3799,2095,2026-05-03T23:57:22.457Z,2026-05-03 19:57:22.457,102631,87
10.920,0.990289323,0.981690017,0.643826847,0.171795567,0.102905285,-0.368375452,2.912225579,1.074892105,3814,890,2026-05-03T23:57:22.497Z,2026-05-03 19:57:22.497,102631,88
10.960,0.930080578,0.988848739,-0.491228347,-0.316542439,-0.796456168,1.173607666,-2.325703275,-2.225482487,3675,-1498,2026-05-03T23:57:22.537Z,2026-05-03 19:57:22.537,102631,89
