relative_time_s,lord_ch1_norm,lord_ch2_norm,lord_ch3_norm,our_x_norm_original,our_y_norm_original,our_z_norm_original,our_mapped_to_lord_ch1_norm,our_mapped_to_lord_ch2_norm,our_mapped_to_lord_ch3_norm,lord_dynamic_magnitude_norm,our_dynamic_magnitude_norm,our_x_raw,our_y_raw,our_z_raw,sample_ts_utc,sample_ts_et,batch_id,sample_in_batch
13.280,0.09964743,0.01593288,0.07149085,0.15851458,-0.05659708,0.06424435,-0.15851458,-0.05659708,0.06424435,-1.18433358,-1.27857892,3803,-87,151,2026-05-03T23:57:24.857Z,2026-05-03 19:57:24.857,102632,47
13.320,0.30726505,-0.23864958,0.33713678,0.24547671,-0.26374379,0.34520829,-0.24547671,-0.26374379,0.34520829,-0.80888863,-0.87960533,3813,-291,356,2026-05-03T23:57:24.897Z,2026-05-03 19:57:24.897,102632,48
13.360,0.34271559,-0.25820351,0.48797915,0.28026156,-0.23328103,0.54119778,-0.28026156,-0.23328103,0.54119778,-0.67571942,-0.74782364,3817,-261,499,2026-05-03T23:57:24.937Z,2026-05-03 19:57:24.937,102632,49
13.400,0.23655916,-0.08798963,0.48271114,0.41070476,-0.05253538,0.51652777,-0.41070476,-0.05253538,0.51652777,-0.76854057,-0.85129595,3832,-83,481,2026-05-03T23:57:24.977Z,2026-05-03 19:57:24.977,102632,50
13.440,0.06606361,0.12148375,0.32477853,0.52375553,0.16070387,0.30546217,-0.52375553,0.16070387,0.30546217,-0.90853564,-0.99465447,3845,127,327,2026-05-03T23:57:25.017Z,2026-05-03 19:57:25.017,102632,51
13.480,-0.07763335,0.28413467,0.11290552,0.43679340,0.29575540,0.04094490,-0.43679340,0.29575540,0.04094490,-0.89494542,-0.97086649,3835,260,134,2026-05-03T23:57:25.057Z,2026-05-03 19:57:25.057,102632,52
13.520,-0.01879210,0.18748113,-0.14345043,0.26286914,0.15156505,-0.22768404,-0.26286914,0.15156505,-0.22768404,-0.99225752,-1.07025202,3815,118,-62,2026-05-03T23:57:25.097Z,2026-05-03 19:57:25.097,102632,53
13.560,0.14023198,-0.03960546,-0.31290966,0.21069186,-0.08198271,-0.38529796,-0.21069186,-0.08198271,-0.38529796,-0.94736595,-0.97582444,3809,-112,-177,2026-05-03T23:57:25.137Z,2026-05-03 19:57:25.137,102632,54
13.600,0.24939356,-0.20227246,-0.39007359,0.08894487,-0.24851241,-0.42504408,-0.08894487,-0.24851241,-0.42504408,-0.79774807,-0.83484993,3795,-276,-206,2026-05-03T23:57:25.177Z,2026-05-03 19:57:25.177,102632,55
13.640,0.28452710,-0.23409756,-0.36763059,0.03676759,-0.26374379,-0.41407964,-0.03676759,-0.26374379,-0.41407964,-0.79108310,-0.83033969,3789,-291,-198,2026-05-03T23:57:25.217Z,2026-05-03 19:57:25.217,102632,56
13.680,0.15945972,-0.08149922,-0.31205812,0.23678050,-0.08198271,-0.29895295,-0.23678050,-0.08198271,-0.29895295,-0.93535082,-1.05804245,3812,-112,-114,2026-05-03T23:57:25.257Z,2026-05-03 19:57:25.257,102632,57
13.720,0.02508727,0.11722570,-0.10875986,0.38461612,0.11602517,-0.13722736,-0.38461612,0.11602517,-0.13722736,-1.08332051,-1.16331222,3829,83,4,2026-05-03T23:57:25.297Z,2026-05-03 19:57:25.297,102632,58
13.760,0.01822690,0.15265890,0.06272880,0.42809719,0.15054962,0.05465046,-0.42809719,0.15054962,0.05465046,-1.06534858,-1.15915528,3834,117,144,2026-05-03T23:57:25.337Z,2026-05-03 19:57:25.337,102632,59
13.800,0.08096035,0.06565831,0.24604780,0.30635020,0.05306882,0.25886328,-0.30635020,0.05306882,0.25886328,-1.00597744,-1.10664465,3820,21,293,2026-05-03T23:57:25.377Z,2026-05-03 19:57:25.377,102632,60
13.840,0.19402416,-0.09021970,0.32091266,0.38461612,-0.10736833,0.35069052,-0.38461612,-0.10736833,0.35069052,-0.92204923,-0.99400938,3829,-137,360,2026-05-03T23:57:25.417Z,2026-05-03 19:57:25.417,102632,61
13.880,0.23649424,-0.13170464,0.34301220,0.29765399,-0.12869226,0.35206107,-0.29765399,-0.12869226,0.35206107,-0.88051693,-0.98277565,3819,-158,361,2026-05-03T23:57:25.457Z,2026-05-03 19:57:25.457,102632,62
13.920,0.16254025,-0.03958710,0.21854965,0.27156535,-0.03933486,0.23008160,-0.27156535,-0.03933486,0.23008160,-1.03656855,-1.13993927,3816,-70,272,2026-05-03T23:57:25.497Z,2026-05-03 19:57:25.497,102632,63
13.960,0.06342244,0.08644785,0.03973800,0.48027447,0.09267039,-0.00428344,-0.48027447,0.09267039,-0.00428344,-1.14847065,-1.23471624,3840,60,101,2026-05-03T23:57:25.537Z,2026-05-03 19:57:25.537,102632,64
14.000,0.04614458,0.11443979,-0.14062341,0.28026156,0.10993262,-0.22631349,-0.28026156,0.10993262,-0.22631349,-1.06502057,-1.10532585,3817,77,-61,2026-05-03T23:57:25.577Z,2026-05-03 19:57:25.577,102632,65
14.040,0.09120970,0.01655066,-0.31041756,0.14112215,-0.00988753,-0.34281073,-0.14112215,-0.00988753,-0.34281073,-0.95464764,-1.03494397,3801,-41,-146,2026-05-03T23:57:25.617Z,2026-05-03 19:57:25.617,102632,66
14.080,0.16117775,-0.08671726,-0.35066565,0.13242594,-0.11041461,-0.41270908,-0.13242594,-0.11041461,-0.41270908,-0.89728508,-0.93836062,3800,-140,-197,2026-05-03T23:57:25.657Z,2026-05-03 19:57:25.657,102632,67
14.120,0.20277917,-0.14208563,-0.31736873,0.17590700,-0.18454063,-0.33321684,-0.17590700,-0.18454063,-0.33321684,-0.89874896,-0.96095775,3805,-213,-139,2026-05-03T23:57:25.697Z,2026-05-03 19:57:25.697,102632,68
14.160,0.16333351,-0.06532598,-0.18534761,0.21938807,-0.08198271,-0.18382626,-0.21938807,-0.08198271,-0.18382626,-1.05731357,-1.16284222,3810,-112,-30,2026-05-03T23:57:25.737Z,2026-05-03 19:57:25.737,102632,69
14.200,0.11498300,0.03778808,-0.01739556,0.24547671,0.04392999,-0.04540012,-0.24547671,0.04392999,-0.04540012,-1.20294947,-1.29758061,3813,12,71,2026-05-03T23:57:25.777Z,2026-05-03 19:57:25.777,102632,70
14.240,0.06671719,0.10937335,0.14476622,0.41070476,0.11704059,0.12866047,-0.41070476,0.11704059,0.12866047,-1.06590924,-1.16643882,3832,84,198,2026-05-03T23:57:25.817Z,2026-05-03 19:57:25.817,102632,71
14.280,0.09823778,0.06889432,0.25324021,0.32374263,0.06626934,0.24515772,-0.32374263,0.06626934,0.24515772,-0.99744835,-1.11371323,3822,34,283,2026-05-03T23:57:25.857Z,2026-05-03 19:57:25.857,102632,72
14.320,0.18302849,-0.04823179,0.30877295,0.30635020,-0.05964336,0.27805106,-0.30635020,-0.05964336,0.27805106,-0.94747859,-1.08583717,3820,-90,307,2026-05-03T23:57:25.897Z,2026-05-03 19:57:25.897,102632,73
14.360,0.22725363,-0.10936943,0.25012937,0.29765399,-0.10838376,0.23556383,-0.29765399,-0.10838376,0.23556383,-0.97340446,-1.09821326,3819,-138,276,2026-05-03T23:57:25.937Z,2026-05-03 19:57:25.937,102632,74
14.400,0.16758077,-0.06520656,0.07398577,0.34983127,-0.06979761,0.11769603,-0.34983127,-0.06979761,0.11769603,-1.14356261,-1.22029514,3825,-100,190,2026-05-03T23:57:25.977Z,2026-05-03 19:57:25.977,102632,75
14.440,0.12778011,0.02436857,-0.01868985,0.35852748,0.03072947,-0.08651679,-0.35852748,0.03072947,-0.08651679,-1.21118156,-1.27002858,3826,-1,41,2026-05-03T23:57:26.017Z,2026-05-03 19:57:26.017,102632,76
14.480,0.11572059,0.03520201,-0.13840948,0.25417292,0.02971404,-0.22220182,-0.25417292,0.02971404,-0.22220182,-1.11582841,-1.15071735,3814,-2,-58,2026-05-03T23:57:26.057Z,2026-05-03 19:57:26.057,102632,77
14.520,0.16314671,-0.08098935,-0.28582592,0.20199564,-0.10229121,-0.34966351,-0.20199564,-0.10229121,-0.34966351,-0.95966269,-1.00107382,3808,-132,-151,2026-05-03T23:57:26.097Z,2026-05-03 19:57:26.097,102632,78
14.560,0.23386065,-0.16788655,-0.32732290,0.14981836,-0.18352521,-0.37433352,-0.14981836,-0.18352521,-0.37433352,-0.87264174,-0.92804061,3802,-212,-169,2026-05-03T23:57:26.137Z,2026-05-03 19:57:26.137,102632,79
14.600,0.17985444,-0.14846122,-0.26711539,0.09764108,-0.18250978,-0.35925740,-0.09764108,-0.18250978,-0.35925740,-0.93747125,-0.94181409,3796,-211,-158,2026-05-03T23:57:26.177Z,2026-05-03 19:57:26.177,102632,80
14.640,0.28711286,-0.28615411,-0.26528747,0.12372972,-0.30639164,-0.26331850,-0.12372972,-0.30639164,-0.26331850,-0.81501205,-0.88641418,3799,-333,-88,2026-05-03T23:57:26.217Z,2026-05-03 19:57:26.217,102632,81
14.680,0.32861221,-0.26715598,-0.19500375,0.24547671,-0.29014484,-0.18930848,-0.24547671,-0.29014484,-0.18930848,-0.86872003,-0.94098678,3813,-317,-34,2026-05-03T23:57:26.257Z,2026-05-03 19:57:26.257,102632,82
14.720,0.24315799,-0.15386301,-0.07068028,0.28026156,-0.18149436,-0.11255735,-0.28026156,-0.18149436,-0.11255735,-1.04820552,-1.10635168,3817,-210,22,2026-05-03T23:57:26.297Z,2026-05-03 19:57:26.297,102632,83
14.760,0.22252038,-0.10592212,-0.01894815,0.35852748,-0.12259971,-0.06184679,-0.35852748,-0.12259971,-0.06184679,-1.11525520,-1.19505988,3826,-152,59,2026-05-03T23:57:26.337Z,2026-05-03 19:57:26.337,102632,84
14.800,0.18400857,-0.02930945,0.07069327,0.38461612,-0.03527316,0.00668100,-0.38461612,-0.03527316,0.00668100,-1.16704233,-1.30439512,3829,-66,109,2026-05-03T23:57:26.377Z,2026-05-03 19:57:26.377,102632,85
14.840,0.17641082,-0.06535125,0.15799302,0.42809719,-0.06472048,0.17114770,-0.42809719,-0.06472048,0.17114770,-1.07979637,-1.17667387,3834,-95,229,2026-05-03T23:57:26.417Z,2026-05-03 19:57:26.417,102632,86
14.880,0.22199779,-0.09600505,0.31036242,0.31504642,-0.11041461,0.27530995,-0.31504642,-0.11041461,0.27530995,-0.92764695,-1.06206769,3821,-140,305,2026-05-03T23:57:26.457Z,2026-05-03 19:57:26.457,102632,87
14.920,0.20812786,-0.09120957,0.26786918,0.46288204,-0.09416781,0.29175662,-0.46288204,-0.09416781,0.29175662,-0.96883786,-1.05243651,3838,-124,317,2026-05-03T23:57:26.497Z,2026-05-03 19:57:26.497,102632,88
14.960,0.21473613,-0.10908923,0.19554183,0.24547671,-0.10939918,0.26297494,-0.24547671,-0.10939918,0.26297494,-1.01908136,-1.07512016,3813,-139,296,2026-05-03T23:57:26.537Z,2026-05-03 19:57:26.537,102632,89
15.000,0.18172165,-0.02829890,0.17010719,0.25417292,-0.04948911,0.14647770,-0.25417292,-0.04948911,0.14647770,-1.08313019,-1.21485793,3814,-80,211,2026-05-03T23:57:26.577Z,2026-05-03 19:57:26.577,102632,90
15.040,0.13858863,0.00472278,0.05276612,0.24547671,-0.00785668,0.05053879,-0.24547671,-0.00785668,0.05053879,-1.19633793,-1.31738413,3813,-39,141,2026-05-03T23:57:26.617Z,2026-05-03 19:57:26.617,102632,91
15.080,0.05986568,0.07507699,-0.09288487,0.19329943,0.07540817,-0.08240513,-0.19329943,0.07540817,-0.08240513,-1.13202343,-1.24665886,3807,43,44,2026-05-03T23:57:26.657Z,2026-05-03 19:57:26.657,102632,92
15.120,0.02193252,0.13990540,-0.15312359,0.12372972,0.15258047,-0.18519681,-0.12372972,0.15258047,-0.18519681,-1.03396358,-1.10183396,3799,119,-31,2026-05-03T23:57:26.697Z,2026-05-03 19:57:26.697,102632,93
15.160,0.01986954,0.14112725,-0.19143592,-0.06758697,0.14141080,-0.21534904,0.06758697,0.14141080,-0.21534904,-1.00636795,-1.09141257,3777,108,-53,2026-05-03T23:57:26.737Z,2026-05-03 19:57:26.737,102632,94
15.200,-0.05246888,0.22719535,-0.19341710,0.21069186,0.22264480,-0.21534904,-0.21069186,0.22264480,-0.21534904,-0.92388375,-1.00722894,3809,188,-53,2026-05-03T23:57:26.777Z,2026-05-03 19:57:26.777,102632,95
15.240,-0.05801337,0.24585358,-0.12337179,0.25417292,0.24904585,-0.16875014,-0.25417292,0.24904585,-0.16875014,-0.93621504,-1.00008962,3814,214,-19,2026-05-03T23:57:26.817Z,2026-05-03 19:57:26.817,102632,96
15.280,-0.00495874,0.17950476,-0.03468691,0.06285623,0.20030545,-0.04677067,-0.06285623,0.20030545,-0.04677067,-1.03960127,-1.10496747,3792,166,70,2026-05-03T23:57:26.857Z,2026-05-03 19:57:26.857,102632,97
15.320,-0.02852709,0.22796705,0.05688460,0.24547671,0.23076820,0.01764545,-0.24547671,0.23076820,0.01764545,-0.97671316,-1.06470371,3813,196,117,2026-05-03T23:57:26.897Z,2026-05-03 19:57:26.897,102632,98
15.360,-0.03260647,0.24924349,0.15688322,0.16721079,0.26123095,0.12317825,-0.16721079,0.26123095,0.12317825,-0.91904706,-1.00396817,3804,226,194,2026-05-03T23:57:26.937Z,2026-05-03 19:57:26.937,102632,99
15.400,-0.04686847,0.27938742,0.23598578,0.24547671,0.30895592,0.23145216,-0.24547671,0.30895592,0.23145216,-0.84704192,-0.89870244,3813,273,273,2026-05-03T23:57:26.977Z,2026-05-03 19:57:26.977,102632,100
15.440,-0.10191186,0.35595873,0.28105058,0.34113506,0.38409737,0.25063994,-0.34113506,0.38409737,0.25063994,-0.74282583,-0.79772579,3824,347,287,2026-05-03T23:57:27.017Z,2026-05-03 19:57:27.017,102633,1
15.480,-0.06636766,0.30771236,0.24349895,0.13242594,0.33231070,0.22322882,-0.13242594,0.33231070,0.22322882,-0.81350704,-0.87549748,3800,296,267,2026-05-03T23:57:27.057Z,2026-05-03 19:57:27.057,102633,2
15.520,-0.07155711,0.30512631,0.14495072,0.25417292,0.33027985,0.14784825,-0.25417292,0.33027985,0.14784825,-0.86017535,-0.90591097,3814,294,212,2026-05-03T23:57:27.097Z,2026-05-03 19:57:27.097,102633,3
15.560,-0.03980247,0.28401984,0.08655976,0.23678050,0.31098677,0.05053879,-0.23678050,0.31098677,0.05053879,-0.90270338,-0.95339279,3812,275,141,2026-05-03T23:57:27.137Z,2026-05-03 19:57:27.137,102633,4
15.600,-0.00752587,0.21766413,-0.04518320,0.10633730,0.22467565,-0.02758289,-0.10633730,0.22467565,-0.02758289,-0.99143602,-1.07421031,3797,190,84,2026-05-03T23:57:27.177Z,2026-05-03 19:57:27.177,102633,5
15.640,-0.01439536,0.23418183,-0.10946379,0.16721079,0.24701500,-0.14545069,-0.16721079,0.24701500,-0.14545069,-0.95508197,-1.01379246,3804,212,-2,2026-05-03T23:57:27.217Z,2026-05-03 19:57:27.217,102633,6
15.680,0.01775997,0.17433722,-0.15430719,0.04546380,0.18710492,-0.17834403,-0.04546380,0.18710492,-0.17834403,-0.99988311,-1.06987718,3790,153,-26,2026-05-03T23:57:27.257Z,2026-05-03 19:57:27.257,102633,7
15.720,-0.02186277,0.24041734,-0.11412439,0.19329943,0.24295330,-0.17423237,-0.19329943,0.24295330,-0.17423237,-0.94621165,-1.00582393,3807,208,-23,2026-05-03T23:57:27.297Z,2026-05-03 19:57:27.297,102633,8
15.760,-0.04553361,0.27794278,-0.04650021,0.21069186,0.28357030,-0.09885180,-0.21069186,0.28357030,-0.09885180,-0.91737428,-0.98143682,3809,248,32,2026-05-03T23:57:27.337Z,2026-05-03 19:57:27.337,102633,9
15.800,-0.06189649,0.30045948,0.03065805,0.21069186,0.31098677,0.00531045,-0.21069186,0.31098677,0.00531045,-0.89121012,-0.95676106,3809,275,108,2026-05-03T23:57:27.377Z,2026-05-03 19:57:27.377,102633,10
15.840,-0.05282387,0.29935474,0.11957852,0.43679340,0.30692507,0.07383824,-0.43679340,0.30692507,0.07383824,-0.87546574,-0.95140525,3835,271,158,2026-05-03T23:57:27.417Z,2026-05-03 19:57:27.417,102633,11
15.880,-0.05028456,0.28971787,0.14417869,0.22808428,0.29575540,0.15058937,-0.22808428,0.29575540,0.15058937,-0.87846240,-0.94961288,3811,260,214,2026-05-03T23:57:27.457Z,2026-05-03 19:57:27.457,102633,12
15.920,-0.04589808,0.30253336,0.18867866,0.24547671,0.31301762,0.16566548,-0.24547671,0.31301762,0.16566548,-0.84604128,-0.92200899,3813,277,225,2026-05-03T23:57:27.497Z,2026-05-03 19:57:27.497,102633,13
15.960,-0.04585103,0.28352603,0.15967618,0.14112215,0.30083252,0.15470103,-0.14112215,0.30083252,0.15470103,-0.87954784,-0.94261168,3801,265,217,2026-05-03T23:57:27.537Z,2026-05-03 19:57:27.537,102633,14
16.000,-0.08756546,0.34037576,0.12518997,0.34983127,0.35160377,0.07932046,-0.34983127,0.35160377,0.07932046,-0.82494458,-0.89283355,3825,315,162,2026-05-03T23:57:27.577Z,2026-05-03 19:57:27.577,102633,15
16.040,-0.07389058,0.32065878,0.08422662,0.21938807,0.34246495,0.03683323,-0.21938807,0.34246495,0.03683323,-0.85867954,-0.91236731,3810,306,131,2026-05-03T23:57:27.617Z,2026-05-03 19:57:27.617,102633,16
16.080,-0.09450001,0.34095224,0.01114426,0.13242594,0.35871175,0.00119878,-0.13242594,0.35871175,0.00119878,-0.84180664,-0.89251676,3800,322,105,2026-05-03T23:57:27.657Z,2026-05-03 19:57:27.657,102633,17
16.120,-0.06728207,0.32281995,-0.00921821,0.25417292,0.34348037,-0.03854734,-0.25417292,0.34348037,-0.03854734,-0.86469114,-0.91040594,3814,307,76,2026-05-03T23:57:27.697Z,2026-05-03 19:57:27.697,102633,18
16.160,-0.06172860,0.30808904,-0.02425022,0.18460322,0.32824900,-0.04951179,-0.18460322,0.32824900,-0.04951179,-0.88228775,-0.93080854,3806,292,68,2026-05-03T23:57:27.737Z,2026-05-03 19:57:27.737,102633,19
16.200,-0.07491732,0.31342423,-0.03323367,0.12372972,0.31200220,-0.04402956,-0.12372972,0.31200220,-0.04402956,-0.87485424,-0.95395963,3799,276,72,2026-05-03T23:57:27.777Z,2026-05-03 19:57:27.777,102633,20
16.240,-0.15422879,0.41757177,0.00367934,0.16721079,0.42776065,-0.02073011,-0.16721079,0.42776065,-0.02073011,-0.74618816,-0.79773219,3804,390,89,2026-05-03T23:57:27.817Z,2026-05-03 19:57:27.817,102633,21
16.280,-0.16607363,0.44620679,0.06928827,0.26286914,0.48259360,0.03135101,-0.26286914,0.48259360,0.03135101,-0.70643220,-0.72177267,3815,444,127,2026-05-03T23:57:27.857Z,2026-05-03 19:57:27.857,102633,22
16.320,-0.11038642,0.37810792,0.09076339,0.17590700,0.40948300,0.06424435,-0.17590700,0.40948300,0.06424435,-0.78730816,-0.81920470,3805,372,151,2026-05-03T23:57:27.897Z,2026-05-03 19:57:27.897,102633,23
16.360,-0.07292019,0.33255788,0.10300527,0.28026156,0.35566547,0.05327990,-0.28026156,0.35566547,0.05327990,-0.84024598,-0.89211188,3817,319,143,2026-05-03T23:57:27.937Z,2026-05-03 19:57:27.937,102633,24
16.400,-0.02204016,0.26630781,0.09961626,0.07155244,0.28966285,0.09576713,-0.07155244,0.28966285,0.09576713,-0.92055620,-0.97538074,3793,254,174,2026-05-03T23:57:27.977Z,2026-05-03 19:57:27.977,102633,25
16.440,-0.05648302,0.30473587,0.11445242,0.20199564,0.30083252,0.10673158,-0.20199564,0.30083252,0.10673158,-0.87058365,-0.95681353,3808,265,182,2026-05-03T23:57:28.017Z,2026-05-03 19:57:28.017,102633,26
16.480,-0.10941584,0.38034491,0.11875539,0.09764108,0.39120535,0.09165546,-0.09764108,0.39120535,0.09165546,-0.77866530,-0.84040780,3796,354,171,2026-05-03T23:57:28.057Z,2026-05-03 19:57:28.057,102633,27
16.520,-0.10421663,0.35757331,0.07946383,0.23678050,0.38612822,0.05876212,-0.23678050,0.38612822,0.05876212,-0.81433859,-0.85086664,3812,349,147,2026-05-03T23:57:28.097Z,2026-05-03 19:57:28.097,102633,28
16.560,-0.10608391,0.36003995,0.03693936,0.19329943,0.36378887,0.03957434,-0.19329943,0.36378887,0.03957434,-0.81669794,-0.88348023,3807,327,133,2026-05-03T23:57:28.137Z,2026-05-03 19:57:28.137,102633,29
16.600,-0.10991988,0.37660589,0.03149537,0.21069186,0.39729790,-0.00565400,-0.21069186,0.39729790,-0.00565400,-0.79667196,-0.83923110,3809,360,100,2026-05-03T23:57:28.177Z,2026-05-03 19:57:28.177,102633,30
16.640,-0.11868476,0.37982125,0.00552428,0.06285623,0.39425162,-0.01935956,-0.06285623,0.39425162,-0.01935956,-0.79352312,-0.84400914,3792,357,90,2026-05-03T23:57:28.217Z,2026-05-03 19:57:28.217,102633,31
16.680,-0.09674976,0.35634457,0.00365664,0.28026156,0.38003567,-0.02347123,-0.28026156,0.38003567,-0.02347123,-0.82293103,-0.86140358,3817,343,87,2026-05-03T23:57:28.257Z,2026-05-03 19:57:28.257,102633,32
16.720,-0.16248955,0.43493238,0.02806094,0.14981836,0.41760640,0.01216323,-0.14981836,0.41760640,0.01216323,-0.72391288,-0.81194478,3802,380,113,2026-05-03T23:57:28.297Z,2026-05-03 19:57:28.297,102633,33
16.760,-0.15867161,0.45107349,0.09196970,0.32374263,0.48970157,0.02998045,-0.32374263,0.48970157,0.02998045,-0.69752102,-0.71148790,3822,451,126,2026-05-03T23:57:28.337Z,2026-05-03 19:57:28.337,102633,34
16.800,-0.14538951,0.40758812,0.06551324,0.14981836,0.41354470,0.07383824,-0.14981836,0.41354470,0.07383824,-0.75457300,-0.81270343,3802,376,158,2026-05-03T23:57:28.377Z,2026-05-03 19:57:28.377,102633,35
16.840,-0.21489989,0.51293687,0.11592838,0.13242594,0.51407177,0.08480269,-0.13242594,0.51407177,0.08480269,-0.61696461,-0.67535803,3800,475,166,2026-05-03T23:57:28.417Z,2026-05-03 19:57:28.417,102633,36
16.880,-0.24749398,0.53336125,0.11139834,0.18460322,0.55265793,0.09165546,-0.18460322,0.55265793,0.09165546,-0.59196511,-0.62197880,3806,513,171,2026-05-03T23:57:28.457Z,2026-05-03 19:57:28.457,102633,37
16.920,-0.38252001,0.72245148,0.14313415,0.11503351,0.71411050,0.08754380,-0.11503351,0.71411050,0.08754380,-0.35324868,-0.40364243,3798,672,168,2026-05-03T23:57:28.497Z,2026-05-03 19:57:28.497,102633,38
16.960,-0.54843232,0.90862497,0.11971476,0.28895778,0.92938061,0.10536102,-0.28895778,0.92938061,0.10536102,-0.12350134,-0.10866666,3818,884,181,2026-05-03T23:57:28.537Z,2026-05-03 19:57:28.537,102633,39
17.000,-0.81258531,1.30302934,0.18266699,0.05416002,1.25736288,0.15744214,-0.05416002,1.25736288,0.15744214,0.37384505,0.34114585,3791,1207,219,2026-05-03T23:57:28.577Z,2026-05-03 19:57:28.577,102633,40
17.040,-0.78322051,1.10617169,0.07225437,0.23678050,1.35788996,-0.00291289,-0.23678050,1.35788996,-0.00291289,0.12441862,0.47136766,3812,1306,102,2026-05-03T23:57:28.617Z,2026-05-03 19:57:28.617,102633,41
17.080,-0.92935418,1.38289180,0.27660568,0.11503351,1.30001074,0.09165546,-0.11503351,1.30001074,0.09165546,0.48836167,0.39448556,3798,1249,171,2026-05-03T23:57:28.657Z,2026-05-03 19:57:28.657,102633,42
17.120,-0.78941837,1.05932857,0.13577426,-0.02410590,1.27970223,0.19718826,0.02410590,1.27970223,0.19718826,0.07277019,0.37559996,3782,1229,248,2026-05-03T23:57:28.697Z,2026-05-03 19:57:28.697,102633,43
17.160,-1.04713981,1.39645370,0.28420683,0.08894487,1.40256866,0.07109713,-0.08894487,1.40256866,0.07109713,0.51199837,0.53337316,3795,1350,156,2026-05-03T23:57:28.737Z,2026-05-03 19:57:28.737,102633,44
17.200,-0.94176816,1.10128896,0.17934608,-0.39804308,1.24213151,0.29175662,0.39804308,1.24213151,0.29175662,0.13716314,0.33961416,3739,1192,317,2026-05-03T23:57:28.777Z,2026-05-03 19:57:28.777,102633,45
17.240,-1.19390847,1.37469723,0.30576144,-0.10237182,1.47567926,0.10947269,0.10237182,1.47567926,0.10947269,0.49824271,0.63487879,3773,1422,184,2026-05-03T23:57:28.817Z,2026-05-03 19:57:28.817,102633,46
17.280,-1.21450829,1.19463291,0.17120280,-0.75458782,1.25634746,0.30409162,0.75458782,1.25634746,0.30409162,0.26639463,0.36387201,3698,1206,326,2026-05-03T23:57:28.857Z,2026-05-03 19:57:28.857,102633,47
17.320,-1.41960439,1.33115677,0.27009446,-0.61544841,1.50918829,0.11221380,0.61544841,1.50918829,0.11221380,0.45674724,0.68296916,3714,1455,186,2026-05-03T23:57:28.897Z,2026-05-03 19:57:28.897,102633,48
17.360,-1.55886864,1.30302705,0.18368313,-1.27636062,1.33656604,0.31094440,1.27636062,1.33656604,0.31094440,0.42372109,0.47992055,3638,1285,331,2026-05-03T23:57:28.937Z,2026-05-03 19:57:28.937,102633,49
17.400,1.02309156,1.56142879,-0.19466599,3.51525291,1.56199039,0.66865947,-3.51525291,1.56199039,0.66865947,0.69845879,0.92337326,4189,1507,592,2026-05-03T23:57:28.977Z,2026-05-03 19:57:28.977,102633,50
17.440,5.11114055,-3.48071051,-0.67293993,1.73252918,-3.56184423,1.83500248,-1.73252918,-3.56184423,1.83500248,3.35682064,3.82901241,3984,-3539,1443,2026-05-03T23:57:29.017Z,2026-05-03 19:57:29.017,102633,51
17.480,-2.82515945,0.86125368,3.66640056,-0.71980297,0.94867368,-0.89925640,0.71980297,0.94867368,-0.89925640,2.61527488,0.20397922,3702,903,-552,2026-05-03T23:57:29.057Z,2026-05-03 19:57:29.057,102633,52
17.520,3.04197527,-2.50882181,-0.92964219,-2.48513427,-3.40242250,2.89992436,2.48513427,-3.40242250,2.89992436,2.09837369,4.12468892,3499,-3382,2220,2026-05-03T23:57:29.097Z,2026-05-03 19:57:29.097,102633,53
17.560,-1.23410978,-0.76234095,-0.20310730,-1.58942430,0.41252927,-0.78824138,1.58942430,0.41252927,-0.78824138,-0.23014664,-0.37426119,3602,375,-471,2026-05-03T23:57:29.137Z,2026-05-03 19:57:29.137,102633,54
17.600,-0.60144972,-0.74030431,-1.61664702,-0.71110675,-1.84374511,-0.53468855,0.71110675,-1.84374511,-0.53468855,0.58811797,1.19414284,3703,-1847,-286,2026-05-03T23:57:29.177Z,2026-05-03 19:57:29.177,102633,55
17.640,1.65926945,-1.28644575,0.15871112,-1.38941139,-0.85979827,-1.01575365,1.38941139,-0.85979827,-1.01575365,0.41075334,0.19277418,3625,-878,-637,2026-05-03T23:57:29.217Z,2026-05-03 19:57:29.217,102633,56
17.680,-1.70689702,-0.38178330,-2.69190396,-1.68508264,-0.90346154,-0.95133752,1.68508264,-0.90346154,-0.95133752,1.49195562,0.20445852,3591,-921,-590,2026-05-03T23:57:29.257Z,2026-05-03 19:57:29.257,102633,57
17.720,1.24309445,-1.50437777,-1.11157034,-0.49370142,-1.40914320,-1.29808815,0.49370142,-1.40914320,-1.29808815,0.92799883,0.94757985,3728,-1419,-843,2026-05-03T23:57:29.297Z,2026-05-03 19:57:29.297,102633,58
17.760,-0.17931822,-0.62945961,-0.47923249,-1.43289246,-0.48307559,-1.39813872,1.43289246,-0.48307559,-1.39813872,-0.35177950,0.19422090,3620,-507,-916,2026-05-03T23:57:29.337Z,2026-05-03 19:57:29.337,102633,59
17.800,0.18195492,-0.89119621,-0.09440055,-0.47630900,-1.46803785,0.35343163,0.47630900,-1.46803785,0.35343163,-0.15829689,0.65438591,3730,-1477,362,2026-05-03T23:57:29.377Z,2026-05-03 19:57:29.377,102633,60
