relative_time_s,lord_ch1_norm,lord_ch2_norm,lord_ch3_norm,our_x_norm_original,our_y_norm_original,our_z_norm_original,our_mapped_to_lord_ch1_norm,our_mapped_to_lord_ch2_norm,our_mapped_to_lord_ch3_norm,lord_dynamic_magnitude_norm,our_dynamic_magnitude_norm,our_x_raw,our_y_raw,our_z_raw,sample_ts_utc,sample_ts_et,batch_id,sample_in_batch
4.160,0.58565244,-1.25030290,-4.33382468,-1.87639934,-0.84152062,-3.36351578,1.87639934,-0.84152062,-3.36351578,3.29870575,2.22026079,3569,-860,-2350,2026-05-03T23:57:15.737Z,2026-05-03 19:57:15.737,102630,19
4.200,-0.37589280,-0.67511305,-3.88549842,-1.23287955,-1.11974707,-2.57681674,1.23287955,-1.11974707,-2.57681674,2.67312545,1.64503413,3643,-1134,-1776,2026-05-03T23:57:15.777Z,2026-05-03 19:57:15.777,102630,20
4.240,0.84224537,-0.96771239,-1.66253771,-0.99808179,-1.01312744,-0.81291138,0.99808179,-1.01312744,-0.81291138,0.78595252,0.23411976,3670,-1029,-489,2026-05-03T23:57:15.817Z,2026-05-03 19:57:15.817,102630,21
4.280,-0.02017337,-0.92809469,-0.86446751,-0.26759988,-1.32283207,1.58967299,0.26759988,-1.32283207,1.58967299,0.16617215,1.03550584,3754,-1334,1264,2026-05-03T23:57:15.857Z,2026-05-03 19:57:15.857,102630,22
4.320,0.68013103,-1.30353764,0.52695277,0.23678050,-1.12583962,2.16941810,-0.23678050,-1.12583962,2.16941810,0.44054115,1.29640873,3812,-1140,1687,2026-05-03T23:57:15.897Z,2026-05-03 19:57:15.897,102630,23
4.360,0.91061555,-1.13111436,1.89467832,0.16721079,-0.93697057,1.63764244,-0.16721079,-0.93697057,1.63764244,1.09085732,0.71016058,3804,-954,1299,2026-05-03T23:57:15.937Z,2026-05-03 19:57:15.937,102630,24
4.400,0.79949427,-0.88380089,2.12412660,1.24554124,0.24803042,2.29139757,-1.24554124,0.24803042,2.29139757,1.11751599,0.96780016,3928,213,1776,2026-05-03T23:57:15.977Z,2026-05-03 19:57:15.977,102630,25
4.440,0.41259920,-0.25908773,0.71884651,2.22821334,1.40764579,1.72672857,-2.22821334,1.40764579,1.72672857,-0.47358711,1.23808718,4041,1355,1364,2026-05-03T23:57:16.017Z,2026-05-03 19:57:16.017,102630,26
4.480,-0.59975103,1.45943787,1.88989008,0.29765399,1.49700319,0.12043714,-0.29765399,1.49700319,0.12043714,1.33984420,0.66505791,3819,1443,192,2026-05-03T23:57:16.057Z,2026-05-03 19:57:16.057,102630,27
4.520,-1.14604316,1.41880276,1.37416382,-0.39804308,1.33351976,0.01353378,0.39804308,1.33351976,0.01353378,0.98132880,0.43887071,3739,1282,114,2026-05-03T23:57:16.097Z,2026-05-03 19:57:16.097,102630,28
4.560,-1.19545755,1.30179605,0.67149115,0.96726241,1.78030677,-0.05088234,-0.96726241,1.78030677,-0.05088234,0.51326486,1.05304145,3896,1722,67,2026-05-03T23:57:16.137Z,2026-05-03 19:57:16.137,102630,29
4.600,-1.24857767,1.73488572,0.55944648,-0.60675219,1.17308261,0.20678215,0.60675219,1.17308261,0.20678215,0.98102571,0.23519673,3715,1124,255,2026-05-03T23:57:16.177Z,2026-05-03 19:57:16.177,102630,30
4.640,-0.86970924,0.98800055,0.02347414,0.88030028,1.83412429,-1.14184478,-0.88030028,1.83412429,-1.14184478,-0.01527759,1.37813900,3886,1775,-729,2026-05-03T23:57:16.217Z,2026-05-03 19:57:16.217,102630,31
4.680,-1.16371241,1.86492376,-0.10504444,-0.81546131,1.09794116,-0.18793793,0.81546131,1.09794116,-0.18793793,1.06807879,0.13371690,3691,1050,-33,2026-05-03T23:57:16.257Z,2026-05-03 19:57:16.257,102630,32
4.720,-0.72395888,0.85973095,-0.99466353,1.14118668,1.26853256,-0.57991689,-1.14118668,1.26853256,-0.57991689,0.20067253,0.45465706,3916,1218,-319,2026-05-03T23:57:16.297Z,2026-05-03 19:57:16.297,102630,33
4.760,-2.44728998,1.56442382,-0.51709352,-0.79806889,-1.70564730,0.09302602,0.79806889,-1.70564730,0.09302602,0.86968243,0.95106596,3693,-1711,172,2026-05-03T23:57:16.337Z,2026-05-03 19:57:16.337,102630,34
4.800,0.95355297,-1.58612587,-0.89304703,1.00204727,-0.81511957,0.44251776,-1.00204727,-0.81511957,0.44251776,0.90422669,-0.17272000,3900,-834,427,2026-05-03T23:57:16.377Z,2026-05-03 19:57:16.377,102630,35
4.840,1.00161405,-0.61449675,2.99294887,-1.28505683,-1.60410480,0.10536102,1.28505683,-1.60410480,0.10536102,1.80958080,0.81922235,3637,-1611,181,2026-05-03T23:57:16.417Z,2026-05-03 19:57:16.417,102630,36
4.880,0.56596658,-1.54010035,-0.95313246,-0.41543550,-0.93189344,-0.01661845,0.41543550,-0.93189344,-0.01661845,0.86567675,-0.10870329,3737,-949,92,2026-05-03T23:57:16.457Z,2026-05-03 19:57:16.457,102630,37
4.920,0.00525243,-0.78385396,0.06922016,-1.04156286,-1.33400175,-0.86499251,1.04156286,-1.33400175,-0.86499251,-0.29375023,0.64441743,3665,-1345,-527,2026-05-03T23:57:16.497Z,2026-05-03 19:57:16.497,102630,38
4.960,0.83250885,-1.22650466,-0.94059824,-0.38065065,-0.86792167,-1.76407713,0.38065065,-0.86792167,-1.76407713,0.53177045,0.75990061,3741,-886,-1183,2026-05-03T23:57:16.537Z,2026-05-03 19:57:16.537,102630,39
5.000,0.47574502,-0.64185712,0.14740022,-1.25027198,-1.30049272,-0.92529696,1.25027198,-1.30049272,-0.92529696,-0.44512111,0.63405094,3641,-1312,-571,2026-05-03T23:57:16.577Z,2026-05-03 19:57:16.577,102630,40
5.040,0.71058777,-1.31230644,-1.97626572,-0.75458782,-0.78262597,-0.86499251,0.75458782,-0.78262597,-0.86499251,1.28536268,0.00341049,3698,-802,-527,2026-05-03T23:57:16.617Z,2026-05-03 19:57:16.617,102630,41
5.080,-0.06912058,-0.66668652,-1.12550101,-0.61544841,-1.13396302,-0.47438409,0.61544841,-1.13396302,-0.47438409,0.12142068,0.24091718,3714,-1148,-242,2026-05-03T23:57:16.657Z,2026-05-03 19:57:16.657,102630,42
5.120,1.38538197,-1.17670803,-0.83097754,0.45418583,0.34449580,-0.88966251,-0.45418583,0.34449580,-0.88966251,0.45843343,-0.36481041,3837,308,-545,2026-05-03T23:57:16.697Z,2026-05-03 19:57:16.697,102630,43
5.160,-0.40968208,0.48819469,0.17857689,1.08900940,0.81565300,-0.71286081,-1.08900940,0.81565300,-0.71286081,-0.62340926,-0.04486736,3910,772,-416,2026-05-03T23:57:16.737Z,2026-05-03 19:57:16.737,102630,44
5.200,-0.20256006,0.83585008,-0.50675898,0.40200855,1.28173308,-0.08651679,-0.40200855,1.28173308,-0.08651679,-0.11485157,0.37037928,3831,1231,41,2026-05-03T23:57:16.777Z,2026-05-03 19:57:16.777,102630,45
5.240,-0.81237049,1.22747546,-0.18250356,0.51505932,1.40764579,0.93865897,-0.51505932,1.40764579,0.93865897,0.28229932,0.76218701,3844,1355,789,2026-05-03T23:57:16.817Z,2026-05-03 19:57:16.817,102630,46
5.280,-1.11517604,1.25528824,0.06487177,1.00204727,1.26040916,0.57409112,-1.00204727,1.26040916,0.57409112,0.32419421,0.44024940,3900,1210,523,2026-05-03T23:57:16.857Z,2026-05-03 19:57:16.857,102630,47
5.320,-0.56700743,1.22998572,1.38022937,0.25417292,0.41151385,1.46358185,-0.25417292,0.41151385,1.46358185,0.78608257,0.20110055,3814,374,1172,2026-05-03T23:57:16.897Z,2026-05-03 19:57:16.897,102630,48
5.360,-0.04414340,0.27732270,1.30570805,0.93247756,-0.03019603,1.62393688,-0.93247756,-0.03019603,1.62393688,0.07323748,0.26697797,3892,-61,1289,2026-05-03T23:57:16.937Z,2026-05-03 19:57:16.937,102630,49
5.400,0.15740653,-0.03970192,1.61297867,0.19329943,-0.63437391,1.63078966,-0.19329943,-0.63437391,1.63078966,0.33422081,0.48045225,3807,-656,1294,2026-05-03T23:57:16.977Z,2026-05-03 19:57:16.977,102630,50
5.440,0.42398691,-0.63513013,1.05211662,0.25417292,-0.64452817,1.26896292,-0.25417292,-0.64452817,1.26896292,0.04617198,0.17389874,3814,-666,1030,2026-05-03T23:57:17.017Z,2026-05-03 19:57:17.017,102630,51
5.480,0.56073965,-0.62347218,1.06862738,0.60202145,-0.19063318,0.57546167,-0.60202145,-0.19063318,0.57546167,0.05550444,-0.73792999,3854,-219,524,2026-05-03T23:57:17.057Z,2026-05-03 19:57:17.057,102630,52
5.520,0.41207675,-0.14493353,0.96447343,0.00198274,0.04799169,-0.48397798,-0.00198274,0.04799169,-0.48397798,-0.28441265,-0.88879860,3785,16,-249,2026-05-03T23:57:17.097Z,2026-05-03 19:57:17.097,102630,53
5.560,0.02945555,0.06395415,-0.49492868,-0.11976425,0.35871175,-1.31590537,0.11976425,0.35871175,-1.31590537,-0.76754691,0.03557192,3771,322,-856,2026-05-03T23:57:17.137Z,2026-05-03 19:57:17.137,102630,54
5.600,-0.24769004,0.38595338,-1.37024800,-0.27629609,0.40846757,-1.89976216,0.27629609,0.40846757,-1.89976216,0.17572692,0.61846860,3753,371,-1282,2026-05-03T23:57:17.177Z,2026-05-03 19:57:17.177,102630,55
5.640,-0.31727570,0.40322672,-1.76677691,-0.34586580,-0.03019603,-1.94361994,0.34586580,-0.03019603,-1.94361994,0.55703202,0.58427235,3745,-61,-1314,2026-05-03T23:57:17.217Z,2026-05-03 19:57:17.217,102630,56
5.680,0.06396355,0.00735707,-1.83413423,-0.32847337,-0.27085176,-1.45570207,0.32847337,-0.27085176,-1.45570207,0.55178087,0.13622382,3747,-298,-958,2026-05-03T23:57:17.257Z,2026-05-03 19:57:17.257,102630,57
5.720,0.10454767,-0.23548935,-1.03530899,-0.34586580,-0.81207329,-0.56072911,0.34586580,-0.81207329,-0.56072911,-0.19814146,-0.13624360,3745,-831,-305,2026-05-03T23:57:17.297Z,2026-05-03 19:57:17.297,102630,58
5.760,0.54743879,-0.77238206,-0.65944346,-0.08497940,-0.75520949,0.30820329,0.08497940,-0.75520949,0.30820329,-0.09625055,-0.30554537,3775,-775,329,2026-05-03T23:57:17.337Z,2026-05-03 19:57:17.337,102630,59
5.800,0.51755991,-0.70517659,0.32518158,0.47157826,-0.48510644,0.75363393,-0.47157826,-0.48510644,0.75363393,-0.32230460,-0.37016180,3839,-509,654,2026-05-03T23:57:17.377Z,2026-05-03 19:57:17.377,102630,60
5.840,0.48586218,-0.44923681,0.81486008,0.67159116,-0.16524756,0.93043563,-0.67159116,-0.16524756,0.93043563,-0.27379111,-0.40906920,3862,-194,783,2026-05-03T23:57:17.417Z,2026-05-03 19:57:17.417,102630,61
5.880,0.30909494,-0.13861995,0.95323345,0.70637601,0.19827460,0.85916673,-0.70637601,0.19827460,0.85916673,-0.30026037,-0.46559471,3866,164,731,2026-05-03T23:57:17.457Z,2026-05-03 19:57:17.457,102630,62
5.920,0.03781878,0.20082258,0.60516128,0.70637601,0.71715678,0.58094390,-0.70637601,0.71715678,0.58094390,-0.61545692,-0.23535068,3866,675,528,2026-05-03T23:57:17.497Z,2026-05-03 19:57:17.497,102630,63
5.960,-0.29031827,0.70619561,0.57661011,0.70637601,0.94359656,0.38906608,-0.70637601,0.94359656,0.38906608,-0.21805582,-0.03110105,3866,898,388,2026-05-03T23:57:17.537Z,2026-05-03 19:57:17.537,102630,64
6.000,-0.43362372,0.85454506,0.37234111,0.62811009,0.53539570,0.10124936,-0.62811009,0.53539570,0.10124936,-0.13853798,-0.63788713,3857,496,178,2026-05-03T23:57:17.577Z,2026-05-03 19:57:17.577,102630,65
6.040,-0.10517798,0.42847412,0.19075066,0.14981836,-0.04339656,-0.03169456,-0.14981836,-0.04339656,-0.03169456,-0.70128594,-1.31117775,3802,-74,81,2026-05-03T23:57:17.617Z,2026-05-03 19:57:17.617,102630,66
6.080,0.22095282,-0.06155713,0.00396602,0.03676759,-0.29725281,-0.03443567,-0.03676759,-0.29725281,-0.03443567,-1.16208867,-0.97533511,3789,-324,79,2026-05-03T23:57:17.657Z,2026-05-03 19:57:17.657,102630,67
6.120,0.30227111,-0.28508616,-0.02784928,-0.05019454,-0.45768996,-0.15230347,0.05019454,-0.45768996,-0.15230347,-0.89893037,-0.73910265,3779,-482,-7,2026-05-03T23:57:17.697Z,2026-05-03 19:57:17.697,102630,68
6.160,0.34294929,-0.44564250,-0.25373816,-0.11976425,-0.44245859,-0.39078019,0.11976425,-0.44245859,-0.39078019,-0.65005471,-0.66058375,3771,-467,-181,2026-05-03T23:57:17.737Z,2026-05-03 19:57:17.737,102630,69
6.200,0.32803264,-0.38279154,-0.31875954,-0.08497940,-0.23835816,-0.59499301,0.08497940,-0.23835816,-0.59499301,-0.68685038,-0.69841748,3775,-266,-330,2026-05-03T23:57:17.777Z,2026-05-03 19:57:17.777,102630,70
6.240,0.16797249,-0.16036722,-0.55418250,0.16721079,0.11602517,-0.67174413,-0.16721079,0.11602517,-0.67174413,-0.67840830,-0.68453664,3804,83,-386,2026-05-03T23:57:17.817Z,2026-05-03 19:57:17.817,102630,71
6.280,0.03690440,0.17114717,-0.42495715,0.09764108,0.25310755,-0.49768354,-0.09764108,0.25310755,-0.49768354,-0.79299405,-0.77192828,3796,218,-259,2026-05-03T23:57:17.857Z,2026-05-03 19:57:17.857,102630,72
6.320,-0.03501452,0.23904621,-0.45509781,0.34113506,0.17898152,-0.20712571,-0.34113506,0.17898152,-0.20712571,-0.72521436,-1.05624889,3824,145,-47,2026-05-03T23:57:17.897Z,2026-05-03 19:57:17.897,102630,73
6.360,0.00230314,0.14008223,-0.17504433,0.21069186,-0.09112153,0.08343213,-0.21069186,-0.09112153,0.08343213,-1.01905012,-1.22862813,3809,-121,165,2026-05-03T23:57:17.937Z,2026-05-03 19:57:17.937,102630,74
6.400,0.19614263,-0.12167046,0.11607881,0.33243884,-0.27085176,0.34246718,-0.33243884,-0.27085176,0.34246718,-1.06545601,-0.87325461,3823,-298,354,2026-05-03T23:57:17.977Z,2026-05-03 19:57:17.977,102630,75
6.440,0.29225659,-0.23983237,0.42863734,0.37591991,-0.19266403,0.50693388,-0.37591991,-0.19266403,0.50693388,-0.73881351,-0.80331778,3828,-221,474,2026-05-03T23:57:18.017Z,2026-05-03 19:57:18.017,102630,76
6.480,0.23738931,-0.15375049,0.51984268,0.52375553,-0.01394923,0.47541110,-0.52375553,-0.01394923,0.47541110,-0.71061457,-0.89426239,3845,-45,451,2026-05-03T23:57:18.057Z,2026-05-03 19:57:18.057,102630,77
6.520,0.13971833,0.01246717,0.40402581,0.42809719,0.16984270,0.29449773,-0.42809719,0.16984270,0.29449773,-0.86135915,-0.99907787,3834,136,319,2026-05-03T23:57:18.097Z,2026-05-03 19:57:18.097,102630,78
6.560,0.02585285,0.18759598,0.21421548,0.35852748,0.29880167,-0.01113622,-0.35852748,0.29880167,-0.01113622,-0.94975419,-0.97061694,3826,263,96,2026-05-03T23:57:18.137Z,2026-05-03 19:57:18.137,102630,79
6.600,-0.03515466,0.25435361,0.04951902,0.21938807,0.09876294,-0.20301404,-0.21938807,0.09876294,-0.20301404,-0.94586424,-1.13453729,3810,66,-44,2026-05-03T23:57:18.177Z,2026-05-03 19:57:18.177,102630,80
6.640,0.07682576,0.05289796,-0.20839803,-0.05889076,-0.12361513,-0.35103407,0.05889076,-0.12361513,-0.35103407,-1.04620849,-0.98944410,3778,-153,-152,2026-05-03T23:57:18.217Z,2026-05-03 19:57:18.217,102630,81
6.680,0.17762410,-0.12346645,-0.31172605,0.04546380,-0.24140443,-0.40174463,-0.04546380,-0.24140443,-0.40174463,-0.91543839,-0.85944555,3790,-269,-189,2026-05-03T23:57:18.257Z,2026-05-03 19:57:18.257,102630,82
6.720,0.23594326,-0.21592392,-0.40280084,0.02807138,-0.18352521,-0.39489186,-0.02807138,-0.18352521,-0.39489186,-0.77884661,-0.91116807,3788,-212,-184,2026-05-03T23:57:18.297Z,2026-05-03 19:57:18.297,102630,83
6.760,0.19732821,-0.15087504,-0.38023013,0.20199564,0.01549809,-0.32225240,-0.20199564,0.01549809,-0.32225240,-0.83960402,-1.05445784,3808,-16,-131,2026-05-03T23:57:18.337Z,2026-05-03 19:57:18.337,102630,84
6.800,0.07923398,0.05122367,-0.20855981,0.29765399,0.13227197,-0.13859792,-0.29765399,0.13227197,-0.13859792,-1.04658661,-1.14918545,3819,99,3,2026-05-03T23:57:18.377Z,2026-05-03 19:57:18.377,102630,85
6.840,0.03464508,0.13423952,-0.07702121,0.25417292,0.13125655,0.07932046,-0.25417292,0.13125655,0.07932046,-1.08112793,-1.18219061,3814,98,162,2026-05-03T23:57:18.417Z,2026-05-03 19:57:18.417,102630,86
6.880,0.07789894,0.10103638,0.15812927,0.37591991,-0.01801093,0.26708661,-0.37591991,-0.01801093,0.26708661,-1.06229568,-1.10486347,3828,-49,299,2026-05-03T23:57:18.457Z,2026-05-03 19:57:18.457,102630,87
6.920,0.16547067,-0.04617855,0.26988726,0.28895778,-0.16220128,0.31505606,-0.28895778,-0.16220128,0.31505606,-0.98604333,-0.99190371,3818,-191,334,2026-05-03T23:57:18.497Z,2026-05-03 19:57:18.497,102630,88
6.960,0.28544248,-0.17418175,0.31210802,0.21069186,-0.13478481,0.29312717,-0.21069186,-0.13478481,0.29312717,-0.87745853,-1.03211590,3809,-164,318,2026-05-03T23:57:18.537Z,2026-05-03 19:57:18.537,102630,89
7.000,0.21252378,-0.09582132,0.29726619,0.33243884,0.02768319,0.17662993,-0.33243884,0.02768319,0.17662993,-0.94012629,-1.19251762,3823,-4,233,2026-05-03T23:57:18.577Z,2026-05-03 19:57:18.577,102630,90
7.040,0.06957360,0.06074109,0.15057352,0.41940098,0.09470124,-0.04677067,-0.41940098,0.09470124,-0.04677067,-1.09565608,-1.22961125,3833,62,70,2026-05-03T23:57:18.617Z,2026-05-03 19:57:18.617,102630,91
7.080,0.05773767,0.09684033,0.01586162,0.14981836,-0.18555606,-0.27154183,-0.14981836,-0.18555606,-0.27154183,-1.14198834,-1.00827472,3802,-214,-94,2026-05-03T23:57:18.657Z,2026-05-03 19:57:18.657,102630,92
7.120,0.32178923,-0.24903058,-0.25879894,0.02807138,-0.23328103,-0.34829296,-0.02807138,-0.23328103,-0.34829296,-0.85175887,-0.90776382,3788,-261,-150,2026-05-03T23:57:18.697Z,2026-05-03 19:57:18.697,102630,93
7.160,0.16602190,-0.11695766,-0.46508036,0.23678050,0.00229757,-0.49494243,-0.23678050,0.00229757,-0.49494243,-0.77871969,-0.88064371,3812,-29,-257,2026-05-03T23:57:18.737Z,2026-05-03 19:57:18.737,102630,94
7.200,0.12119044,-0.04156224,-0.35767359,-0.05019454,-0.26374379,-0.41956186,0.05019454,-0.26374379,-0.41956186,-0.90419763,-0.82609713,3779,-291,-202,2026-05-03T23:57:18.777Z,2026-05-03 19:57:18.777,102630,95
7.240,0.32464515,-0.26838470,-0.35878906,0.09764108,-0.30639164,-0.29758239,-0.09764108,-0.30639164,-0.29758239,-0.76811034,-0.86712934,3796,-333,-113,2026-05-03T23:57:18.817Z,2026-05-03 19:57:18.817,102630,96
7.280,0.27027500,-0.25766150,-0.23216084,0.14981836,-0.22921933,-0.19753182,-0.14981836,-0.22921933,-0.19753182,-0.86282880,-1.01063564,3802,-257,-40,2026-05-03T23:57:18.857Z,2026-05-03 19:57:18.857,102630,97
7.320,0.26896813,-0.17067013,-0.09699199,0.19329943,-0.17337096,-0.06321734,-0.19329943,-0.17337096,-0.06321734,-1.01813919,-1.13556446,3807,-202,58,2026-05-03T23:57:18.897Z,2026-05-03 19:57:18.897,102630,98
7.360,0.25205413,-0.14076735,-0.05724060,0.34113506,-0.03628858,-0.01798900,-0.34113506,-0.03628858,-0.01798900,-1.06548206,-1.30686879,3824,-67,91,2026-05-03T23:57:18.937Z,2026-05-03 19:57:18.937,102630,99
7.400,0.12627765,-0.00443640,0.03979761,0.29765399,-0.04035028,0.07932046,-0.29765399,-0.04035028,0.07932046,-1.20841679,-1.27438060,3819,-71,162,2026-05-03T23:57:18.977Z,2026-05-03 19:57:18.977,102630,100
7.440,0.20469251,-0.06073722,0.18025154,0.29765399,-0.13884651,0.26982772,-0.29765399,-0.13884651,0.26982772,-1.06044499,-1.04701370,3819,-168,301,2026-05-03T23:57:19.017Z,2026-05-03 19:57:19.017,102631,1
7.480,0.23558769,-0.10995049,0.27896438,0.29765399,-0.15610873,0.36165496,-0.29765399,-0.15610873,0.36165496,-0.94784125,-0.95667595,3819,-185,368,2026-05-03T23:57:19.057Z,2026-05-03 19:57:19.057,102631,2
7.520,0.23689510,-0.13636462,0.33348380,0.34113506,-0.08096728,0.36576663,-0.34113506,-0.08096728,0.36576663,-0.88629184,-0.99274920,3824,-111,371,2026-05-03T23:57:19.097Z,2026-05-03 19:57:19.097,102631,3
7.560,0.17776396,-0.03547144,0.37390788,0.32374263,-0.03628858,0.34520829,-0.32374263,-0.03628858,0.34520829,-0.88721630,-1.02625769,3822,-67,356,2026-05-03T23:57:19.137Z,2026-05-03 19:57:19.137,102631,4
7.600,0.17504768,-0.04331920,0.29587538,0.13242594,-0.02004178,0.20267049,-0.13242594,-0.02004178,0.20267049,-0.96136469,-1.17477567,3800,-51,252,2026-05-03T23:57:19.177Z,2026-05-03 19:57:19.177,102631,5
7.640,0.05192248,0.03507110,0.11274372,0.30635020,0.11094804,-0.04814123,-0.30635020,0.11094804,-0.04814123,-1.14310006,-1.21623008,3820,78,69,2026-05-03T23:57:19.217Z,2026-05-03 19:57:19.217,102631,6
7.680,-0.01866136,0.05033026,0.07919419,0.25417292,0.01448267,-0.08651679,-0.25417292,0.01448267,-0.08651679,-1.16366110,-1.28421167,3814,-17,41,2026-05-03T23:57:19.257Z,2026-05-03 19:57:19.257,102631,7
7.720,0.01674267,0.09866161,-0.06041958,0.09764108,0.09267039,-0.24550127,-0.09764108,0.09267039,-0.24550127,-1.12806491,-1.10354747,3796,60,-75,2026-05-03T23:57:19.297Z,2026-05-03 19:57:19.297,102631,8
7.760,0.00794093,0.08029736,-0.32811195,0.10633730,0.16476557,-0.41133853,-0.10633730,0.16476557,-0.41133853,-0.92427245,-0.90941632,3797,131,-196,2026-05-03T23:57:19.337Z,2026-05-03 19:57:19.337,102631,9
7.800,-0.04705562,0.19622463,-0.29606676,0.14112215,0.22366022,-0.31402906,-0.14112215,0.22366022,-0.31402906,-0.88336221,-0.94151750,3801,189,-125,2026-05-03T23:57:19.377Z,2026-05-03 19:57:19.377,102631,10
7.840,-0.06000170,0.24490507,-0.20431929,0.08024866,0.29270912,-0.17971459,-0.08024866,0.29270912,-0.17971459,-0.89964299,-0.94348853,3794,257,-27,2026-05-03T23:57:19.417Z,2026-05-03 19:57:19.417,102631,11
7.880,-0.12373454,0.31771671,-0.15839728,0.18460322,0.39323620,-0.03991790,-0.18460322,0.39323620,-0.03991790,-0.83975837,-0.84352491,3806,356,75,2026-05-03T23:57:19.457Z,2026-05-03 19:57:19.457,102631,12
7.920,-0.17607005,0.39766186,0.01520312,0.34983127,0.44705372,0.09302602,-0.34983127,0.44705372,0.09302602,-0.76976000,-0.76265707,3825,409,172,2026-05-03T23:57:19.497Z,2026-05-03 19:57:19.497,102631,13
7.960,-0.14885193,0.40662353,0.18721120,0.13242594,0.42776065,0.26708661,-0.13242594,0.42776065,0.26708661,-0.72682510,-0.73891763,3800,390,299,2026-05-03T23:57:19.537Z,2026-05-03 19:57:19.537,102631,14
8.000,-0.18347175,0.44889390,0.24227277,0.42809719,0.52321060,0.27805106,-0.42809719,0.52321060,0.27805106,-0.65742219,-0.61202562,3834,484,307,2026-05-03T23:57:19.577Z,2026-05-03 19:57:19.577,102631,15
8.040,-0.18015813,0.46251093,0.29924736,0.34983127,0.45010000,0.30683273,-0.34983127,0.45010000,0.30683273,-0.61826092,-0.69204744,3825,412,328,2026-05-03T23:57:19.617Z,2026-05-03 19:57:19.617,102631,16
8.080,-0.12456505,0.39353933,0.32372832,0.30635020,0.33941867,0.28764495,-0.30635020,0.33941867,0.28764495,-0.68061665,-0.83337663,3820,303,314,2026-05-03T23:57:19.657Z,2026-05-03 19:57:19.657,102631,17
8.120,-0.04335880,0.29521385,0.26592206,0.20199564,0.26935435,0.19033548,-0.20199564,0.26935435,0.19033548,-0.81409440,-0.96636340,3808,234,243,2026-05-03T23:57:19.697Z,2026-05-03 19:57:19.697,102631,18
8.160,-0.01155814,0.23598935,0.15181390,0.21069186,0.21655225,0.06972657,-0.21069186,0.21655225,0.06972657,-0.93602775,-1.07688666,3809,182,155,2026-05-03T23:57:19.737Z,2026-05-03 19:57:19.737,102631,19
8.200,-0.00164573,0.21882395,0.04683676,0.31504642,0.31606390,-0.06732901,-0.31504642,0.31606390,-0.06732901,-0.98976071,-0.94297292,3821,280,55,2026-05-03T23:57:19.777Z,2026-05-03 19:57:19.777,102631,20
8.240,-0.09794445,0.34449830,-0.03117869,0.34113506,0.31403305,-0.14408014,-0.34113506,0.31403305,-0.14408014,-0.83639509,-0.92661992,3824,278,-1,2026-05-03T23:57:19.817Z,2026-05-03 19:57:19.817,102631,21
8.280,-0.04965042,0.27633973,-0.10804743,0.07155244,0.26021552,-0.18108515,-0.07155244,0.26021552,-0.18108515,-0.90601260,-0.98283126,3793,225,-28,2026-05-03T23:57:19.857Z,2026-05-03 19:57:19.857,102631,22
8.320,-0.03301688,0.25252086,-0.14530105,0.24547671,0.22772192,-0.19067904,-0.24547671,0.22772192,-0.19067904,-0.92038445,-1.01473809,3813,193,-35,2026-05-03T23:57:19.897Z,2026-05-03 19:57:19.897,102631,23
8.360,-0.00092630,0.21307993,-0.15411419,0.28026156,0.19421290,-0.14408014,-0.28026156,0.19421290,-0.14408014,-0.95976845,-1.07683892,3817,160,-1,2026-05-03T23:57:19.937Z,2026-05-03 19:57:19.937,102631,24
8.400,0.01342912,0.20722570,-0.08950436,0.21938807,0.20132087,-0.06732901,-0.21938807,0.20132087,-0.06732901,-0.99309090,-1.09736163,3810,167,55,2026-05-03T23:57:19.977Z,2026-05-03 19:57:19.977,102631,25
8.440,0.00342282,0.21228989,-0.01144917,0.27156535,0.21147512,0.03135101,-0.27156535,0.21147512,0.03135101,-1.00152986,-1.08901794,3816,177,127,2026-05-03T23:57:20.017Z,2026-05-03 19:57:20.017,102631,26
8.480,0.02870877,0.19161516,0.10826194,0.12372972,0.17593525,0.16292437,-0.12372972,0.17593525,0.16292437,-1.00401037,-1.09071833,3799,142,223,2026-05-03T23:57:20.057Z,2026-05-03 19:57:20.057,102631,27
8.520,0.05340656,0.16477847,0.18315518,0.35852748,0.18812035,0.19855882,-0.35852748,0.18812035,0.19855882,-0.99087761,-1.05167626,3826,154,249,2026-05-03T23:57:20.097Z,2026-05-03 19:57:20.097,102631,28
8.560,0.03883651,0.18129161,0.23063827,0.30635020,0.15359590,0.19718826,-0.30635020,0.15359590,0.19718826,-0.94393045,-1.08918306,3820,120,248,2026-05-03T23:57:20.137Z,2026-05-03 19:57:20.137,102631,29
8.600,0.06639976,0.13894540,0.17227854,0.14981836,0.19522832,0.15470103,-0.14981836,0.19522832,0.15470103,-1.02112765,-1.07268566,3802,161,217,2026-05-03T23:57:20.177Z,2026-05-03 19:57:20.177,102631,30
8.640,0.02468562,0.22171547,0.17490973,0.32374263,0.24193787,0.06287379,-0.32374263,0.24193787,0.06287379,-0.93989227,-1.04237664,3822,207,150,2026-05-03T23:57:20.217Z,2026-05-03 19:57:20.217,102631,31
8.680,0.01559456,0.20333973,0.05023997,0.20199564,0.18913577,-0.01935956,-0.20199564,0.18913577,-0.01935956,-1.00790305,-1.12172158,3808,155,90,2026-05-03T23:57:20.257Z,2026-05-03 19:57:20.257,102631,32
