relative_time_s,sensor_ts_utc,thingy_aligned_ts_utc,sensor_ch1_g,sensor_ch2_g,sensor_ch3_g,sensor_mag_raw_g,sensor_mag_z,thingy_x_raw_interp,thingy_y_raw_interp,thingy_z_raw_interp,thingy_mag_raw_counts_interp,thingy_mag_z_interp
5.28125,2026-05-04T22:12:13.789062Z,2026-05-04T22:13:15.213125Z,0.90494304895401,0.3665593266487122,-0.4715699851512909,1.0842812885496669,0.2214375445238623,3644.9687499999995,150.5781250000013,-1205.1250000000089,3878.008307146211,-0.3349519801735689
5.2890625,2026-05-04T22:12:13.796875Z,2026-05-04T22:13:15.220937500Z,0.9001002311706543,0.3615626096725464,-0.4056803286075592,1.0514202185072459,-0.03911050221238456,3664.8906249999995,94.52343750000135,-825.4375000000091,3858.6238564715927,-0.3803155865461357
5.296875,2026-05-04T22:12:13.804687Z,2026-05-04T22:13:15.228750Z,0.8976320028305054,0.3553710579872131,-0.3169560730457306,1.0161166043329013,-0.319024932995719,3684.8124999999995,38.46875000000139,-445.75000000000944,3839.239405796974,-0.4256791929187035
5.3046875,2026-05-04T22:12:13.812500Z,2026-05-04T22:13:15.236562500Z,0.8964603543281555,0.3445862531661987,-0.2084418684244156,0.9827659259790925,-0.5834549741111276,3704.7343749999995,-17.585937499998558,-66.06250000000979,3819.8549551223555,-0.47104279929127135
5.3125,2026-05-04T22:12:13.820312Z,2026-05-04T22:13:15.244375Z,0.9037870168685912,0.329146146774292,-0.0811833292245864,0.9652765876890305,-0.7221240108863342,3724.6562499999995,-73.64062499999851,313.6249999999899,3800.4705044477373,-0.5164064056638381
5.3203125,2026-05-04T22:12:13.828125Z,2026-05-04T22:13:15.252187500Z,0.9139412641525269,0.3101680278778076,0.05265649035573,0.9665741284634668,-0.7118361013963632,3745.8359374999995,-128.38281249999858,711.5781249999877,3843.3071945894026,-0.41615972947432095
5.328125,2026-05-04T22:12:13.835937Z,2026-05-04T22:13:15.260000Z,0.9199713468551636,0.2908640205860138,0.1758863180875778,0.9807574391236445,-0.5993798154631239,3770.249999999999,-179.74999999999855,1156.4999999999873,4046.141103972963,0.05851338758918084
5.3359375,2026-05-04T22:12:13.843750Z,2026-05-04T22:13:15.267812500Z,0.9221115112304688,0.2716686129570007,0.2846772968769073,1.0025640317540134,-0.42648023828924997,3794.664062499999,-231.1171874999985,1601.421874999987,4248.975013356523,0.5331865046526827
5.34375,2026-05-04T22:12:13.851562Z,2026-05-04T22:13:15.275625Z,0.9262669682502748,0.2512473464012146,0.3859951496124268,1.0344505696598205,-0.1736590380722636,3819.078124999999,-282.48437499999847,2046.3437499999866,4451.808922740083,1.0078596217161844
5.3515625,2026-05-04T22:12:13.859375Z,2026-05-04T22:13:15.283437500Z,0.9313753247261048,0.2316019535064697,0.4897579252719879,1.077479598759713,0.1675084732248866,3843.492187499999,-333.8515624999984,2491.2656249999864,4654.6428321236435,1.4825327387796863
