relative_time_s,sensor_ts_utc,thingy_aligned_ts_utc,sensor_ch1_g,sensor_ch2_g,sensor_ch3_g,sensor_dynamic_mag_z,thingy_x_raw_interp,thingy_y_raw_interp,thingy_z_raw_interp,thingy_dynamic_mag_z_interp
0.078125,2026-05-04T22:12:08.585937Z,2026-05-04T22:13:10.010000Z,0.9385926723480223,0.3311789631843567,0.0440300963819026,4.4880453584791535,3809.0,11.0,42.0,4.972107543661277
0.0859375,2026-05-04T22:12:08.593750Z,2026-05-04T22:13:10.017812500Z,0.9391081929206848,0.3310393095016479,0.0453217476606369,4.400379070317561,3810.171875,10.609375,50.0078125,4.8775358620663285
0.09375,2026-05-04T22:12:08.601562Z,2026-05-04T22:13:10.025625Z,0.9384364485740662,0.3309927582740784,0.0464135035872459,4.299581461427187,3811.34375,10.21875,58.015625,4.782964180471379
0.1015625,2026-05-04T22:12:08.609375Z,2026-05-04T22:13:10.033437500Z,0.9390925765037536,0.3307289481163025,0.0481357052922248,4.213260814442602,3812.515625,9.828125,66.0234375,4.68839249887643
0.109375,2026-05-04T22:12:08.617187Z,2026-05-04T22:13:10.041250Z,0.9388269782066344,0.3309462070465088,0.0496426336467266,4.118390864889573,3813.6875,9.4375,74.03125,4.593820817281482
0.1171875,2026-05-04T22:12:08.625000Z,2026-05-04T22:13:10.049062500Z,0.9388894438743592,0.3308996558189392,0.0513033308088779,4.026236032651738,3814.859375,9.046875,82.03906250000001,4.499249135686532
0.125,2026-05-04T22:12:08.632812Z,2026-05-04T22:13:10.056875Z,0.9384989142417908,0.3309617340564728,0.0532408095896244,3.9296337624170774,3814.828125,9.6875,83.6875,4.400470573506749
0.1328125,2026-05-04T22:12:08.640625Z,2026-05-04T22:13:10.064687500Z,0.9387176036834716,0.3311634659767151,0.0553320571780204,3.8406452249854257,3814.6328125,10.46875,84.46875,4.30111834579267
0.140625,2026-05-04T22:12:08.648437Z,2026-05-04T22:13:10.072500Z,0.9388425946235656,0.3313651978969574,0.0568389855325222,3.7502334885045054,3814.4375,11.250000000000002,85.25,4.201766118078591
0.1484375,2026-05-04T22:12:08.656250Z,2026-05-04T22:13:10.080312500Z,0.9384364485740662,0.3313186466693878,0.0582382753491401,3.652714163737319,3814.2421875,12.031250000000002,86.03125,4.102413890364511
0.15625,2026-05-04T22:12:08.664062Z,2026-05-04T22:13:10.088125Z,0.9390456676483154,0.3313341438770294,0.0597298294305801,3.5670415954804753,3814.046875,12.812500000000002,86.8125,4.003061662650433
0.1640625,2026-05-04T22:12:08.671875Z,2026-05-04T22:13:10.095937500Z,0.937827169895172,0.3311479389667511,0.0603141486644744,3.459265156688774,3814.1484375,12.703125,87.59375,3.904987623211514
