sample_ts_utc,sample_ts_et,batch_id,sample_in_batch,x_raw,y_raw,z_raw
2026-05-04T22:12:02.530Z,2026-05-04 18:12:02.530,122630,72,3815,0,39
2026-05-04T22:12:02.570Z,2026-05-04 18:12:02.570,122630,73,3815,4,44
2026-05-04T22:12:02.610Z,2026-05-04 18:12:02.610,122630,74,3808,10,54
2026-05-04T22:12:02.650Z,2026-05-04 18:12:02.650,122630,75,3814,9,40
2026-05-04T22:12:02.690Z,2026-05-04 18:12:02.690,122630,76,3800,3,49
2026-05-04T22:12:02.730Z,2026-05-04 18:12:02.730,122630,77,3817,21,44
2026-05-04T22:12:02.770Z,2026-05-04 18:12:02.770,122630,78,3814,1,57
2026-05-04T22:12:02.810Z,2026-05-04 18:12:02.810,122630,79,3810,7,54
2026-05-04T22:12:02.850Z,2026-05-04 18:12:02.850,122630,80,3811,4,32
2026-05-04T22:12:02.890Z,2026-05-04 18:12:02.890,122630,81,3806,7,45
2026-05-04T22:12:02.930Z,2026-05-04 18:12:02.930,122630,82,3819,11,30
2026-05-04T22:12:02.970Z,2026-05-04 18:12:02.970,122630,83,3819,2,39
2026-05-04T22:12:03.010Z,2026-05-04 18:12:03.010,122630,84,3815,13,46
2026-05-04T22:12:03.050Z,2026-05-04 18:12:03.050,122630,85,3804,5,49
2026-05-04T22:12:03.090Z,2026-05-04 18:12:03.090,122630,86,3808,3,38
2026-05-04T22:12:03.130Z,2026-05-04 18:12:03.130,122630,87,3806,3,44
2026-05-04T22:12:03.170Z,2026-05-04 18:12:03.170,122630,88,3818,12,33
2026-05-04T22:12:03.210Z,2026-05-04 18:12:03.210,122630,89,3812,9,43
2026-05-04T22:12:03.250Z,2026-05-04 18:12:03.250,122630,90,3802,0,47
2026-05-04T22:12:03.290Z,2026-05-04 18:12:03.290,122630,91,3805,21,40
2026-05-04T22:12:03.330Z,2026-05-04 18:12:03.330,122630,92,3815,1,43
2026-05-04T22:12:03.370Z,2026-05-04 18:12:03.370,122630,93,3816,-1,43
2026-05-04T22:12:03.410Z,2026-05-04 18:12:03.410,122630,94,3824,2,43
2026-05-04T22:12:03.450Z,2026-05-04 18:12:03.450,122630,95,3809,-7,46
2026-05-04T22:12:03.490Z,2026-05-04 18:12:03.490,122630,96,3812,2,39
2026-05-04T22:12:03.530Z,2026-05-04 18:12:03.530,122630,97,3820,8,43
2026-05-04T22:12:03.570Z,2026-05-04 18:12:03.570,122630,98,3825,10,56
2026-05-04T22:12:03.610Z,2026-05-04 18:12:03.610,122630,99,3806,3,50
2026-05-04T22:12:03.650Z,2026-05-04 18:12:03.650,122630,100,3812,2,47
2026-05-04T22:12:03.690Z,2026-05-04 18:12:03.690,122631,1,3811,-2,39
2026-05-04T22:12:03.730Z,2026-05-04 18:12:03.730,122631,2,3807,-4,45
2026-05-04T22:12:03.770Z,2026-05-04 18:12:03.770,122631,3,3810,4,45
2026-05-04T22:12:03.810Z,2026-05-04 18:12:03.810,122631,4,3815,5,46
2026-05-04T22:12:03.850Z,2026-05-04 18:12:03.850,122631,5,3819,11,49
2026-05-04T22:12:03.890Z,2026-05-04 18:12:03.890,122631,6,3817,2,55
2026-05-04T22:12:03.930Z,2026-05-04 18:12:03.930,122631,7,3812,3,45
2026-05-04T22:12:03.970Z,2026-05-04 18:12:03.970,122631,8,3816,15,47
2026-05-04T22:12:04.010Z,2026-05-04 18:12:04.010,122631,9,3809,10,43
2026-05-04T22:12:04.050Z,2026-05-04 18:12:04.050,122631,10,3800,-8,57
2026-05-04T22:12:04.090Z,2026-05-04 18:12:04.090,122631,11,3818,2,42
2026-05-04T22:12:04.130Z,2026-05-04 18:12:04.130,122631,12,3826,3,45
2026-05-04T22:12:04.170Z,2026-05-04 18:12:04.170,122631,13,3820,7,48
2026-05-04T22:12:04.210Z,2026-05-04 18:12:04.210,122631,14,3814,-5,38
2026-05-04T22:12:04.250Z,2026-05-04 18:12:04.250,122631,15,3823,-3,33
2026-05-04T22:12:04.290Z,2026-05-04 18:12:04.290,122631,16,3828,16,53
2026-05-04T22:12:04.330Z,2026-05-04 18:12:04.330,122631,17,3821,2,42
2026-05-04T22:12:04.370Z,2026-05-04 18:12:04.370,122631,18,3810,9,34
2026-05-04T22:12:04.410Z,2026-05-04 18:12:04.410,122631,19,3823,-1,43
2026-05-04T22:12:04.450Z,2026-05-04 18:12:04.450,122631,20,3817,1,57
2026-05-04T22:12:04.490Z,2026-05-04 18:12:04.490,122631,21,3812,8,44
2026-05-04T22:12:04.530Z,2026-05-04 18:12:04.530,122631,22,3823,2,41
2026-05-04T22:12:04.570Z,2026-05-04 18:12:04.570,122631,23,3817,-3,34
2026-05-04T22:12:04.610Z,2026-05-04 18:12:04.610,122631,24,3810,5,37
2026-05-04T22:12:04.650Z,2026-05-04 18:12:04.650,122631,25,3817,8,46
2026-05-04T22:12:04.690Z,2026-05-04 18:12:04.690,122631,26,3818,2,48
2026-05-04T22:12:04.730Z,2026-05-04 18:12:04.730,122631,27,3809,10,34
2026-05-04T22:12:04.770Z,2026-05-04 18:12:04.770,122631,28,3821,7,35
2026-05-04T22:12:04.810Z,2026-05-04 18:12:04.810,122631,29,3816,4,45
2026-05-04T22:12:04.850Z,2026-05-04 18:12:04.850,122631,30,3812,-7,50
2026-05-04T22:12:04.890Z,2026-05-04 18:12:04.890,122631,31,3823,-1,42
2026-05-04T22:12:04.930Z,2026-05-04 18:12:04.930,122631,32,3820,16,54
2026-05-04T22:12:04.970Z,2026-05-04 18:12:04.970,122631,33,3825,15,52
2026-05-04T22:12:05.010Z,2026-05-04 18:12:05.010,122631,34,3821,6,46
2026-05-04T22:12:05.050Z,2026-05-04 18:12:05.050,122631,35,3814,4,49
2026-05-04T22:12:05.090Z,2026-05-04 18:12:05.090,122631,36,3822,15,35
2026-05-04T22:12:05.130Z,2026-05-04 18:12:05.130,122631,37,3818,-16,51
2026-05-04T22:12:05.170Z,2026-05-04 18:12:05.170,122631,38,3808,6,44
2026-05-04T22:12:05.210Z,2026-05-04 18:12:05.210,122631,39,3815,18,43
2026-05-04T22:12:05.250Z,2026-05-04 18:12:05.250,122631,40,3815,11,56
2026-05-04T22:12:05.290Z,2026-05-04 18:12:05.290,122631,41,3817,0,43
2026-05-04T22:12:05.330Z,2026-05-04 18:12:05.330,122631,42,3805,1,38
2026-05-04T22:12:05.370Z,2026-05-04 18:12:05.370,122631,43,3811,4,43
2026-05-04T22:12:05.410Z,2026-05-04 18:12:05.410,122631,44,3816,8,58
2026-05-04T22:12:05.450Z,2026-05-04 18:12:05.450,122631,45,3817,3,37
2026-05-04T22:12:05.490Z,2026-05-04 18:12:05.490,122631,46,3815,4,45
2026-05-04T22:12:05.530Z,2026-05-04 18:12:05.530,122631,47,3808,1,41
2026-05-04T22:12:05.570Z,2026-05-04 18:12:05.570,122631,48,3809,6,47
2026-05-04T22:12:05.610Z,2026-05-04 18:12:05.610,122631,49,3817,5,57
2026-05-04T22:12:05.650Z,2026-05-04 18:12:05.650,122631,50,3807,0,40
2026-05-04T22:12:05.690Z,2026-05-04 18:12:05.690,122631,51,3815,2,30
2026-05-04T22:12:05.730Z,2026-05-04 18:12:05.730,122631,52,3816,19,41
2026-05-04T22:12:05.770Z,2026-05-04 18:12:05.770,122631,53,3815,5,40
2026-05-04T22:12:05.810Z,2026-05-04 18:12:05.810,122631,54,3812,5,45
2026-05-04T22:12:05.850Z,2026-05-04 18:12:05.850,122631,55,3813,6,42
2026-05-04T22:12:05.890Z,2026-05-04 18:12:05.890,122631,56,3807,1,46
2026-05-04T22:12:05.930Z,2026-05-04 18:12:05.930,122631,57,3813,13,36
2026-05-04T22:12:05.970Z,2026-05-04 18:12:05.970,122631,58,3820,5,38
2026-05-04T22:12:06.010Z,2026-05-04 18:12:06.010,122631,59,3801,20,29
2026-05-04T22:12:06.050Z,2026-05-04 18:12:06.050,122631,60,3832,-1,42
2026-05-04T22:12:06.090Z,2026-05-04 18:12:06.090,122631,61,3802,9,48
2026-05-04T22:12:06.130Z,2026-05-04 18:12:06.130,122631,62,3812,0,53
2026-05-04T22:12:06.170Z,2026-05-04 18:12:06.170,122631,63,3817,6,49
2026-05-04T22:12:06.210Z,2026-05-04 18:12:06.210,122631,64,3814,15,37
2026-05-04T22:12:06.250Z,2026-05-04 18:12:06.250,122631,65,3796,5,43
2026-05-04T22:12:06.290Z,2026-05-04 18:12:06.290,122631,66,3818,3,51
2026-05-04T22:12:06.330Z,2026-05-04 18:12:06.330,122631,67,3808,9,39
2026-05-04T22:12:06.370Z,2026-05-04 18:12:06.370,122631,68,3801,6,57
2026-05-04T22:12:06.410Z,2026-05-04 18:12:06.410,122631,69,3801,5,47
2026-05-04T22:12:06.450Z,2026-05-04 18:12:06.450,122631,70,3822,9,48
2026-05-04T22:12:06.490Z,2026-05-04 18:12:06.490,122631,71,3813,1,44
2026-05-04T22:12:06.530Z,2026-05-04 18:12:06.530,122631,72,3807,-5,30
2026-05-04T22:12:06.570Z,2026-05-04 18:12:06.570,122631,73,3808,5,40
2026-05-04T22:12:06.610Z,2026-05-04 18:12:06.610,122631,74,3816,5,35
2026-05-04T22:12:06.650Z,2026-05-04 18:12:06.650,122631,75,3820,2,56
2026-05-04T22:12:06.690Z,2026-05-04 18:12:06.690,122631,76,3815,-1,39
2026-05-04T22:12:06.730Z,2026-05-04 18:12:06.730,122631,77,3809,20,53
2026-05-04T22:12:06.770Z,2026-05-04 18:12:06.770,122631,78,3823,6,33
2026-05-04T22:12:06.810Z,2026-05-04 18:12:06.810,122631,79,3833,7,37
2026-05-04T22:12:06.850Z,2026-05-04 18:12:06.850,122631,80,3812,1,40
2026-05-04T22:12:06.890Z,2026-05-04 18:12:06.890,122631,81,3822,-4,56
2026-05-04T22:12:06.930Z,2026-05-04 18:12:06.930,122631,82,3821,-4,56
2026-05-04T22:12:06.970Z,2026-05-04 18:12:06.970,122631,83,3829,-13,47
2026-05-04T22:12:07.010Z,2026-05-04 18:12:07.010,122631,84,3815,-1,51
2026-05-04T22:12:07.050Z,2026-05-04 18:12:07.050,122631,85,3820,12,40
2026-05-04T22:12:07.090Z,2026-05-04 18:12:07.090,122631,86,3812,7,37
2026-05-04T22:12:07.130Z,2026-05-04 18:12:07.130,122631,87,3819,12,46
2026-05-04T22:12:07.170Z,2026-05-04 18:12:07.170,122631,88,3815,19,40
2026-05-04T22:12:07.210Z,2026-05-04 18:12:07.210,122631,89,3822,2,50
2026-05-04T22:12:07.250Z,2026-05-04 18:12:07.250,122631,90,3806,12,44
2026-05-04T22:12:07.290Z,2026-05-04 18:12:07.290,122631,91,3820,10,36
2026-05-04T22:12:07.330Z,2026-05-04 18:12:07.330,122631,92,3815,5,42
2026-05-04T22:12:07.370Z,2026-05-04 18:12:07.370,122631,93,3792,13,48
2026-05-04T22:12:07.410Z,2026-05-04 18:12:07.410,122631,94,3815,-6,41
2026-05-04T22:12:07.450Z,2026-05-04 18:12:07.450,122631,95,3815,4,42
2026-05-04T22:12:07.490Z,2026-05-04 18:12:07.490,122631,96,3820,26,52
2026-05-04T22:12:07.530Z,2026-05-04 18:12:07.530,122631,97,3813,4,32
2026-05-04T22:12:07.570Z,2026-05-04 18:12:07.570,122631,98,3808,8,45
2026-05-04T22:12:07.610Z,2026-05-04 18:12:07.610,122631,99,3810,7,43
2026-05-04T22:12:07.650Z,2026-05-04 18:12:07.650,122631,100,3827,-1,47
2026-05-04T22:12:07.690Z,2026-05-04 18:12:07.690,122632,1,3812,9,52
2026-05-04T22:12:07.730Z,2026-05-04 18:12:07.730,122632,2,3820,-2,34
2026-05-04T22:12:07.770Z,2026-05-04 18:12:07.770,122632,3,3804,7,50
2026-05-04T22:12:07.810Z,2026-05-04 18:12:07.810,122632,4,3811,10,47
2026-05-04T22:12:07.850Z,2026-05-04 18:12:07.850,122632,5,3810,1,36
2026-05-04T22:12:07.890Z,2026-05-04 18:12:07.890,122632,6,3819,0,46
2026-05-04T22:12:07.930Z,2026-05-04 18:12:07.930,122632,7,3820,7,53
2026-05-04T22:12:07.970Z,2026-05-04 18:12:07.970,122632,8,3814,0,50
2026-05-04T22:12:08.010Z,2026-05-04 18:12:08.010,122632,9,3809,9,33
2026-05-04T22:12:08.050Z,2026-05-04 18:12:08.050,122632,10,3806,7,61
2026-05-04T22:12:08.090Z,2026-05-04 18:12:08.090,122632,11,3811,7,35
2026-05-04T22:12:08.130Z,2026-05-04 18:12:08.130,122632,12,3816,-1,34
2026-05-04T22:12:08.170Z,2026-05-04 18:12:08.170,122632,13,3811,3,44
2026-05-04T22:12:08.210Z,2026-05-04 18:12:08.210,122632,14,3820,14,50
2026-05-04T22:12:08.250Z,2026-05-04 18:12:08.250,122632,15,3808,16,40
2026-05-04T22:12:08.290Z,2026-05-04 18:12:08.290,122632,16,3823,5,62
2026-05-04T22:12:08.330Z,2026-05-04 18:12:08.330,122632,17,3821,6,50
2026-05-04T22:12:08.370Z,2026-05-04 18:12:08.370,122632,18,3821,5,39
2026-05-04T22:12:08.410Z,2026-05-04 18:12:08.410,122632,19,3812,12,37
2026-05-04T22:12:08.450Z,2026-05-04 18:12:08.450,122632,20,3819,6,36
2026-05-04T22:12:08.490Z,2026-05-04 18:12:08.490,122632,21,3815,8,30
2026-05-04T22:12:08.530Z,2026-05-04 18:12:08.530,122632,22,3801,4,37
2026-05-04T22:12:08.570Z,2026-05-04 18:12:08.570,122632,23,3824,3,48
2026-05-04T22:12:08.610Z,2026-05-04 18:12:08.610,122632,24,3805,0,40
2026-05-04T22:12:08.650Z,2026-05-04 18:12:08.650,122632,25,3827,0,47
2026-05-04T22:12:08.690Z,2026-05-04 18:12:08.690,122632,26,3812,5,46
2026-05-04T22:12:08.730Z,2026-05-04 18:12:08.730,122632,27,3820,11,48
2026-05-04T22:12:08.770Z,2026-05-04 18:12:08.770,122632,28,3815,7,41
2026-05-04T22:12:08.810Z,2026-05-04 18:12:08.810,122632,29,3803,3,35
2026-05-04T22:12:08.850Z,2026-05-04 18:12:08.850,122632,30,3799,11,44
2026-05-04T22:12:08.890Z,2026-05-04 18:12:08.890,122632,31,3811,5,47
2026-05-04T22:12:08.930Z,2026-05-04 18:12:08.930,122632,32,3812,13,45
2026-05-04T22:12:08.970Z,2026-05-04 18:12:08.970,122632,33,3815,11,41
2026-05-04T22:12:09.010Z,2026-05-04 18:12:09.010,122632,34,3815,12,22
2026-05-04T22:12:09.050Z,2026-05-04 18:12:09.050,122632,35,3787,-544,426
2026-05-04T22:12:09.090Z,2026-05-04 18:12:09.090,122632,36,3835,-16,-19
2026-05-04T22:12:09.130Z,2026-05-04 18:12:09.130,122632,37,3847,592,-38
2026-05-04T22:12:09.170Z,2026-05-04 18:12:09.170,122632,38,3809,447,298
2026-05-04T22:12:09.210Z,2026-05-04 18:12:09.210,122632,39,3838,132,-156
2026-05-04T22:12:09.250Z,2026-05-04 18:12:09.250,122632,40,3775,-461,88
2026-05-04T22:12:09.290Z,2026-05-04 18:12:09.290,122632,41,3768,-507,-12
2026-05-04T22:12:09.330Z,2026-05-04 18:12:09.330,122632,42,3822,63,-329
2026-05-04T22:12:09.370Z,2026-05-04 18:12:09.370,122632,43,3819,427,74
2026-05-04T22:12:09.410Z,2026-05-04 18:12:09.410,122632,44,3855,492,-5
2026-05-04T22:12:09.450Z,2026-05-04 18:12:09.450,122632,45,3830,-24,94
2026-05-04T22:12:09.490Z,2026-05-04 18:12:09.490,122632,46,3788,-536,415
2026-05-04T22:12:09.530Z,2026-05-04 18:12:09.530,122632,47,3821,-313,71
2026-05-04T22:12:09.570Z,2026-05-04 18:12:09.570,122632,48,3835,167,78
2026-05-04T22:12:09.610Z,2026-05-04 18:12:09.610,122632,49,3820,452,89
2026-05-04T22:12:09.650Z,2026-05-04 18:12:09.650,122632,50,3851,341,-203
2026-05-04T22:12:09.690Z,2026-05-04 18:12:09.690,122632,51,3786,-280,50
2026-05-04T22:12:09.730Z,2026-05-04 18:12:09.730,122632,52,3773,-478,-9
2026-05-04T22:12:09.770Z,2026-05-04 18:12:09.770,122632,53,3814,-122,-154
2026-05-04T22:12:09.810Z,2026-05-04 18:12:09.810,122632,54,3804,270,69
2026-05-04T22:12:09.850Z,2026-05-04 18:12:09.850,122632,55,3860,384,-65
2026-05-04T22:12:09.890Z,2026-05-04 18:12:09.890,122632,56,3817,36,50
2026-05-04T22:12:09.930Z,2026-05-04 18:12:09.930,122632,57,3785,-410,282
2026-05-04T22:12:09.970Z,2026-05-04 18:12:09.970,122632,58,3828,-189,79
2026-05-04T22:12:10.010Z,2026-05-04 18:12:10.010,122632,59,3818,98,190
2026-05-04T22:12:10.050Z,2026-05-04 18:12:10.050,122632,60,3820,380,75
2026-05-04T22:12:10.090Z,2026-05-04 18:12:10.090,122632,61,3840,318,-137
2026-05-04T22:12:10.130Z,2026-05-04 18:12:10.130,122632,62,3798,-99,34
2026-05-04T22:12:10.170Z,2026-05-04 18:12:10.170,122632,63,3799,-305,-84
2026-05-04T22:12:10.210Z,2026-05-04 18:12:10.210,122632,64,3807,-145,-64
2026-05-04T22:12:10.250Z,2026-05-04 18:12:10.250,122632,65,3807,124,110
2026-05-04T22:12:10.290Z,2026-05-04 18:12:10.290,122632,66,3828,352,-41
2026-05-04T22:12:10.330Z,2026-05-04 18:12:10.330,122632,67,3811,178,95
2026-05-04T22:12:10.370Z,2026-05-04 18:12:10.370,122632,68,3802,-137,191
2026-05-04T22:12:10.410Z,2026-05-04 18:12:10.410,122632,69,3831,-164,71
2026-05-04T22:12:10.450Z,2026-05-04 18:12:10.450,122632,70,3812,-54,187
2026-05-04T22:12:10.490Z,2026-05-04 18:12:10.490,122632,71,3825,185,76
2026-05-04T22:12:10.530Z,2026-05-04 18:12:10.530,122632,72,3830,116,-35
2026-05-04T22:12:10.570Z,2026-05-04 18:12:10.570,122632,73,3797,-159,21
2026-05-04T22:12:10.610Z,2026-05-04 18:12:10.610,122632,74,3795,-237,-106
2026-05-04T22:12:10.650Z,2026-05-04 18:12:10.650,122632,75,3805,-73,-99
2026-05-04T22:12:10.690Z,2026-05-04 18:12:10.690,122632,76,3817,110,31
2026-05-04T22:12:10.730Z,2026-05-04 18:12:10.730,122632,77,3835,190,-13
2026-05-04T22:12:10.770Z,2026-05-04 18:12:10.770,122632,78,3818,-30,123
2026-05-04T22:12:10.810Z,2026-05-04 18:12:10.810,122632,79,3804,-172,156
2026-05-04T22:12:10.850Z,2026-05-04 18:12:10.850,122632,80,3825,-44,105
2026-05-04T22:12:10.890Z,2026-05-04 18:12:10.890,122632,81,3822,138,172
2026-05-04T22:12:10.930Z,2026-05-04 18:12:10.930,122632,82,3835,243,91
2026-05-04T22:12:10.970Z,2026-05-04 18:12:10.970,122632,83,3820,87,11
2026-05-04T22:12:11.010Z,2026-05-04 18:12:11.010,122632,84,3800,-156,25
2026-05-04T22:12:11.050Z,2026-05-04 18:12:11.050,122632,85,3798,-182,-90
2026-05-04T22:12:11.090Z,2026-05-04 18:12:11.090,122632,86,3796,-41,-77
2026-05-04T22:12:11.130Z,2026-05-04 18:12:11.130,122632,87,3817,166,-32
2026-05-04T22:12:11.170Z,2026-05-04 18:12:11.170,122632,88,3836,236,-30
2026-05-04T22:12:11.210Z,2026-05-04 18:12:11.210,122632,89,3826,9,94
2026-05-04T22:12:11.250Z,2026-05-04 18:12:11.250,122632,90,3801,-184,161
2026-05-04T22:12:11.290Z,2026-05-04 18:12:11.290,122632,91,3831,-70,134
2026-05-04T22:12:11.330Z,2026-05-04 18:12:11.330,122632,92,3835,19,294
2026-05-04T22:12:11.370Z,2026-05-04 18:12:11.370,122632,93,3823,153,122
2026-05-04T22:12:11.410Z,2026-05-04 18:12:11.410,122632,94,3811,80,-106
2026-05-04T22:12:11.450Z,2026-05-04 18:12:11.450,122632,95,3795,-47,-165
2026-05-04T22:12:11.490Z,2026-05-04 18:12:11.490,122632,96,3799,-99,-205
2026-05-04T22:12:11.530Z,2026-05-04 18:12:11.530,122632,97,3787,-115,-82
2026-05-04T22:12:11.570Z,2026-05-04 18:12:11.570,122632,98,3816,86,59
2026-05-04T22:12:11.610Z,2026-05-04 18:12:11.610,122632,99,3826,172,141
2026-05-04T22:12:11.650Z,2026-05-04 18:12:11.650,122632,100,3830,81,214
2026-05-04T22:12:11.690Z,2026-05-04 18:12:11.690,122633,1,3820,-34,180
2026-05-04T22:12:11.730Z,2026-05-04 18:12:11.730,122633,2,3821,-130,130
2026-05-04T22:12:11.770Z,2026-05-04 18:12:11.770,122633,3,3810,-68,21
2026-05-04T22:12:11.810Z,2026-05-04 18:12:11.810,122633,4,3805,90,-35
2026-05-04T22:12:11.850Z,2026-05-04 18:12:11.850,122633,5,3821,188,-47
2026-05-04T22:12:11.890Z,2026-05-04 18:12:11.890,122633,6,3811,87,33
2026-05-04T22:12:11.930Z,2026-05-04 18:12:11.930,122633,7,3805,-78,60
2026-05-04T22:12:11.970Z,2026-05-04 18:12:11.970,122633,8,3806,-115,-14
2026-05-04T22:12:12.010Z,2026-05-04 18:12:12.010,122633,9,3808,2,-27
2026-05-04T22:12:12.050Z,2026-05-04 18:12:12.050,122633,10,3812,89,-63
2026-05-04T22:12:12.090Z,2026-05-04 18:12:12.090,122633,11,3811,103,-53
2026-05-04T22:12:12.130Z,2026-05-04 18:12:12.130,122633,12,3819,-4,14
2026-05-04T22:12:12.170Z,2026-05-04 18:12:12.170,122633,13,3800,-65,32
2026-05-04T22:12:12.210Z,2026-05-04 18:12:12.210,122633,14,3809,-35,67
2026-05-04T22:12:12.250Z,2026-05-04 18:12:12.250,122633,15,3818,76,37
2026-05-04T22:12:12.290Z,2026-05-04 18:12:12.290,122633,16,3822,71,0
2026-05-04T22:12:12.330Z,2026-05-04 18:12:12.330,122633,17,3806,-8,-64
2026-05-04T22:12:12.370Z,2026-05-04 18:12:12.370,122633,18,3804,-73,-180
2026-05-04T22:12:12.410Z,2026-05-04 18:12:12.410,122633,19,3776,7,-435
2026-05-04T22:12:12.450Z,2026-05-04 18:12:12.450,122633,20,3778,114,-606
2026-05-04T22:12:12.490Z,2026-05-04 18:12:12.490,122633,21,3776,164,-417
