relative_time_s,sample_ts_utc,sample_ts_et,batch_id,sample_in_batch,x_raw,y_raw,z_raw
22.400,2026-05-03T23:57:33.977Z,2026-05-03 19:57:33.977,102634,75,3972,434,1662
22.440,2026-05-03T23:57:34.017Z,2026-05-03 19:57:34.017,102634,76,3816,59,962
22.480,2026-05-03T23:57:34.057Z,2026-05-03 19:57:34.057,102634,77,3757,-92,131
22.520,2026-05-03T23:57:34.097Z,2026-05-03 19:57:34.097,102634,78,3878,439,-370
22.560,2026-05-03T23:57:34.137Z,2026-05-03 19:57:34.137,102634,79,3699,-652,-674
22.600,2026-05-03T23:57:34.177Z,2026-05-03 19:57:34.177,102634,80,3732,125,-1519
22.640,2026-05-03T23:57:34.217Z,2026-05-03 19:57:34.217,102634,81,3658,-834,-1752
22.680,2026-05-03T23:57:34.257Z,2026-05-03 19:57:34.257,102634,82,3711,-367,-1679
22.720,2026-05-03T23:57:34.297Z,2026-05-03 19:57:34.297,102634,83,3724,-755,-463
22.760,2026-05-03T23:57:34.337Z,2026-05-03 19:57:34.337,102634,84,3813,-365,471
22.800,2026-05-03T23:57:34.377Z,2026-05-03 19:57:34.377,102634,85,3838,-363,840
22.840,2026-05-03T23:57:34.417Z,2026-05-03 19:57:34.417,102634,86,3847,-267,1036
22.880,2026-05-03T23:57:34.457Z,2026-05-03 19:57:34.457,102634,87,3904,578,1138
22.920,2026-05-03T23:57:34.497Z,2026-05-03 19:57:34.497,102634,88,3880,768,1144
22.960,2026-05-03T23:57:34.537Z,2026-05-03 19:57:34.537,102634,89,3881,825,828
23.000,2026-05-03T23:57:34.577Z,2026-05-03 19:57:34.577,102634,90,3835,338,494
23.040,2026-05-03T23:57:34.617Z,2026-05-03 19:57:34.617,102634,91,3805,-89,111
23.080,2026-05-03T23:57:34.657Z,2026-05-03 19:57:34.657,102634,92,3828,-180,-117
23.120,2026-05-03T23:57:34.697Z,2026-05-03 19:57:34.697,102634,93,3757,-502,-354
23.160,2026-05-03T23:57:34.737Z,2026-05-03 19:57:34.737,102634,94,3763,-372,-646
23.200,2026-05-03T23:57:34.777Z,2026-05-03 19:57:34.777,102634,95,3733,-482,-773
23.240,2026-05-03T23:57:34.817Z,2026-05-03 19:57:34.817,102634,96,3780,-139,-802
23.280,2026-05-03T23:57:34.857Z,2026-05-03 19:57:34.857,102634,97,3779,26,-382
23.320,2026-05-03T23:57:34.897Z,2026-05-03 19:57:34.897,102634,98,3823,112,89
23.360,2026-05-03T23:57:34.937Z,2026-05-03 19:57:34.937,102634,99,3826,-61,396
23.400,2026-05-03T23:57:34.977Z,2026-05-03 19:57:34.977,102634,100,3834,-143,624
23.440,2026-05-03T23:57:35.017Z,2026-05-03 19:57:35.017,102635,1,3861,-89,813
23.480,2026-05-03T23:57:35.057Z,2026-05-03 19:57:35.057,102635,2,3853,7,811
23.520,2026-05-03T23:57:35.097Z,2026-05-03 19:57:35.097,102635,3,3863,259,510
23.560,2026-05-03T23:57:35.137Z,2026-05-03 19:57:35.137,102635,4,3819,227,193
23.600,2026-05-03T23:57:35.177Z,2026-05-03 19:57:35.177,102635,5,3822,33,-133
23.640,2026-05-03T23:57:35.217Z,2026-05-03 19:57:35.217,102635,6,3773,-157,-357
23.680,2026-05-03T23:57:35.257Z,2026-05-03 19:57:35.257,102635,7,3777,-236,-464
23.720,2026-05-03T23:57:35.297Z,2026-05-03 19:57:35.297,102635,8,3767,-324,-446
23.760,2026-05-03T23:57:35.337Z,2026-05-03 19:57:35.337,102635,9,3767,-288,-339
23.800,2026-05-03T23:57:35.377Z,2026-05-03 19:57:35.377,102635,10,3791,-114,-80
23.840,2026-05-03T23:57:35.417Z,2026-05-03 19:57:35.417,102635,11,3833,27,162
23.880,2026-05-03T23:57:35.457Z,2026-05-03 19:57:35.457,102635,12,3830,-202,370
23.920,2026-05-03T23:57:35.497Z,2026-05-03 19:57:35.497,102635,13,3831,-209,424
23.960,2026-05-03T23:57:35.537Z,2026-05-03 19:57:35.537,102635,14,3828,-101,390
24.000,2026-05-03T23:57:35.577Z,2026-05-03 19:57:35.577,102635,15,3816,-85,279
24.040,2026-05-03T23:57:35.617Z,2026-05-03 19:57:35.617,102635,16,3823,-81,104
24.080,2026-05-03T23:57:35.657Z,2026-05-03 19:57:35.657,102635,17,3837,-32,5
24.120,2026-05-03T23:57:35.697Z,2026-05-03 19:57:35.697,102635,18,3820,-74,-36
24.160,2026-05-03T23:57:35.737Z,2026-05-03 19:57:35.737,102635,19,3810,-148,-53
24.200,2026-05-03T23:57:35.777Z,2026-05-03 19:57:35.777,102635,20,3805,-257,-63
24.240,2026-05-03T23:57:35.817Z,2026-05-03 19:57:35.817,102635,21,3805,-305,-18
24.280,2026-05-03T23:57:35.857Z,2026-05-03 19:57:35.857,102635,22,3804,-256,29
24.320,2026-05-03T23:57:35.897Z,2026-05-03 19:57:35.897,102635,23,3805,-251,81
24.360,2026-05-03T23:57:35.937Z,2026-05-03 19:57:35.937,102635,24,3796,-210,148
24.400,2026-05-03T23:57:35.977Z,2026-05-03 19:57:35.977,102635,25,3815,-144,193
24.440,2026-05-03T23:57:36.017Z,2026-05-03 19:57:36.017,102635,26,3796,-82,204
24.480,2026-05-03T23:57:36.057Z,2026-05-03 19:57:36.057,102635,27,3796,-12,187
24.520,2026-05-03T23:57:36.097Z,2026-05-03 19:57:36.097,102635,28,3798,66,145
24.560,2026-05-03T23:57:36.137Z,2026-05-03 19:57:36.137,102635,29,3793,148,110
24.600,2026-05-03T23:57:36.177Z,2026-05-03 19:57:36.177,102635,30,3807,218,84
24.640,2026-05-03T23:57:36.217Z,2026-05-03 19:57:36.217,102635,31,3802,279,63
24.680,2026-05-03T23:57:36.257Z,2026-05-03 19:57:36.257,102635,32,3794,328,64
24.720,2026-05-03T23:57:36.297Z,2026-05-03 19:57:36.297,102635,33,3798,388,79
24.760,2026-05-03T23:57:36.337Z,2026-05-03 19:57:36.337,102635,34,3798,420,95
24.800,2026-05-03T23:57:36.377Z,2026-05-03 19:57:36.377,102635,35,3800,447,134
24.840,2026-05-03T23:57:36.417Z,2026-05-03 19:57:36.417,102635,36,3803,497,156
24.880,2026-05-03T23:57:36.457Z,2026-05-03 19:57:36.457,102635,37,3819,499,172
24.920,2026-05-03T23:57:36.497Z,2026-05-03 19:57:36.497,102635,38,3809,440,186
24.960,2026-05-03T23:57:36.537Z,2026-05-03 19:57:36.537,102635,39,3808,436,203
25.000,2026-05-03T23:57:36.577Z,2026-05-03 19:57:36.577,102635,40,3809,452,177
25.040,2026-05-03T23:57:36.617Z,2026-05-03 19:57:36.617,102635,41,3818,437,173
25.080,2026-05-03T23:57:36.657Z,2026-05-03 19:57:36.657,102635,42,3817,500,157
25.120,2026-05-03T23:57:36.697Z,2026-05-03 19:57:36.697,102635,43,3820,418,141
25.160,2026-05-03T23:57:36.737Z,2026-05-03 19:57:36.737,102635,44,3813,473,106
25.200,2026-05-03T23:57:36.777Z,2026-05-03 19:57:36.777,102635,45,3814,500,95
25.240,2026-05-03T23:57:36.817Z,2026-05-03 19:57:36.817,102635,46,3795,523,97
25.280,2026-05-03T23:57:36.857Z,2026-05-03 19:57:36.857,102635,47,3795,711,122
25.320,2026-05-03T23:57:36.897Z,2026-05-03 19:57:36.897,102635,48,3799,1003,125
25.360,2026-05-03T23:57:36.937Z,2026-05-03 19:57:36.937,102635,49,3809,1226,203
25.400,2026-05-03T23:57:36.977Z,2026-05-03 19:57:36.977,102635,50,3813,1328,209
25.440,2026-05-03T23:57:37.017Z,2026-05-03 19:57:37.017,102635,51,3784,1228,295
25.480,2026-05-03T23:57:37.057Z,2026-05-03 19:57:37.057,102635,52,3796,1316,288
25.520,2026-05-03T23:57:37.097Z,2026-05-03 19:57:37.097,102635,53,3771,1280,297
25.560,2026-05-03T23:57:37.137Z,2026-05-03 19:57:37.137,102635,54,3762,1308,290
25.600,2026-05-03T23:57:37.177Z,2026-05-03 19:57:37.177,102635,55,3747,1347,253
25.640,2026-05-03T23:57:37.217Z,2026-05-03 19:57:37.217,102635,56,3702,1339,263
25.680,2026-05-03T23:57:37.257Z,2026-05-03 19:57:37.257,102635,57,3668,1398,227
25.720,2026-05-03T23:57:37.297Z,2026-05-03 19:57:37.297,102635,58,4326,1486,682
25.760,2026-05-03T23:57:37.337Z,2026-05-03 19:57:37.337,102635,59,3860,-3711,2539
25.800,2026-05-03T23:57:37.377Z,2026-05-03 19:57:37.377,102635,60,3651,968,-1314
25.840,2026-05-03T23:57:37.417Z,2026-05-03 19:57:37.417,102635,61,3642,-3072,1298
25.880,2026-05-03T23:57:37.457Z,2026-05-03 19:57:37.457,102635,62,3536,-13,-218
25.920,2026-05-03T23:57:37.497Z,2026-05-03 19:57:37.497,102635,63,3649,-1690,-931
25.960,2026-05-03T23:57:37.537Z,2026-05-03 19:57:37.537,102635,64,3635,-862,-1094
26.000,2026-05-03T23:57:37.577Z,2026-05-03 19:57:37.577,102635,65,3573,-983,-904
26.040,2026-05-03T23:57:37.617Z,2026-05-03 19:57:37.617,102635,66,3697,-1281,-580
26.080,2026-05-03T23:57:37.657Z,2026-05-03 19:57:37.657,102635,67,3659,-836,-586
26.120,2026-05-03T23:57:37.697Z,2026-05-03 19:57:37.697,102635,68,3745,-1171,221
26.160,2026-05-03T23:57:37.737Z,2026-05-03 19:57:37.737,102635,69,3725,-1043,313
26.200,2026-05-03T23:57:37.777Z,2026-05-03 19:57:37.777,102635,70,3769,-1043,700
26.240,2026-05-03T23:57:37.817Z,2026-05-03 19:57:37.817,102635,71,3762,-1184,891
26.280,2026-05-03T23:57:37.857Z,2026-05-03 19:57:37.857,102635,72,3750,-960,657
26.320,2026-05-03T23:57:37.897Z,2026-05-03 19:57:37.897,102635,73,3752,-1209,540
26.360,2026-05-03T23:57:37.937Z,2026-05-03 19:57:37.937,102635,74,3720,-858,-60
26.400,2026-05-03T23:57:37.977Z,2026-05-03 19:57:37.977,102635,75,3731,-1224,22
26.440,2026-05-03T23:57:38.017Z,2026-05-03 19:57:38.017,102635,76,3678,-826,-611
26.480,2026-05-03T23:57:38.057Z,2026-05-03 19:57:38.057,102635,77,3711,-1152,-567
26.520,2026-05-03T23:57:38.097Z,2026-05-03 19:57:38.097,102635,78,3663,-904,-709
26.560,2026-05-03T23:57:38.137Z,2026-05-03 19:57:38.137,102635,79,3681,-1075,-515
26.600,2026-05-03T23:57:38.177Z,2026-05-03 19:57:38.177,102635,80,3691,-1048,-268
26.640,2026-05-03T23:57:38.217Z,2026-05-03 19:57:38.217,102635,81,3672,-1057,68
26.680,2026-05-03T23:57:38.257Z,2026-05-03 19:57:38.257,102635,82,3690,-1184,437
26.720,2026-05-03T23:57:38.297Z,2026-05-03 19:57:38.297,102635,83,3660,-1073,407
26.760,2026-05-03T23:57:38.337Z,2026-05-03 19:57:38.337,102635,84,3649,-1231,529
26.800,2026-05-03T23:57:38.377Z,2026-05-03 19:57:38.377,102635,85,3613,-1104,422
26.840,2026-05-03T23:57:38.417Z,2026-05-03 19:57:38.417,102635,86,3642,-1217,366
26.880,2026-05-03T23:57:38.457Z,2026-05-03 19:57:38.457,102635,87,4571,1531,75
26.920,2026-05-03T23:57:38.497Z,2026-05-03 19:57:38.497,102635,88,3410,662,-391
26.960,2026-05-03T23:57:38.537Z,2026-05-03 19:57:38.537,102635,89,3964,2185,-888
27.000,2026-05-03T23:57:38.577Z,2026-05-03 19:57:38.577,102635,90,3506,580,446
27.040,2026-05-03T23:57:38.617Z,2026-05-03 19:57:38.617,102635,91,4042,2277,-308
27.080,2026-05-03T23:57:38.657Z,2026-05-03 19:57:38.657,102635,92,3594,421,1525
27.120,2026-05-03T23:57:38.697Z,2026-05-03 19:57:38.697,102635,93,4072,2120,228
27.160,2026-05-03T23:57:38.737Z,2026-05-03 19:57:38.737,102635,94,3670,682,1301
27.200,2026-05-03T23:57:38.777Z,2026-05-03 19:57:38.777,102635,95,3957,1697,667
27.240,2026-05-03T23:57:38.817Z,2026-05-03 19:57:38.817,102635,96,3774,1016,1316
27.280,2026-05-03T23:57:38.857Z,2026-05-03 19:57:38.857,102635,97,3860,1375,665
27.320,2026-05-03T23:57:38.897Z,2026-05-03 19:57:38.897,102635,98,3800,1339,408
27.360,2026-05-03T23:57:38.937Z,2026-05-03 19:57:38.937,102635,99,3751,1214,296
27.400,2026-05-03T23:57:38.977Z,2026-05-03 19:57:38.977,102635,100,3815,1634,-385
27.440,2026-05-03T23:57:39.017Z,2026-05-03 19:57:39.017,102636,1,3601,1094,-104
27.480,2026-05-03T23:57:39.057Z,2026-05-03 19:57:39.057,102636,2,3808,1810,-718
27.520,2026-05-03T23:57:39.097Z,2026-05-03 19:57:39.097,102636,3,4162,21,-774
27.560,2026-05-03T23:57:39.137Z,2026-05-03 19:57:39.137,102636,4,3710,-2471,2463
27.600,2026-05-03T23:57:39.177Z,2026-05-03 19:57:39.177,102636,5,3621,-681,148
27.640,2026-05-03T23:57:39.217Z,2026-05-03 19:57:39.217,102636,6,3750,-1179,-433
27.680,2026-05-03T23:57:39.257Z,2026-05-03 19:57:39.257,102636,7,3712,-1453,520
27.720,2026-05-03T23:57:39.297Z,2026-05-03 19:57:39.297,102636,8,3641,-716,-480
27.760,2026-05-03T23:57:39.337Z,2026-05-03 19:57:39.337,102636,9,3778,-1689,89
27.800,2026-05-03T23:57:39.377Z,2026-05-03 19:57:39.377,102636,10,3671,-535,-806
27.840,2026-05-03T23:57:39.417Z,2026-05-03 19:57:39.417,102636,11,3759,-1536,125
27.880,2026-05-03T23:57:39.457Z,2026-05-03 19:57:39.457,102636,12,3715,-877,-174
27.920,2026-05-03T23:57:39.497Z,2026-05-03 19:57:39.497,102636,13,3698,-1225,121
27.960,2026-05-03T23:57:39.537Z,2026-05-03 19:57:39.537,102636,14,3764,-1107,-100
28.000,2026-05-03T23:57:39.577Z,2026-05-03 19:57:39.577,102636,15,3700,-1073,112
28.040,2026-05-03T23:57:39.617Z,2026-05-03 19:57:39.617,102636,16,3746,-1208,371
28.080,2026-05-03T23:57:39.657Z,2026-05-03 19:57:39.657,102636,17,3712,-1111,243
28.120,2026-05-03T23:57:39.697Z,2026-05-03 19:57:39.697,102636,18,3716,-1168,111
28.160,2026-05-03T23:57:39.737Z,2026-05-03 19:57:39.737,102636,19,3695,-1153,-68
28.200,2026-05-03T23:57:39.777Z,2026-05-03 19:57:39.777,102636,20,3659,-1125,-155
28.240,2026-05-03T23:57:39.817Z,2026-05-03 19:57:39.817,102636,21,3634,-1201,-167
28.280,2026-05-03T23:57:39.857Z,2026-05-03 19:57:39.857,102636,22,3646,-1044,-327
28.320,2026-05-03T23:57:39.897Z,2026-05-03 19:57:39.897,102636,23,4293,983,52
28.360,2026-05-03T23:57:39.937Z,2026-05-03 19:57:39.937,102636,24,3686,1272,-637
28.400,2026-05-03T23:57:39.977Z,2026-05-03 19:57:39.977,102636,25,3834,1696,-173
28.440,2026-05-03T23:57:40.017Z,2026-05-03 19:57:40.017,102636,26,3673,948,684
28.480,2026-05-03T23:57:40.057Z,2026-05-03 19:57:40.057,102636,27,4044,2061,176
28.520,2026-05-03T23:57:40.097Z,2026-05-03 19:57:40.097,102636,28,3630,518,1477
28.560,2026-05-03T23:57:40.137Z,2026-05-03 19:57:40.137,102636,29,4045,2028,633
28.600,2026-05-03T23:57:40.177Z,2026-05-03 19:57:40.177,102636,30,3683,634,1787
28.640,2026-05-03T23:57:40.217Z,2026-05-03 19:57:40.217,102636,31,3982,1820,693
28.680,2026-05-03T23:57:40.257Z,2026-05-03 19:57:40.257,102636,32,3691,879,1154
28.720,2026-05-03T23:57:40.297Z,2026-05-03 19:57:40.297,102636,33,3891,1629,279
28.760,2026-05-03T23:57:40.337Z,2026-05-03 19:57:40.337,102636,34,3735,1100,571
28.800,2026-05-03T23:57:40.377Z,2026-05-03 19:57:40.377,102636,35,4162,1519,149
28.840,2026-05-03T23:57:40.417Z,2026-05-03 19:57:40.417,102636,36,3836,-2041,-827
28.880,2026-05-03T23:57:40.457Z,2026-05-03 19:57:40.457,102636,37,3651,-278,-947
28.920,2026-05-03T23:57:40.497Z,2026-05-03 19:57:40.497,102636,38,3598,-2322,415
28.960,2026-05-03T23:57:40.537Z,2026-05-03 19:57:40.537,102636,39,3606,-376,-1222
29.000,2026-05-03T23:57:40.577Z,2026-05-03 19:57:40.577,102636,40,3712,-1479,-993
29.040,2026-05-03T23:57:40.617Z,2026-05-03 19:57:40.617,102636,41,3686,-1007,-706
29.080,2026-05-03T23:57:40.657Z,2026-05-03 19:57:40.657,102636,42,3650,-1253,26
29.120,2026-05-03T23:57:40.697Z,2026-05-03 19:57:40.697,102636,43,3735,-1191,-403
29.160,2026-05-03T23:57:40.737Z,2026-05-03 19:57:40.737,102636,44,3758,-974,67
29.200,2026-05-03T23:57:40.777Z,2026-05-03 19:57:40.777,102636,45,3713,-1432,910
29.240,2026-05-03T23:57:40.817Z,2026-05-03 19:57:40.817,102636,46,3740,-1065,806
29.280,2026-05-03T23:57:40.857Z,2026-05-03 19:57:40.857,102636,47,3725,-1335,613
29.320,2026-05-03T23:57:40.897Z,2026-05-03 19:57:40.897,102636,48,3699,-1047,219
29.360,2026-05-03T23:57:40.937Z,2026-05-03 19:57:40.937,102636,49,3774,-1276,336
29.400,2026-05-03T23:57:40.977Z,2026-05-03 19:57:40.977,102636,50,4161,1562,-739
29.440,2026-05-03T23:57:41.017Z,2026-05-03 19:57:41.017,102636,51,3679,1083,-1182
29.480,2026-05-03T23:57:41.057Z,2026-05-03 19:57:41.057,102636,52,3882,1853,-593
29.520,2026-05-03T23:57:41.097Z,2026-05-03 19:57:41.097,102636,53,3643,934,96
29.560,2026-05-03T23:57:41.137Z,2026-05-03 19:57:41.137,102636,54,3994,2016,-418
29.600,2026-05-03T23:57:41.177Z,2026-05-03 19:57:41.177,102636,55,3683,728,1546
29.640,2026-05-03T23:57:41.217Z,2026-05-03 19:57:41.217,102636,56,4009,1821,611
29.680,2026-05-03T23:57:41.257Z,2026-05-03 19:57:41.257,102636,57,3728,796,1167
29.720,2026-05-03T23:57:41.297Z,2026-05-03 19:57:41.297,102636,58,3946,1349,900
29.760,2026-05-03T23:57:41.337Z,2026-05-03 19:57:41.337,102636,59,3889,-461,1412
29.800,2026-05-03T23:57:41.377Z,2026-05-03 19:57:41.377,102636,60,3818,-1436,1476
29.840,2026-05-03T23:57:41.417Z,2026-05-03 19:57:41.417,102636,61,3761,-1029,438
29.880,2026-05-03T23:57:41.457Z,2026-05-03 19:57:41.457,102636,62,3671,-1298,-308
29.920,2026-05-03T23:57:41.497Z,2026-05-03 19:57:41.497,102636,63,3672,-1278,-343
29.960,2026-05-03T23:57:41.537Z,2026-05-03 19:57:41.537,102636,64,3598,-1187,-1259
