relative_time_s,sample_ts_utc,sample_ts_et,batch_id,sample_in_batch,x_raw,y_raw,z_raw
11.120,2026-05-03T23:57:22.697Z,2026-05-03 19:57:22.697,102631,93,3636,-1122,-1562
11.160,2026-05-03T23:57:22.737Z,2026-05-03 19:57:22.737,102631,94,3669,-1101,-403
11.200,2026-05-03T23:57:22.777Z,2026-05-03 19:57:22.777,102631,95,3765,-1270,1287
11.240,2026-05-03T23:57:22.817Z,2026-05-03 19:57:22.817,102631,96,3797,-1292,1605
11.280,2026-05-03T23:57:22.857Z,2026-05-03 19:57:22.857,102631,97,3761,-801,1157
11.320,2026-05-03T23:57:22.897Z,2026-05-03 19:57:22.897,102631,98,4014,119,1962
11.360,2026-05-03T23:57:22.937Z,2026-05-03 19:57:22.937,102631,99,4060,1498,1454
11.400,2026-05-03T23:57:22.977Z,2026-05-03 19:57:22.977,102631,100,3763,1312,82
11.440,2026-05-03T23:57:23.017Z,2026-05-03 19:57:23.017,102632,1,3767,1425,-243
11.480,2026-05-03T23:57:23.057Z,2026-05-03 19:57:23.057,102632,2,3877,1655,49
11.520,2026-05-03T23:57:23.097Z,2026-05-03 19:57:23.097,102632,3,3704,1218,20
11.560,2026-05-03T23:57:23.137Z,2026-05-03 19:57:23.137,102632,4,3866,1747,-897
11.600,2026-05-03T23:57:23.177Z,2026-05-03 19:57:23.177,102632,5,3693,1100,-64
11.640,2026-05-03T23:57:23.217Z,2026-05-03 19:57:23.217,102632,6,3945,1477,-418
11.680,2026-05-03T23:57:23.257Z,2026-05-03 19:57:23.257,102632,7,3734,-1766,-4
11.720,2026-05-03T23:57:23.297Z,2026-05-03 19:57:23.297,102632,8,3904,-784,210
11.760,2026-05-03T23:57:23.337Z,2026-05-03 19:57:23.337,102632,9,3634,-1590,254
11.800,2026-05-03T23:57:23.377Z,2026-05-03 19:57:23.377,102632,10,3677,-973,60
11.840,2026-05-03T23:57:23.417Z,2026-05-03 19:57:23.417,102632,11,3706,-1299,-102
11.880,2026-05-03T23:57:23.457Z,2026-05-03 19:57:23.457,102632,12,3721,-1192,-577
11.920,2026-05-03T23:57:23.497Z,2026-05-03 19:57:23.497,102632,13,3649,-1026,-510
11.960,2026-05-03T23:57:23.537Z,2026-05-03 19:57:23.537,102632,14,3720,-1128,-664
12.000,2026-05-03T23:57:23.577Z,2026-05-03 19:57:23.577,102632,15,3711,-872,-730
12.040,2026-05-03T23:57:23.617Z,2026-05-03 19:57:23.617,102632,16,3826,86,-587
12.080,2026-05-03T23:57:23.657Z,2026-05-03 19:57:23.657,102632,17,3912,951,-425
12.120,2026-05-03T23:57:23.697Z,2026-05-03 19:57:23.697,102632,18,3839,1211,39
12.160,2026-05-03T23:57:23.737Z,2026-05-03 19:57:23.737,102632,19,3854,1343,664
12.200,2026-05-03T23:57:23.777Z,2026-05-03 19:57:23.777,102632,20,3916,1238,714
12.240,2026-05-03T23:57:23.817Z,2026-05-03 19:57:23.817,102632,21,3844,395,1344
12.280,2026-05-03T23:57:23.857Z,2026-05-03 19:57:23.857,102632,22,3885,-116,1347
12.320,2026-05-03T23:57:23.897Z,2026-05-03 19:57:23.897,102632,23,3822,-717,1334
12.360,2026-05-03T23:57:23.937Z,2026-05-03 19:57:23.937,102632,24,3811,-718,1044
12.400,2026-05-03T23:57:23.977Z,2026-05-03 19:57:23.977,102632,25,3866,-315,627
12.440,2026-05-03T23:57:24.017Z,2026-05-03 19:57:24.017,102632,26,3786,126,-272
12.480,2026-05-03T23:57:24.057Z,2026-05-03 19:57:24.057,102632,27,3769,435,-991
12.520,2026-05-03T23:57:24.097Z,2026-05-03 19:57:24.097,102632,28,3748,465,-1357
12.560,2026-05-03T23:57:24.137Z,2026-05-03 19:57:24.137,102632,29,3751,-3,-1349
12.600,2026-05-03T23:57:24.177Z,2026-05-03 19:57:24.177,102632,30,3730,-339,-990
12.640,2026-05-03T23:57:24.217Z,2026-05-03 19:57:24.217,102632,31,3729,-889,-322
12.680,2026-05-03T23:57:24.257Z,2026-05-03 19:57:24.257,102632,32,3782,-892,346
12.720,2026-05-03T23:57:24.297Z,2026-05-03 19:57:24.297,102632,33,3820,-574,730
12.760,2026-05-03T23:57:24.337Z,2026-05-03 19:57:24.337,102632,34,3857,-221,852
12.800,2026-05-03T23:57:24.377Z,2026-05-03 19:57:24.377,102632,35,3839,180,740
12.840,2026-05-03T23:57:24.417Z,2026-05-03 19:57:24.417,102632,36,3887,819,507
12.880,2026-05-03T23:57:24.457Z,2026-05-03 19:57:24.457,102632,37,3872,970,397
12.920,2026-05-03T23:57:24.497Z,2026-05-03 19:57:24.497,102632,38,3845,516,180
12.960,2026-05-03T23:57:24.537Z,2026-05-03 19:57:24.537,102632,39,3815,-82,54
13.000,2026-05-03T23:57:24.577Z,2026-05-03 19:57:24.577,102632,40,3805,-334,73
13.040,2026-05-03T23:57:24.617Z,2026-05-03 19:57:24.617,102632,41,3778,-517,-12
13.080,2026-05-03T23:57:24.657Z,2026-05-03 19:57:24.657,102632,42,3779,-556,-176
13.120,2026-05-03T23:57:24.697Z,2026-05-03 19:57:24.697,102632,43,3789,-304,-321
13.160,2026-05-03T23:57:24.737Z,2026-05-03 19:57:24.737,102632,44,3806,83,-382
13.200,2026-05-03T23:57:24.777Z,2026-05-03 19:57:24.777,102632,45,3818,235,-270
13.240,2026-05-03T23:57:24.817Z,2026-05-03 19:57:24.817,102632,46,3823,179,-83
13.280,2026-05-03T23:57:24.857Z,2026-05-03 19:57:24.857,102632,47,3803,-87,151
13.320,2026-05-03T23:57:24.897Z,2026-05-03 19:57:24.897,102632,48,3813,-291,356
13.360,2026-05-03T23:57:24.937Z,2026-05-03 19:57:24.937,102632,49,3817,-261,499
13.400,2026-05-03T23:57:24.977Z,2026-05-03 19:57:24.977,102632,50,3832,-83,481
13.440,2026-05-03T23:57:25.017Z,2026-05-03 19:57:25.017,102632,51,3845,127,327
13.480,2026-05-03T23:57:25.057Z,2026-05-03 19:57:25.057,102632,52,3835,260,134
13.520,2026-05-03T23:57:25.097Z,2026-05-03 19:57:25.097,102632,53,3815,118,-62
13.560,2026-05-03T23:57:25.137Z,2026-05-03 19:57:25.137,102632,54,3809,-112,-177
13.600,2026-05-03T23:57:25.177Z,2026-05-03 19:57:25.177,102632,55,3795,-276,-206
13.640,2026-05-03T23:57:25.217Z,2026-05-03 19:57:25.217,102632,56,3789,-291,-198
13.680,2026-05-03T23:57:25.257Z,2026-05-03 19:57:25.257,102632,57,3812,-112,-114
13.720,2026-05-03T23:57:25.297Z,2026-05-03 19:57:25.297,102632,58,3829,83,4
13.760,2026-05-03T23:57:25.337Z,2026-05-03 19:57:25.337,102632,59,3834,117,144
13.800,2026-05-03T23:57:25.377Z,2026-05-03 19:57:25.377,102632,60,3820,21,293
13.840,2026-05-03T23:57:25.417Z,2026-05-03 19:57:25.417,102632,61,3829,-137,360
13.880,2026-05-03T23:57:25.457Z,2026-05-03 19:57:25.457,102632,62,3819,-158,361
13.920,2026-05-03T23:57:25.497Z,2026-05-03 19:57:25.497,102632,63,3816,-70,272
13.960,2026-05-03T23:57:25.537Z,2026-05-03 19:57:25.537,102632,64,3840,60,101
14.000,2026-05-03T23:57:25.577Z,2026-05-03 19:57:25.577,102632,65,3817,77,-61
14.040,2026-05-03T23:57:25.617Z,2026-05-03 19:57:25.617,102632,66,3801,-41,-146
14.080,2026-05-03T23:57:25.657Z,2026-05-03 19:57:25.657,102632,67,3800,-140,-197
14.120,2026-05-03T23:57:25.697Z,2026-05-03 19:57:25.697,102632,68,3805,-213,-139
14.160,2026-05-03T23:57:25.737Z,2026-05-03 19:57:25.737,102632,69,3810,-112,-30
14.200,2026-05-03T23:57:25.777Z,2026-05-03 19:57:25.777,102632,70,3813,12,71
14.240,2026-05-03T23:57:25.817Z,2026-05-03 19:57:25.817,102632,71,3832,84,198
14.280,2026-05-03T23:57:25.857Z,2026-05-03 19:57:25.857,102632,72,3822,34,283
14.320,2026-05-03T23:57:25.897Z,2026-05-03 19:57:25.897,102632,73,3820,-90,307
14.360,2026-05-03T23:57:25.937Z,2026-05-03 19:57:25.937,102632,74,3819,-138,276
14.400,2026-05-03T23:57:25.977Z,2026-05-03 19:57:25.977,102632,75,3825,-100,190
14.440,2026-05-03T23:57:26.017Z,2026-05-03 19:57:26.017,102632,76,3826,-1,41
14.480,2026-05-03T23:57:26.057Z,2026-05-03 19:57:26.057,102632,77,3814,-2,-58
14.520,2026-05-03T23:57:26.097Z,2026-05-03 19:57:26.097,102632,78,3808,-132,-151
14.560,2026-05-03T23:57:26.137Z,2026-05-03 19:57:26.137,102632,79,3802,-212,-169
14.600,2026-05-03T23:57:26.177Z,2026-05-03 19:57:26.177,102632,80,3796,-211,-158
14.640,2026-05-03T23:57:26.217Z,2026-05-03 19:57:26.217,102632,81,3799,-333,-88
14.680,2026-05-03T23:57:26.257Z,2026-05-03 19:57:26.257,102632,82,3813,-317,-34
14.720,2026-05-03T23:57:26.297Z,2026-05-03 19:57:26.297,102632,83,3817,-210,22
14.760,2026-05-03T23:57:26.337Z,2026-05-03 19:57:26.337,102632,84,3826,-152,59
14.800,2026-05-03T23:57:26.377Z,2026-05-03 19:57:26.377,102632,85,3829,-66,109
14.840,2026-05-03T23:57:26.417Z,2026-05-03 19:57:26.417,102632,86,3834,-95,229
14.880,2026-05-03T23:57:26.457Z,2026-05-03 19:57:26.457,102632,87,3821,-140,305
14.920,2026-05-03T23:57:26.497Z,2026-05-03 19:57:26.497,102632,88,3838,-124,317
14.960,2026-05-03T23:57:26.537Z,2026-05-03 19:57:26.537,102632,89,3813,-139,296
15.000,2026-05-03T23:57:26.577Z,2026-05-03 19:57:26.577,102632,90,3814,-80,211
15.040,2026-05-03T23:57:26.617Z,2026-05-03 19:57:26.617,102632,91,3813,-39,141
15.080,2026-05-03T23:57:26.657Z,2026-05-03 19:57:26.657,102632,92,3807,43,44
15.120,2026-05-03T23:57:26.697Z,2026-05-03 19:57:26.697,102632,93,3799,119,-31
15.160,2026-05-03T23:57:26.737Z,2026-05-03 19:57:26.737,102632,94,3777,108,-53
15.200,2026-05-03T23:57:26.777Z,2026-05-03 19:57:26.777,102632,95,3809,188,-53
15.240,2026-05-03T23:57:26.817Z,2026-05-03 19:57:26.817,102632,96,3814,214,-19
15.280,2026-05-03T23:57:26.857Z,2026-05-03 19:57:26.857,102632,97,3792,166,70
15.320,2026-05-03T23:57:26.897Z,2026-05-03 19:57:26.897,102632,98,3813,196,117
15.360,2026-05-03T23:57:26.937Z,2026-05-03 19:57:26.937,102632,99,3804,226,194
15.400,2026-05-03T23:57:26.977Z,2026-05-03 19:57:26.977,102632,100,3813,273,273
15.440,2026-05-03T23:57:27.017Z,2026-05-03 19:57:27.017,102633,1,3824,347,287
15.480,2026-05-03T23:57:27.057Z,2026-05-03 19:57:27.057,102633,2,3800,296,267
15.520,2026-05-03T23:57:27.097Z,2026-05-03 19:57:27.097,102633,3,3814,294,212
15.560,2026-05-03T23:57:27.137Z,2026-05-03 19:57:27.137,102633,4,3812,275,141
15.600,2026-05-03T23:57:27.177Z,2026-05-03 19:57:27.177,102633,5,3797,190,84
15.640,2026-05-03T23:57:27.217Z,2026-05-03 19:57:27.217,102633,6,3804,212,-2
15.680,2026-05-03T23:57:27.257Z,2026-05-03 19:57:27.257,102633,7,3790,153,-26
15.720,2026-05-03T23:57:27.297Z,2026-05-03 19:57:27.297,102633,8,3807,208,-23
15.760,2026-05-03T23:57:27.337Z,2026-05-03 19:57:27.337,102633,9,3809,248,32
15.800,2026-05-03T23:57:27.377Z,2026-05-03 19:57:27.377,102633,10,3809,275,108
15.840,2026-05-03T23:57:27.417Z,2026-05-03 19:57:27.417,102633,11,3835,271,158
15.880,2026-05-03T23:57:27.457Z,2026-05-03 19:57:27.457,102633,12,3811,260,214
15.920,2026-05-03T23:57:27.497Z,2026-05-03 19:57:27.497,102633,13,3813,277,225
15.960,2026-05-03T23:57:27.537Z,2026-05-03 19:57:27.537,102633,14,3801,265,217
16.000,2026-05-03T23:57:27.577Z,2026-05-03 19:57:27.577,102633,15,3825,315,162
16.040,2026-05-03T23:57:27.617Z,2026-05-03 19:57:27.617,102633,16,3810,306,131
16.080,2026-05-03T23:57:27.657Z,2026-05-03 19:57:27.657,102633,17,3800,322,105
16.120,2026-05-03T23:57:27.697Z,2026-05-03 19:57:27.697,102633,18,3814,307,76
16.160,2026-05-03T23:57:27.737Z,2026-05-03 19:57:27.737,102633,19,3806,292,68
16.200,2026-05-03T23:57:27.777Z,2026-05-03 19:57:27.777,102633,20,3799,276,72
16.240,2026-05-03T23:57:27.817Z,2026-05-03 19:57:27.817,102633,21,3804,390,89
16.280,2026-05-03T23:57:27.857Z,2026-05-03 19:57:27.857,102633,22,3815,444,127
16.320,2026-05-03T23:57:27.897Z,2026-05-03 19:57:27.897,102633,23,3805,372,151
16.360,2026-05-03T23:57:27.937Z,2026-05-03 19:57:27.937,102633,24,3817,319,143
16.400,2026-05-03T23:57:27.977Z,2026-05-03 19:57:27.977,102633,25,3793,254,174
16.440,2026-05-03T23:57:28.017Z,2026-05-03 19:57:28.017,102633,26,3808,265,182
16.480,2026-05-03T23:57:28.057Z,2026-05-03 19:57:28.057,102633,27,3796,354,171
16.520,2026-05-03T23:57:28.097Z,2026-05-03 19:57:28.097,102633,28,3812,349,147
16.560,2026-05-03T23:57:28.137Z,2026-05-03 19:57:28.137,102633,29,3807,327,133
16.600,2026-05-03T23:57:28.177Z,2026-05-03 19:57:28.177,102633,30,3809,360,100
16.640,2026-05-03T23:57:28.217Z,2026-05-03 19:57:28.217,102633,31,3792,357,90
16.680,2026-05-03T23:57:28.257Z,2026-05-03 19:57:28.257,102633,32,3817,343,87
16.720,2026-05-03T23:57:28.297Z,2026-05-03 19:57:28.297,102633,33,3802,380,113
16.760,2026-05-03T23:57:28.337Z,2026-05-03 19:57:28.337,102633,34,3822,451,126
16.800,2026-05-03T23:57:28.377Z,2026-05-03 19:57:28.377,102633,35,3802,376,158
16.840,2026-05-03T23:57:28.417Z,2026-05-03 19:57:28.417,102633,36,3800,475,166
16.880,2026-05-03T23:57:28.457Z,2026-05-03 19:57:28.457,102633,37,3806,513,171
16.920,2026-05-03T23:57:28.497Z,2026-05-03 19:57:28.497,102633,38,3798,672,168
16.960,2026-05-03T23:57:28.537Z,2026-05-03 19:57:28.537,102633,39,3818,884,181
17.000,2026-05-03T23:57:28.577Z,2026-05-03 19:57:28.577,102633,40,3791,1207,219
17.040,2026-05-03T23:57:28.617Z,2026-05-03 19:57:28.617,102633,41,3812,1306,102
17.080,2026-05-03T23:57:28.657Z,2026-05-03 19:57:28.657,102633,42,3798,1249,171
17.120,2026-05-03T23:57:28.697Z,2026-05-03 19:57:28.697,102633,43,3782,1229,248
17.160,2026-05-03T23:57:28.737Z,2026-05-03 19:57:28.737,102633,44,3795,1350,156
17.200,2026-05-03T23:57:28.777Z,2026-05-03 19:57:28.777,102633,45,3739,1192,317
17.240,2026-05-03T23:57:28.817Z,2026-05-03 19:57:28.817,102633,46,3773,1422,184
17.280,2026-05-03T23:57:28.857Z,2026-05-03 19:57:28.857,102633,47,3698,1206,326
17.320,2026-05-03T23:57:28.897Z,2026-05-03 19:57:28.897,102633,48,3714,1455,186
17.360,2026-05-03T23:57:28.937Z,2026-05-03 19:57:28.937,102633,49,3638,1285,331
17.400,2026-05-03T23:57:28.977Z,2026-05-03 19:57:28.977,102633,50,4189,1507,592
17.440,2026-05-03T23:57:29.017Z,2026-05-03 19:57:29.017,102633,51,3984,-3539,1443
17.480,2026-05-03T23:57:29.057Z,2026-05-03 19:57:29.057,102633,52,3702,903,-552
17.520,2026-05-03T23:57:29.097Z,2026-05-03 19:57:29.097,102633,53,3499,-3382,2220
17.560,2026-05-03T23:57:29.137Z,2026-05-03 19:57:29.137,102633,54,3602,375,-471
17.600,2026-05-03T23:57:29.177Z,2026-05-03 19:57:29.177,102633,55,3703,-1847,-286
17.640,2026-05-03T23:57:29.217Z,2026-05-03 19:57:29.217,102633,56,3625,-878,-637
17.680,2026-05-03T23:57:29.257Z,2026-05-03 19:57:29.257,102633,57,3591,-921,-590
17.720,2026-05-03T23:57:29.297Z,2026-05-03 19:57:29.297,102633,58,3728,-1419,-843
17.760,2026-05-03T23:57:29.337Z,2026-05-03 19:57:29.337,102633,59,3620,-507,-916
17.800,2026-05-03T23:57:29.377Z,2026-05-03 19:57:29.377,102633,60,3730,-1477,362
17.840,2026-05-03T23:57:29.417Z,2026-05-03 19:57:29.417,102633,61,3714,-736,153
17.880,2026-05-03T23:57:29.457Z,2026-05-03 19:57:29.457,102633,62,3772,-1267,837
17.920,2026-05-03T23:57:29.497Z,2026-05-03 19:57:29.497,102633,63,3744,-968,773
17.960,2026-05-03T23:57:29.537Z,2026-05-03 19:57:29.537,102633,64,3761,-1079,890
18.000,2026-05-03T23:57:29.577Z,2026-05-03 19:57:29.577,102633,65,3767,-1101,787
18.040,2026-05-03T23:57:29.617Z,2026-05-03 19:57:29.617,102633,66,3728,-861,255
18.080,2026-05-03T23:57:29.657Z,2026-05-03 19:57:29.657,102633,67,3740,-1234,323
18.120,2026-05-03T23:57:29.697Z,2026-05-03 19:57:29.697,102633,68,3715,-699,-330
18.160,2026-05-03T23:57:29.737Z,2026-05-03 19:57:29.737,102633,69,3726,-1254,-309
18.200,2026-05-03T23:57:29.777Z,2026-05-03 19:57:29.777,102633,70,3684,-650,-895
18.240,2026-05-03T23:57:29.817Z,2026-05-03 19:57:29.817,102633,71,3701,-1196,-654
18.280,2026-05-03T23:57:29.857Z,2026-05-03 19:57:29.857,102633,72,3688,-797,-634
18.320,2026-05-03T23:57:29.897Z,2026-05-03 19:57:29.897,102633,73,3694,-1120,-187
18.360,2026-05-03T23:57:29.937Z,2026-05-03 19:57:29.937,102633,74,3731,-962,-27
18.400,2026-05-03T23:57:29.977Z,2026-05-03 19:57:29.977,102633,75,3725,-1010,179
18.440,2026-05-03T23:57:30.017Z,2026-05-03 19:57:30.017,102633,76,3710,-1146,543
18.480,2026-05-03T23:57:30.057Z,2026-05-03 19:57:30.057,102633,77,3709,-1009,568
18.520,2026-05-03T23:57:30.097Z,2026-05-03 19:57:30.097,102633,78,3695,-1193,537
18.560,2026-05-03T23:57:30.137Z,2026-05-03 19:57:30.137,102633,79,3661,-1018,297
18.600,2026-05-03T23:57:30.177Z,2026-05-03 19:57:30.177,102633,80,3664,-1203,229
18.640,2026-05-03T23:57:30.217Z,2026-05-03 19:57:30.217,102633,81,3606,-1063,-67
18.680,2026-05-03T23:57:30.257Z,2026-05-03 19:57:30.257,102633,82,3581,-1150,-277
18.720,2026-05-03T23:57:30.297Z,2026-05-03 19:57:30.297,102633,83,3676,-928,-619
18.760,2026-05-03T23:57:30.337Z,2026-05-03 19:57:30.337,102633,84,4444,2196,-1350
18.800,2026-05-03T23:57:30.377Z,2026-05-03 19:57:30.377,102633,85,3322,383,-1089
18.840,2026-05-03T23:57:30.417Z,2026-05-03 19:57:30.417,102633,86,3998,2521,-1094
18.880,2026-05-03T23:57:30.457Z,2026-05-03 19:57:30.457,102633,87,3494,371,1350
18.920,2026-05-03T23:57:30.497Z,2026-05-03 19:57:30.497,102633,88,4105,2269,299
18.960,2026-05-03T23:57:30.537Z,2026-05-03 19:57:30.537,102633,89,3586,394,1787
19.000,2026-05-03T23:57:30.577Z,2026-05-03 19:57:30.577,102633,90,4027,1898,954
19.040,2026-05-03T23:57:30.617Z,2026-05-03 19:57:30.617,102633,91,3756,911,1654
19.080,2026-05-03T23:57:30.657Z,2026-05-03 19:57:30.657,102633,92,3833,1249,1225
19.120,2026-05-03T23:57:30.697Z,2026-05-03 19:57:30.697,102633,93,3871,1487,955
19.160,2026-05-03T23:57:30.737Z,2026-05-03 19:57:30.737,102633,94,3734,946,1032
19.200,2026-05-03T23:57:30.777Z,2026-05-03 19:57:30.777,102633,95,3921,1668,605
19.240,2026-05-03T23:57:30.817Z,2026-05-03 19:57:30.817,102633,96,3721,973,638
19.280,2026-05-03T23:57:30.857Z,2026-05-03 19:57:30.857,102633,97,3840,1731,-425
19.320,2026-05-03T23:57:30.897Z,2026-05-03 19:57:30.897,102633,98,3601,1130,-282
19.360,2026-05-03T23:57:30.937Z,2026-05-03 19:57:30.937,102633,99,3700,1668,-994
19.400,2026-05-03T23:57:30.977Z,2026-05-03 19:57:30.977,102633,100,4171,1132,-1324
19.440,2026-05-03T23:57:31.017Z,2026-05-03 19:57:31.017,102634,1,3793,-3151,1971
19.480,2026-05-03T23:57:31.057Z,2026-05-03 19:57:31.057,102634,2,3534,24,-573
19.520,2026-05-03T23:57:31.097Z,2026-05-03 19:57:31.097,102634,3,3718,-1913,154
19.560,2026-05-03T23:57:31.137Z,2026-05-03 19:57:31.137,102634,4,3703,-869,-12
19.600,2026-05-03T23:57:31.177Z,2026-05-03 19:57:31.177,102634,5,3636,-1120,60
19.640,2026-05-03T23:57:31.217Z,2026-05-03 19:57:31.217,102634,6,3781,-1485,256
19.680,2026-05-03T23:57:31.257Z,2026-05-03 19:57:31.257,102634,7,3657,-576,-552
19.720,2026-05-03T23:57:31.297Z,2026-05-03 19:57:31.297,102634,8,3782,-1698,485
19.760,2026-05-03T23:57:31.337Z,2026-05-03 19:57:31.337,102634,9,3706,-619,-163
19.800,2026-05-03T23:57:31.377Z,2026-05-03 19:57:31.377,102634,10,3750,-1516,297
19.840,2026-05-03T23:57:31.417Z,2026-05-03 19:57:31.417,102634,11,3768,-836,-248
19.880,2026-05-03T23:57:31.457Z,2026-05-03 19:57:31.457,102634,12,3689,-1228,39
19.920,2026-05-03T23:57:31.497Z,2026-05-03 19:57:31.497,102634,13,3765,-1051,-74
19.960,2026-05-03T23:57:31.537Z,2026-05-03 19:57:31.537,102634,14,3673,-1138,3
20.000,2026-05-03T23:57:31.577Z,2026-05-03 19:57:31.577,102634,15,3731,-1065,-22
20.040,2026-05-03T23:57:31.617Z,2026-05-03 19:57:31.617,102634,16,3693,-1180,-71
20.080,2026-05-03T23:57:31.657Z,2026-05-03 19:57:31.657,102634,17,3682,-1012,-54
20.120,2026-05-03T23:57:31.697Z,2026-05-03 19:57:31.697,102634,18,3673,-1263,47
20.160,2026-05-03T23:57:31.737Z,2026-05-03 19:57:31.737,102634,19,3657,-1016,-49
20.200,2026-05-03T23:57:31.777Z,2026-05-03 19:57:31.777,102634,20,3620,-1257,43
20.240,2026-05-03T23:57:31.817Z,2026-05-03 19:57:31.817,102634,21,3829,-948,-259
20.280,2026-05-03T23:57:31.857Z,2026-05-03 19:57:31.857,102634,22,4321,2497,-1625
20.320,2026-05-03T23:57:31.897Z,2026-05-03 19:57:31.897,102634,23,3369,426,-996
20.360,2026-05-03T23:57:31.937Z,2026-05-03 19:57:31.937,102634,24,4015,2458,-528
20.400,2026-05-03T23:57:31.977Z,2026-05-03 19:57:31.977,102634,25,3576,495,1445
20.440,2026-05-03T23:57:32.017Z,2026-05-03 19:57:32.017,102634,26,4069,2071,70
20.480,2026-05-03T23:57:32.057Z,2026-05-03 19:57:32.057,102634,27,3684,727,1511
20.520,2026-05-03T23:57:32.097Z,2026-05-03 19:57:32.097,102634,28,3971,1624,1112
20.560,2026-05-03T23:57:32.137Z,2026-05-03 19:57:32.137,102634,29,3833,1109,1452
20.600,2026-05-03T23:57:32.177Z,2026-05-03 19:57:32.177,102634,30,3849,1281,976
20.640,2026-05-03T23:57:32.217Z,2026-05-03 19:57:32.217,102634,31,3856,1397,854
20.680,2026-05-03T23:57:32.257Z,2026-05-03 19:57:32.257,102634,32,3761,1118,811
20.720,2026-05-03T23:57:32.297Z,2026-05-03 19:57:32.297,102634,33,3852,1569,250
20.760,2026-05-03T23:57:32.337Z,2026-05-03 19:57:32.337,102634,34,3930,1081,478
20.800,2026-05-03T23:57:32.377Z,2026-05-03 19:57:32.377,102634,35,3916,-968,-1193
20.840,2026-05-03T23:57:32.417Z,2026-05-03 19:57:32.417,102634,36,3771,-1302,395
20.880,2026-05-03T23:57:32.457Z,2026-05-03 19:57:32.457,102634,37,3554,-1697,975
20.920,2026-05-03T23:57:32.497Z,2026-05-03 19:57:32.497,102634,38,3718,-747,-1095
20.960,2026-05-03T23:57:32.537Z,2026-05-03 19:57:32.537,102634,39,3728,-1357,-1047
21.000,2026-05-03T23:57:32.577Z,2026-05-03 19:57:32.577,102634,40,3618,-949,-807
21.040,2026-05-03T23:57:32.617Z,2026-05-03 19:57:32.617,102634,41,3695,-1348,-363
21.080,2026-05-03T23:57:32.657Z,2026-05-03 19:57:32.657,102634,42,3723,-991,-819
21.120,2026-05-03T23:57:32.697Z,2026-05-03 19:57:32.697,102634,43,3704,-1143,304
21.160,2026-05-03T23:57:32.737Z,2026-05-03 19:57:32.737,102634,44,3719,-1321,702
21.200,2026-05-03T23:57:32.777Z,2026-05-03 19:57:32.777,102634,45,3743,-1057,528
21.240,2026-05-03T23:57:32.817Z,2026-05-03 19:57:32.817,102634,46,3726,-1303,722
21.280,2026-05-03T23:57:32.857Z,2026-05-03 19:57:32.857,102634,47,3708,-1075,629
21.320,2026-05-03T23:57:32.897Z,2026-05-03 19:57:32.897,102634,48,3684,-1314,550
21.360,2026-05-03T23:57:32.937Z,2026-05-03 19:57:32.937,102634,49,3813,-969,-139
21.400,2026-05-03T23:57:32.977Z,2026-05-03 19:57:32.977,102634,50,4061,1610,-1167
21.440,2026-05-03T23:57:33.017Z,2026-05-03 19:57:33.017,102634,51,3661,1102,-1415
21.480,2026-05-03T23:57:33.057Z,2026-05-03 19:57:33.057,102634,52,3861,1865,-841
21.520,2026-05-03T23:57:33.097Z,2026-05-03 19:57:33.097,102634,53,3636,967,230
21.560,2026-05-03T23:57:33.137Z,2026-05-03 19:57:33.137,102634,54,3996,1952,-104
21.600,2026-05-03T23:57:33.177Z,2026-05-03 19:57:33.177,102634,55,3725,764,1500
21.640,2026-05-03T23:57:33.217Z,2026-05-03 19:57:33.217,102634,56,3989,1695,913
21.680,2026-05-03T23:57:33.257Z,2026-05-03 19:57:33.257,102634,57,3757,803,1469
21.720,2026-05-03T23:57:33.297Z,2026-05-03 19:57:33.297,102634,58,3998,1246,1164
21.760,2026-05-03T23:57:33.337Z,2026-05-03 19:57:33.337,102634,59,3906,-635,1461
21.800,2026-05-03T23:57:33.377Z,2026-05-03 19:57:33.377,102634,60,3791,-1300,1344
21.840,2026-05-03T23:57:33.417Z,2026-05-03 19:57:33.417,102634,61,3753,-1195,1104
21.880,2026-05-03T23:57:33.457Z,2026-05-03 19:57:33.457,102634,62,3784,-1186,604
21.920,2026-05-03T23:57:33.497Z,2026-05-03 19:57:33.497,102634,63,3692,-1428,230
21.960,2026-05-03T23:57:33.537Z,2026-05-03 19:57:33.537,102634,64,3654,-926,-1630
22.000,2026-05-03T23:57:33.577Z,2026-05-03 19:57:33.577,102634,65,3665,-461,-2704
22.040,2026-05-03T23:57:33.617Z,2026-05-03 19:57:33.617,102634,66,3648,-35,-2384
22.080,2026-05-03T23:57:33.657Z,2026-05-03 19:57:33.657,102634,67,3697,304,-1771
22.120,2026-05-03T23:57:33.697Z,2026-05-03 19:57:33.697,102634,68,3763,288,-982
22.160,2026-05-03T23:57:33.737Z,2026-05-03 19:57:33.737,102634,69,3802,108,198
22.200,2026-05-03T23:57:33.777Z,2026-05-03 19:57:33.777,102634,70,3863,-508,1516
22.240,2026-05-03T23:57:33.817Z,2026-05-03 19:57:33.817,102634,71,3918,-16,1803
22.280,2026-05-03T23:57:33.857Z,2026-05-03 19:57:33.857,102634,72,3860,237,1561
22.320,2026-05-03T23:57:33.897Z,2026-05-03 19:57:33.897,102634,73,3751,385,1155
22.360,2026-05-03T23:57:33.937Z,2026-05-03 19:57:33.937,102634,74,3830,611,1256
