relative_time_s,lord_dynamic_mag_norm,prototype_dynamic_mag_norm,lord_dynamic_envelope_norm,prototype_dynamic_envelope_norm,sample_ts_utc,sample_ts_et
8.640,-0.93989227,-1.04237664,-1.27008274,-1.30564765,2026-05-03T23:57:20.217Z,2026-05-03 19:57:20.217
8.680,-1.00790305,-1.12172158,-1.26797657,-1.29738648,2026-05-03T23:57:20.257Z,2026-05-03 19:57:20.257
8.720,-1.00037156,-1.05096821,-1.26276046,-1.29612288,2026-05-03T23:57:20.297Z,2026-05-03 19:57:20.297
8.760,-0.99851391,-1.09446468,-1.26230463,-1.28887371,2026-05-03T23:57:20.337Z,2026-05-03 19:57:20.337
8.800,-1.01113852,-1.02847519,-1.25165871,-1.28080767,2026-05-03T23:57:20.377Z,2026-05-03 19:57:20.377
8.840,-0.96273907,-1.04202890,-1.24990576,-1.27193366,2026-05-03T23:57:20.417Z,2026-05-03 19:57:20.417
8.880,-0.97187911,-1.01349091,-1.23336815,-1.25035691,2026-05-03T23:57:20.457Z,2026-05-03 19:57:20.457
8.920,-0.94967096,-1.07487248,-1.22094406,-1.23736445,2026-05-03T23:57:20.497Z,2026-05-03 19:57:20.497
8.960,-0.99898794,-1.01576915,-1.19418717,-1.14868416,2026-05-03T23:57:20.537Z,2026-05-03 19:57:20.537
9.000,-0.89358373,-0.97567270,-1.07414923,-0.95024129,2026-05-03T23:57:20.577Z,2026-05-03 19:57:20.577
9.040,-0.92792748,-0.99635756,-0.85231109,-0.66282716,2026-05-03T23:57:20.617Z,2026-05-03 19:57:20.617
9.080,-0.86312512,-0.87708889,-0.65050074,-0.52124910,2026-05-03T23:57:20.657Z,2026-05-03 19:57:20.657
9.120,-0.83433815,-0.91788969,-0.51756181,-0.33806583,2026-05-03T23:57:20.697Z,2026-05-03 19:57:20.697
9.160,-0.76788712,-0.46847808,-0.39123213,-0.21672028,2026-05-03T23:57:20.737Z,2026-05-03 19:57:20.737
9.200,-0.24724084,0.15229743,-0.25776524,-0.07486310,2026-05-03T23:57:20.777Z,2026-05-03 19:57:20.777
9.240,0.32258733,0.76930568,-0.16476525,0.04265492,2026-05-03T23:57:20.817Z,2026-05-03 19:57:20.817
9.280,0.47934079,0.32873817,-0.03769865,0.16125594,2026-05-03T23:57:20.857Z,2026-05-03 19:57:20.857
9.320,0.29830444,0.68975884,0.04021839,0.23159098,2026-05-03T23:57:20.897Z,2026-05-03 19:57:20.897
9.360,0.35019905,0.41932400,0.40428643,1.01227067,2026-05-03T23:57:20.937Z,2026-05-03 19:57:20.937
9.400,0.48683094,0.63665652,0.49868222,1.05735120,2026-05-03T23:57:20.977Z,2026-05-03 19:57:20.977
9.440,0.25982336,0.54523606,1.04841318,1.21896468,2026-05-03T23:57:21.017Z,2026-05-03 19:57:21.017
9.480,0.59580687,0.62743603,1.05226469,1.19588807,2026-05-03T23:57:21.057Z,2026-05-03 19:57:21.057
9.520,0.24922576,0.22058437,1.14857209,1.24185193,2026-05-03T23:57:21.097Z,2026-05-03 19:57:21.097
9.560,2.16264521,4.38700876,1.25991177,1.37346589,2026-05-03T23:57:21.137Z,2026-05-03 19:57:21.137
9.600,0.62462140,0.18856019,1.35861183,1.43635056,2026-05-03T23:57:21.177Z,2026-05-03 19:57:21.177
9.640,3.53659150,1.65401471,1.37065779,1.46867997,2026-05-03T23:57:21.217Z,2026-05-03 19:57:21.217
9.680,-0.16298235,-0.32008519,1.37502116,1.45051542,2026-05-03T23:57:21.257Z,2026-05-03 19:57:21.257
9.720,1.39370976,1.27904704,1.40236553,1.41450074,2026-05-03T23:57:21.297Z,2026-05-03 19:57:21.297
9.760,1.65106470,1.80664299,1.35110907,1.41423439,2026-05-03T23:57:21.337Z,2026-05-03 19:57:21.337
9.800,1.46752793,1.42249580,1.37253561,1.39578424,2026-05-03T23:57:21.377Z,2026-05-03 19:57:21.377
9.840,0.53323932,0.87855582,1.18586641,0.85854942,2026-05-03T23:57:21.417Z,2026-05-03 19:57:21.417
9.880,0.55044792,0.35712520,1.16676159,0.84350991,2026-05-03T23:57:21.457Z,2026-05-03 19:57:21.457
9.920,0.67275712,-0.09755751,0.71733127,0.75743328,2026-05-03T23:57:21.497Z,2026-05-03 19:57:21.497
9.960,-0.37464534,0.62365542,0.72849568,0.76346481,2026-05-03T23:57:21.537Z,2026-05-03 19:57:21.537
10.000,0.57977134,-0.14906415,0.61399637,0.68609295,2026-05-03T23:57:21.577Z,2026-05-03 19:57:21.577
10.040,0.26743408,0.96747238,0.41417853,0.49138671,2026-05-03T23:57:21.617Z,2026-05-03 19:57:21.617
10.080,0.36069130,-0.05282760,0.30514180,0.40724144,2026-05-03T23:57:21.657Z,2026-05-03 19:57:21.657
10.120,0.49062206,0.91824586,0.27076708,0.37311847,2026-05-03T23:57:21.697Z,2026-05-03 19:57:21.697
10.160,0.02650157,-0.19953784,0.28103283,0.33459394,2026-05-03T23:57:21.737Z,2026-05-03 19:57:21.737
10.200,0.32343436,0.53129266,0.56958381,0.65597582,2026-05-03T23:57:21.777Z,2026-05-03 19:57:21.777
10.240,-0.20614747,0.05007610,0.65614258,0.66770341,2026-05-03T23:57:21.817Z,2026-05-03 19:57:21.817
10.280,0.66735515,0.75690812,0.78021658,0.78492913,2026-05-03T23:57:21.857Z,2026-05-03 19:57:21.857
10.320,0.18409645,0.57076638,0.75224179,0.78746561,2026-05-03T23:57:21.897Z,2026-05-03 19:57:21.897
10.360,0.64084526,-0.12240395,0.88886578,0.83809835,2026-05-03T23:57:21.937Z,2026-05-03 19:57:21.937
10.400,2.47188886,2.42464555,0.84231667,0.84410359,2026-05-03T23:57:21.977Z,2026-05-03 19:57:21.977
10.440,0.77001728,0.74577154,0.90830433,0.92400607,2026-05-03T23:57:22.017Z,2026-05-03 19:57:22.017
10.480,1.63857580,1.20750616,0.97892152,0.99645454,2026-05-03T23:57:22.057Z,2026-05-03 19:57:22.057
10.520,-0.17377710,0.99182464,1.02677507,1.05181055,2026-05-03T23:57:22.097Z,2026-05-03 19:57:22.097
10.560,1.63748289,0.63974678,1.04723340,1.06573429,2026-05-03T23:57:22.137Z,2026-05-03 19:57:22.137
10.600,-0.22818593,0.97799250,1.05277172,1.09028895,2026-05-03T23:57:22.177Z,2026-05-03 19:57:22.177
10.640,0.86202241,0.89092177,1.02175092,1.17777296,2026-05-03T23:57:22.217Z,2026-05-03 19:57:22.217
10.680,1.11493079,1.29750856,0.80500723,1.15191187,2026-05-03T23:57:22.257Z,2026-05-03 19:57:22.257
10.720,0.55154054,0.81004317,0.91097300,1.12990121,2026-05-03T23:57:22.297Z,2026-05-03 19:57:22.297
10.760,0.89774040,0.91510336,0.88545532,1.16645983,2026-05-03T23:57:22.337Z,2026-05-03 19:57:22.337
10.800,0.27012211,0.86735269,0.99714582,1.26172298,2026-05-03T23:57:22.377Z,2026-05-03 19:57:22.377
10.840,0.21870955,1.09137497,1.11460613,1.44949552,2026-05-03T23:57:22.417Z,2026-05-03 19:57:22.417
10.880,0.84227498,2.24238146,1.32958622,1.55427370,2026-05-03T23:57:22.457Z,2026-05-03 19:57:22.457
10.920,1.68369857,0.45772807,1.33240682,1.59583065,2026-05-03T23:57:22.497Z,2026-05-03 19:57:22.497
10.960,1.43986071,1.55207570,1.30935072,1.52102151,2026-05-03T23:57:22.537Z,2026-05-03 19:57:22.537
11.000,1.21580289,1.89075476,1.29523095,1.53505328,2026-05-03T23:57:22.577Z,2026-05-03 19:57:22.577
11.040,2.46043641,2.43706355,1.33640131,1.57034859,2026-05-03T23:57:22.617Z,2026-05-03 19:57:22.617
11.080,2.15352919,2.04021228,1.37175158,1.54027487,2026-05-03T23:57:22.657Z,2026-05-03 19:57:22.657
11.120,0.89574950,1.38539688,1.38791324,1.55130247,2026-05-03T23:57:22.697Z,2026-05-03 19:57:22.697
11.160,0.85303911,0.26616659,1.71258797,1.46619512,2026-05-03T23:57:22.737Z,2026-05-03 19:57:22.737
11.200,0.34214079,0.99167515,1.58123702,1.46760432,2026-05-03T23:57:22.777Z,2026-05-03 19:57:22.777
11.240,1.33830623,1.33440122,1.54304271,1.39245847,2026-05-03T23:57:22.817Z,2026-05-03 19:57:22.817
11.280,0.78036885,0.42550690,1.45008497,1.29862485,2026-05-03T23:57:22.857Z,2026-05-03 19:57:22.857
11.320,0.47970738,1.22049193,1.26293113,1.07971827,2026-05-03T23:57:22.897Z,2026-05-03 19:57:22.897
11.360,3.46065451,1.47041991,1.09023831,1.00585679,2026-05-03T23:57:22.937Z,2026-05-03 19:57:22.937
11.400,-0.15487412,0.47979501,1.05764598,0.89992136,2026-05-03T23:57:22.977Z,2026-05-03 19:57:22.977
11.440,1.01608485,0.69263143,1.05937459,0.94638061,2026-05-03T23:57:23.017Z,2026-05-03 19:57:23.017
11.480,-0.20770249,0.95948148,1.07849101,0.94993740,2026-05-03T23:57:23.057Z,2026-05-03 19:57:23.057
11.520,0.78462788,0.35653079,1.03435207,0.81754429,2026-05-03T23:57:23.097Z,2026-05-03 19:57:23.097
11.560,0.55179824,1.44828283,1.00688529,0.84967509,2026-05-03T23:57:23.137Z,2026-05-03 19:57:23.137
11.600,0.50832210,0.20775604,0.99620367,0.73878979,2026-05-03T23:57:23.177Z,2026-05-03 19:57:23.177
11.640,0.87192675,0.84085613,0.52239562,0.62459654,2026-05-03T23:57:23.217Z,2026-05-03 19:57:23.217
11.680,0.59920576,1.02762758,0.61302520,0.62504967,2026-05-03T23:57:23.257Z,2026-05-03 19:57:23.257
11.720,0.90912953,-0.31609587,0.52577351,0.58587853,2026-05-03T23:57:23.297Z,2026-05-03 19:57:23.297
11.760,0.44517953,0.79797674,0.57204938,0.53652431,2026-05-03T23:57:23.337Z,2026-05-03 19:57:23.337
11.800,0.33437344,-0.06732639,0.50207022,0.52866947,2026-05-03T23:57:23.377Z,2026-05-03 19:57:23.377
11.840,0.40637950,0.40103125,0.43933445,0.34700410,2026-05-03T23:57:23.417Z,2026-05-03 19:57:23.417
11.880,0.89517403,0.48494176,0.38795341,0.34413962,2026-05-03T23:57:23.457Z,2026-05-03 19:57:23.457
11.920,0.11159955,0.24869298,0.35238576,0.29054454,2026-05-03T23:57:23.497Z,2026-05-03 19:57:23.497
11.960,0.42504508,0.47552251,0.35627958,0.24666350,2026-05-03T23:57:23.537Z,2026-05-03 19:57:23.537
12.000,-0.00519983,0.26215857,0.34483510,0.32171383,2026-05-03T23:57:23.577Z,2026-05-03 19:57:23.577
12.040,-0.25001616,-0.40928030,0.30385494,0.28197636,2026-05-03T23:57:23.617Z,2026-05-03 19:57:23.617
12.080,-0.10890980,0.17390545,0.29969345,0.31695899,2026-05-03T23:57:23.657Z,2026-05-03 19:57:23.657
12.120,0.56316511,0.34330079,0.29922428,0.33409529,2026-05-03T23:57:23.697Z,2026-05-03 19:57:23.697
12.160,0.63453001,0.67652289,0.25102298,0.31006581,2026-05-03T23:57:23.737Z,2026-05-03 19:57:23.737
12.200,0.81751357,0.57774111,0.23187783,0.25541808,2026-05-03T23:57:23.777Z,2026-05-03 19:57:23.777
12.240,-0.02129357,0.43657271,0.14140651,0.16506229,2026-05-03T23:57:23.817Z,2026-05-03 19:57:23.817
12.280,0.29054656,0.34972605,0.15225656,0.16556767,2026-05-03T23:57:23.857Z,2026-05-03 19:57:23.857
12.320,0.40171542,0.56989331,0.22133819,0.26983343,2026-05-03T23:57:23.897Z,2026-05-03 19:57:23.897
12.360,0.49214668,0.23127127,0.30800843,0.31507722,2026-05-03T23:57:23.937Z,2026-05-03 19:57:23.937
12.400,-0.13404947,-0.55038186,0.25944001,0.30162252,2026-05-03T23:57:23.977Z,2026-05-03 19:57:23.977
12.440,-1.08742271,-0.81754280,0.19678126,0.23244880,2026-05-03T23:57:24.017Z,2026-05-03 19:57:24.017
12.480,0.11997613,0.26735006,0.09388042,0.16551536,2026-05-03T23:57:24.057Z,2026-05-03 19:57:24.057
12.520,0.52004348,0.75690894,0.08004738,0.10579117,2026-05-03T23:57:24.097Z,2026-05-03 19:57:24.097
12.560,0.77456706,0.63250685,0.03609572,0.04844108,2026-05-03T23:57:24.137Z,2026-05-03 19:57:24.137
12.600,0.05553781,0.19463572,-0.04496578,-0.04717231,2026-05-03T23:57:24.177Z,2026-05-03 19:57:24.177
12.640,0.00278359,-0.05281663,-0.12062603,-0.07699948,2026-05-03T23:57:24.217Z,2026-05-03 19:57:24.217
12.680,-0.16943323,-0.14332807,-0.10496069,-0.02957098,2026-05-03T23:57:24.257Z,2026-05-03 19:57:24.257
12.720,-0.19766550,-0.23330163,-0.07738663,-0.02052825,2026-05-03T23:57:24.297Z,2026-05-03 19:57:24.297
12.760,-0.19397981,-0.30847097,-0.15064077,-0.11227318,2026-05-03T23:57:24.337Z,2026-05-03 19:57:24.337
12.800,-0.54426164,-0.45082559,-0.27783173,-0.27400853,2026-05-03T23:57:24.377Z,2026-05-03 19:57:24.377
12.840,-0.22390320,-0.07078263,-0.45893068,-0.42118928,2026-05-03T23:57:24.417Z,2026-05-03 19:57:24.417
12.880,0.03335094,0.06844156,-0.52333423,-0.50257345,2026-05-03T23:57:24.457Z,2026-05-03 19:57:24.457
12.920,-0.39395951,-0.61227042,-0.59282407,-0.56375375,2026-05-03T23:57:24.497Z,2026-05-03 19:57:24.497
12.960,-1.13464218,-1.27526744,-0.64543477,-0.61699615,2026-05-03T23:57:24.537Z,2026-05-03 19:57:24.537
13.000,-0.93257260,-0.95986496,-0.68740314,-0.66536718,2026-05-03T23:57:24.577Z,2026-05-03 19:57:24.577
13.040,-0.74452922,-0.69030832,-0.75003772,-0.72109061,2026-05-03T23:57:24.617Z,2026-05-03 19:57:24.617
13.080,-0.55844703,-0.55809371,-0.78542320,-0.77171240,2026-05-03T23:57:24.657Z,2026-05-03 19:57:24.657
13.120,-0.67687868,-0.68249393,-0.84981867,-0.86583261,2026-05-03T23:57:24.697Z,2026-05-03 19:57:24.697
13.160,-0.71591159,-0.68981906,-0.96082509,-0.99140329,2026-05-03T23:57:24.737Z,2026-05-03 19:57:24.737
13.200,-0.58888373,-0.74446421,-1.00884611,-1.01699569,2026-05-03T23:57:24.777Z,2026-05-03 19:57:24.777
13.240,-0.83320942,-0.98890296,-0.99823164,-1.00543845,2026-05-03T23:57:24.817Z,2026-05-03 19:57:24.817
13.280,-1.18433358,-1.27857892,-0.99570720,-1.00619551,2026-05-03T23:57:24.857Z,2026-05-03 19:57:24.857
13.320,-0.80888863,-0.87960533,-1.01474520,-1.03848814,2026-05-03T23:57:24.897Z,2026-05-03 19:57:24.897
13.360,-0.67571942,-0.74782364,-1.05543159,-1.08486289,2026-05-03T23:57:24.937Z,2026-05-03 19:57:24.937
13.400,-0.76854057,-0.85129595,-1.06913059,-1.10298132,2026-05-03T23:57:24.977Z,2026-05-03 19:57:24.977
13.440,-0.90853564,-0.99465447,-1.07756453,-1.12019182,2026-05-03T23:57:25.017Z,2026-05-03 19:57:25.017
13.480,-0.89494542,-0.97086649,-1.11765428,-1.15125658,2026-05-03T23:57:25.057Z,2026-05-03 19:57:25.057
13.520,-0.99225752,-1.07025202,-1.13639496,-1.16272400,2026-05-03T23:57:25.097Z,2026-05-03 19:57:25.097
13.560,-0.94736595,-0.97582444,-1.13227461,-1.15849835,2026-05-03T23:57:25.137Z,2026-05-03 19:57:25.137
13.600,-0.79774807,-0.83484993,-1.15003835,-1.17789986,2026-05-03T23:57:25.177Z,2026-05-03 19:57:25.177
13.640,-0.79108310,-0.83033969,-1.18064226,-1.20697123,2026-05-03T23:57:25.217Z,2026-05-03 19:57:25.217
13.680,-0.93535082,-1.05804245,-1.19450894,-1.22179408,2026-05-03T23:57:25.257Z,2026-05-03 19:57:25.257
13.720,-1.08332051,-1.16331222,-1.20535286,-1.23322423,2026-05-03T23:57:25.297Z,2026-05-03 19:57:25.297
13.760,-1.06534858,-1.15915528,-1.22389643,-1.25232012,2026-05-03T23:57:25.337Z,2026-05-03 19:57:25.337
13.800,-1.00597744,-1.10664465,-1.22923495,-1.25506656,2026-05-03T23:57:25.377Z,2026-05-03 19:57:25.377
13.840,-0.92204923,-0.99400938,-1.22995146,-1.26105408,2026-05-03T23:57:25.417Z,2026-05-03 19:57:25.417
13.880,-0.88051693,-0.98277565,-1.24324236,-1.27519227,2026-05-03T23:57:25.457Z,2026-05-03 19:57:25.457
13.920,-1.03656855,-1.13993927,-1.25830897,-1.29346366,2026-05-03T23:57:25.497Z,2026-05-03 19:57:25.497
13.960,-1.14847065,-1.23471624,-1.26964579,-1.30196049,2026-05-03T23:57:25.537Z,2026-05-03 19:57:25.537
14.000,-1.06502057,-1.10532585,-1.27479275,-1.30817343,2026-05-03T23:57:25.577Z,2026-05-03 19:57:25.577
14.040,-0.95464764,-1.03494397,-1.27483268,-1.30866491,2026-05-03T23:57:25.617Z,2026-05-03 19:57:25.617
14.080,-0.89728508,-0.93836062,-1.27403028,-1.30925696,2026-05-03T23:57:25.657Z,2026-05-03 19:57:25.657
14.120,-0.89874896,-0.96095775,-1.27704412,-1.31907716,2026-05-03T23:57:25.697Z,2026-05-03 19:57:25.697
14.160,-1.05731357,-1.16284222,-1.28857885,-1.33181747,2026-05-03T23:57:25.737Z,2026-05-03 19:57:25.737
14.200,-1.20294947,-1.29758061,-1.29564503,-1.33721327,2026-05-03T23:57:25.777Z,2026-05-03 19:57:25.777
14.240,-1.06590924,-1.16643882,-1.29767829,-1.33875492,2026-05-03T23:57:25.817Z,2026-05-03 19:57:25.817
14.280,-0.99744835,-1.11371323,-1.30111009,-1.34266132,2026-05-03T23:57:25.857Z,2026-05-03 19:57:25.857
14.320,-0.94747859,-1.08583717,-1.30171328,-1.33848878,2026-05-03T23:57:25.897Z,2026-05-03 19:57:25.897
14.360,-0.97340446,-1.09821326,-1.29807059,-1.33693566,2026-05-03T23:57:25.937Z,2026-05-03 19:57:25.937
14.400,-1.14356261,-1.22029514,-1.30330792,-1.33418953,2026-05-03T23:57:25.977Z,2026-05-03 19:57:25.977
14.440,-1.21118156,-1.27002858,-1.27350227,-1.30291190,2026-05-03T23:57:26.017Z,2026-05-03 19:57:26.017
14.480,-1.11582841,-1.15071735,-1.24730714,-1.27557864,2026-05-03T23:57:26.057Z,2026-05-03 19:57:26.057
14.520,-0.95966269,-1.00107382,-1.24609865,-1.27144755,2026-05-03T23:57:26.097Z,2026-05-03 19:57:26.097
14.560,-0.87264174,-0.92804061,-1.25424971,-1.27663877,2026-05-03T23:57:26.137Z,2026-05-03 19:57:26.137
14.600,-0.93747125,-0.94181409,-1.26992029,-1.28835424,2026-05-03T23:57:26.177Z,2026-05-03 19:57:26.177
14.640,-0.81501205,-0.88641418,-1.27897974,-1.29398283,2026-05-03T23:57:26.217Z,2026-05-03 19:57:26.217
14.680,-0.86872003,-0.94098678,-1.26152252,-1.28288725,2026-05-03T23:57:26.257Z,2026-05-03 19:57:26.257
14.720,-1.04820552,-1.10635168,-1.24729850,-1.26934508,2026-05-03T23:57:26.297Z,2026-05-03 19:57:26.297
14.760,-1.11525520,-1.19505988,-1.24107174,-1.26375296,2026-05-03T23:57:26.337Z,2026-05-03 19:57:26.337
14.800,-1.16704233,-1.30439512,-1.25093334,-1.28008039,2026-05-03T23:57:26.377Z,2026-05-03 19:57:26.377
14.840,-1.07979637,-1.17667387,-1.27671831,-1.31000351,2026-05-03T23:57:26.417Z,2026-05-03 19:57:26.417
14.880,-0.92764695,-1.06206769,-1.29326456,-1.33825169,2026-05-03T23:57:26.457Z,2026-05-03 19:57:26.457
14.920,-0.96883786,-1.05243651,-1.32309871,-1.36766951,2026-05-03T23:57:26.497Z,2026-05-03 19:57:26.497
14.960,-1.01908136,-1.07512016,-1.34285702,-1.38878308,2026-05-03T23:57:26.537Z,2026-05-03 19:57:26.537
15.000,-1.08313019,-1.21485793,-1.32753304,-1.37622069,2026-05-03T23:57:26.577Z,2026-05-03 19:57:26.577
15.040,-1.19633793,-1.31738413,-1.30976104,-1.35581662,2026-05-03T23:57:26.617Z,2026-05-03 19:57:26.617
15.080,-1.13202343,-1.24665886,-1.30161826,-1.34347544,2026-05-03T23:57:26.657Z,2026-05-03 19:57:26.657
15.120,-1.03396358,-1.10183396,-1.29223852,-1.33362831,2026-05-03T23:57:26.697Z,2026-05-03 19:57:26.697
15.160,-1.00636795,-1.09141257,-1.29112728,-1.32697944,2026-05-03T23:57:26.737Z,2026-05-03 19:57:26.737
15.200,-0.92388375,-1.00722894,-1.27513233,-1.30728285,2026-05-03T23:57:26.777Z,2026-05-03 19:57:26.777
15.240,-0.93621504,-1.00008962,-1.23912916,-1.27125454,2026-05-03T23:57:26.817Z,2026-05-03 19:57:26.817
15.280,-1.03960127,-1.10496747,-1.21264141,-1.24066984,2026-05-03T23:57:26.857Z,2026-05-03 19:57:26.857
15.320,-0.97671316,-1.06470371,-1.18954582,-1.21289708,2026-05-03T23:57:26.897Z,2026-05-03 19:57:26.897
15.360,-0.91904706,-1.00396817,-1.17384095,-1.19332401,2026-05-03T23:57:26.937Z,2026-05-03 19:57:26.937
15.400,-0.84704192,-0.89870244,-1.17093910,-1.19144616,2026-05-03T23:57:26.977Z,2026-05-03 19:57:26.977
15.440,-0.74282583,-0.79772579,-1.16702586,-1.18558373,2026-05-03T23:57:27.017Z,2026-05-03 19:57:27.017
15.480,-0.81350704,-0.87549748,-1.17322746,-1.19051191,2026-05-03T23:57:27.057Z,2026-05-03 19:57:27.057
15.520,-0.86017535,-0.90591097,-1.17410640,-1.19101254,2026-05-03T23:57:27.097Z,2026-05-03 19:57:27.097
15.560,-0.90270338,-0.95339279,-1.16469718,-1.18146302,2026-05-03T23:57:27.137Z,2026-05-03 19:57:27.137
15.600,-0.99143602,-1.07421031,-1.15723677,-1.17249564,2026-05-03T23:57:27.177Z,2026-05-03 19:57:27.177
15.640,-0.95508197,-1.01379246,-1.15306727,-1.16780726,2026-05-03T23:57:27.217Z,2026-05-03 19:57:27.217
15.680,-0.99988311,-1.06987718,-1.15635293,-1.17295089,2026-05-03T23:57:27.257Z,2026-05-03 19:57:27.257
15.720,-0.94621165,-1.00582393,-1.16922219,-1.18756325,2026-05-03T23:57:27.297Z,2026-05-03 19:57:27.297
15.760,-0.91737428,-0.98143682,-1.17672034,-1.19487890,2026-05-03T23:57:27.337Z,2026-05-03 19:57:27.337
15.800,-0.89121012,-0.95676106,-1.17266563,-1.19341514,2026-05-03T23:57:27.377Z,2026-05-03 19:57:27.377
15.840,-0.87546574,-0.95140525,-1.16810456,-1.18916758,2026-05-03T23:57:27.417Z,2026-05-03 19:57:27.417
15.880,-0.87846240,-0.94961288,-1.15435430,-1.17282655,2026-05-03T23:57:27.457Z,2026-05-03 19:57:27.457
15.920,-0.84604128,-0.92200899,-1.14609742,-1.16329072,2026-05-03T23:57:27.497Z,2026-05-03 19:57:27.497
15.960,-0.87954784,-0.94261168,-1.13649623,-1.15187349,2026-05-03T23:57:27.537Z,2026-05-03 19:57:27.537
16.000,-0.82494458,-0.89283355,-1.13022893,-1.14745738,2026-05-03T23:57:27.577Z,2026-05-03 19:57:27.577
16.040,-0.85867954,-0.91236731,-1.11231442,-1.12873275,2026-05-03T23:57:27.617Z,2026-05-03 19:57:27.617
16.080,-0.84180664,-0.89251676,-1.09230770,-1.10340583,2026-05-03T23:57:27.657Z,2026-05-03 19:57:27.657
16.120,-0.86469114,-0.91040594,-1.08368290,-1.09080408,2026-05-03T23:57:27.697Z,2026-05-03 19:57:27.697
16.160,-0.88228775,-0.93080854,-1.08022721,-1.08579321,2026-05-03T23:57:27.737Z,2026-05-03 19:57:27.737
16.200,-0.87485424,-0.95395963,-1.08658437,-1.09016146,2026-05-03T23:57:27.777Z,2026-05-03 19:57:27.777
16.240,-0.74618816,-0.79773219,-1.08579875,-1.09132673,2026-05-03T23:57:27.817Z,2026-05-03 19:57:27.817
16.280,-0.70643220,-0.72177267,-1.08100502,-1.08621727,2026-05-03T23:57:27.857Z,2026-05-03 19:57:27.857
16.320,-0.78730816,-0.81920470,-1.07679429,-1.08045245,2026-05-03T23:57:27.897Z,2026-05-03 19:57:27.897
16.360,-0.84024598,-0.89211188,-1.07438494,-1.07962094,2026-05-03T23:57:27.937Z,2026-05-03 19:57:27.937
16.400,-0.92055620,-0.97538074,-1.06793481,-1.07294052,2026-05-03T23:57:27.977Z,2026-05-03 19:57:27.977
16.440,-0.87058365,-0.95681353,-1.05977223,-1.06509326,2026-05-03T23:57:28.017Z,2026-05-03 19:57:28.017
16.480,-0.77866530,-0.84040780,-1.05517614,-1.05717378,2026-05-03T23:57:28.057Z,2026-05-03 19:57:28.057
16.520,-0.81433859,-0.85086664,-1.05268001,-1.05864527,2026-05-03T23:57:28.097Z,2026-05-03 19:57:28.097
16.560,-0.81669794,-0.88348023,-1.05162247,-1.05741764,2026-05-03T23:57:28.137Z,2026-05-03 19:57:28.137
16.600,-0.79667196,-0.83923110,-1.04822841,-1.05675839,2026-05-03T23:57:28.177Z,2026-05-03 19:57:28.177
16.640,-0.79352312,-0.84400914,-1.02372013,-1.03397229,2026-05-03T23:57:28.217Z,2026-05-03 19:57:28.217
16.680,-0.82293103,-0.86140358,-0.99118411,-0.99936456,2026-05-03T23:57:28.257Z,2026-05-03 19:57:28.257
16.720,-0.72391288,-0.81194478,-0.93025990,-0.93869941,2026-05-03T23:57:28.297Z,2026-05-03 19:57:28.297
16.760,-0.69752102,-0.71148790,-0.84410141,-0.84535687,2026-05-03T23:57:28.337Z,2026-05-03 19:57:28.337
16.800,-0.75457300,-0.81270343,-0.67428930,-0.68343534,2026-05-03T23:57:28.377Z,2026-05-03 19:57:28.377
16.840,-0.61696461,-0.67535803,-0.57258494,-0.52088304,2026-05-03T23:57:28.417Z,2026-05-03 19:57:28.417
16.880,-0.59196511,-0.62197880,-0.42387879,-0.39256213,2026-05-03T23:57:28.457Z,2026-05-03 19:57:28.457
16.920,-0.35324868,-0.40364243,-0.34980155,-0.27849324,2026-05-03T23:57:28.497Z,2026-05-03 19:57:28.497
16.960,-0.12350134,-0.10866666,-0.22064804,-0.15161132,2026-05-03T23:57:28.537Z,2026-05-03 19:57:28.537
17.000,0.37384505,0.34114585,-0.15281619,-0.05998586,2026-05-03T23:57:28.577Z,2026-05-03 19:57:28.577
17.040,0.12441862,0.47136766,-0.04640959,0.05770178,2026-05-03T23:57:28.617Z,2026-05-03 19:57:28.617
17.080,0.48836167,0.39448556,0.02861104,0.14124209,2026-05-03T23:57:28.657Z,2026-05-03 19:57:28.657
17.120,0.07277019,0.37559996,0.11573343,0.25068828,2026-05-03T23:57:28.697Z,2026-05-03 19:57:28.697
17.160,0.51199837,0.53337316,0.19398117,0.33060349,2026-05-03T23:57:28.737Z,2026-05-03 19:57:28.737
17.200,0.13716314,0.33961416,0.28800079,0.44539549,2026-05-03T23:57:28.777Z,2026-05-03 19:57:28.777
17.240,0.49824271,0.63487879,0.82081977,1.02089523,2026-05-03T23:57:28.817Z,2026-05-03 19:57:28.817
17.280,0.26639463,0.36387201,1.09730850,1.01174547,2026-05-03T23:57:28.857Z,2026-05-03 19:57:28.857
17.320,0.45674724,0.68296916,1.28934749,1.50841228,2026-05-03T23:57:28.897Z,2026-05-03 19:57:28.897
17.360,0.42372109,0.47992055,1.24944378,1.47175346,2026-05-03T23:57:28.937Z,2026-05-03 19:57:28.937
17.400,0.69845879,0.92337326,1.28224212,1.53227114,2026-05-03T23:57:28.977Z,2026-05-03 19:57:28.977
17.440,3.35682064,3.82901241,1.27530079,1.51211847,2026-05-03T23:57:29.017Z,2026-05-03 19:57:29.017
17.480,2.61527488,0.20397922,1.38522840,1.50450536,2026-05-03T23:57:29.057Z,2026-05-03 19:57:29.057
17.520,2.09837369,4.12468892,1.41760853,1.52758976,2026-05-03T23:57:29.097Z,2026-05-03 19:57:29.097
